Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,57.65,226.74,0,2.26,0,0
empty_tensor,,,37.51,37.51,0,0,0,0
aten::fill_,"4,8;
",,112.8,131.58,0,2.26,0,0
aclnnInplaceFillScalar,,,18.78,18.78,2.26,2.26,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,29.0,107.44,0,1.74,0,0
aten::empty_like,"4,8;
;
;
;
;
",,27.82,45.32,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,12.54,17.5,0,0,0,0
empty_tensor,,,4.96,4.96,0,0,0,0
aten::zero_,"4,8",,27.9,33.12,0,1.74,0,0
aclnnInplaceZero,,,5.22,5.22,1.74,1.74,0,0
aten::empty,";
;
;
;
;
",,18.68,18.68,0,0,0,0
aten::to,"6;
;
;
;
;
",,7.49,161.05,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,13.62,153.56,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.57,9.94,0,0,0,0
empty_tensor,,,3.37,3.37,0,0,0,0
aten::copy_,"6;
6;
",,130.0,130.0,0,0,0,0
aten::lift_fresh,6,,24.95,24.95,0,0,0,0
aten::detach_,6,,2.03,2.03,0,0,0,0
aten::select,"4,8;
;
",,17.03,38.89,0,0,0,0
aten::as_strided,"4,8;
;
;
",,21.86,21.86,0,0,0,0
aten::slice,"8;
;
;
;
",,8.4,10.89,0,0,0,0
aten::as_strided,"8;
;
;
",,2.49,2.49,0,0,0,0
aten::copy_,"6;
6;
",,131.3,142.85,0,0.74,0,0
aclnnInplaceCopy,,,11.55,11.55,0.74,0.74,0,0
aten::scalar_tensor,";
;
;
;
",,12.6,54.95,0,1.46,0,0
aten::empty,";
;
;
;
;
",,4.6,13.42,0,0,0,0
empty_tensor,,,8.82,8.82,0,0,0,0
aten::fill_,";
",,18.85,28.93,0,1.46,0,0
aclnnInplaceFillScalar,,,10.08,10.08,1.46,1.46,0,0
aten::select,"4,8;
;
",,7.3,11.38,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.08,4.08,0,0,0,0
aten::slice,"8;
;
;
;
",,6.29,8.34,0,0,0,0
aten::as_strided,"8;
;
;
",,2.05,2.05,0,0,0,0
aten::view,";
",,3.56,3.56,0,0,0,0
aten::expand,";
;
",,6.1,10.19,0,0,0,0
aten::as_strided,";
;
;
",,4.09,4.09,0,0,0,0
aten::copy_,"6;
6;
",,27.36,35.56,0,4.3,0,0
aclnnInplaceCopy,,,8.2,8.2,4.3,4.3,0,0
aten::empty,";
;
;
;
;
",,9.12,9.12,0,0,0,0
aten::to,"8;
;
;
;
;
",,4.05,226.51,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,8.13,222.46,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.53,9.97,0,0,0,0
empty_tensor,,,3.44,3.44,0,0,0,0
aten::copy_,"8;
8;
",,204.36,204.36,0,0,0,0
aten::lift_fresh,8,,3.23,3.23,0,0,0,0
aten::detach_,8,,2.37,2.37,0,0,0,0
aten::select,"4,8;
;
",,9.44,13.96,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.52,4.52,0,0,0,0
aten::copy_,"8;
8;
",,58.54,69.71,0,0.64,0,0
aclnnInplaceCopy,,,11.17,11.17,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,7.66,41.19,0,1.28,0,0
aten::empty,";
;
;
;
;
",,2.97,8.9,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
aten::fill_,";
",,15.38,24.63,0,1.28,0,0
aclnnInplaceFillScalar,,,9.25,9.25,1.28,1.28,0,0
aten::select,"4,8;
;
",,3.76,7.24,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.48,3.48,0,0,0,0
aten::view,";
",,2.28,2.28,0,0,0,0
aten::expand,";
;
",,4.48,6.83,0,0,0,0
aten::as_strided,";
;
;
",,2.35,2.35,0,0,0,0
aten::copy_,"8;
8;
",,14.47,18.98,0,3.92,0,0
aclnnInplaceCopy,,,4.51,4.51,3.92,3.92,0,0
aten::empty,";
;
;
;
;
",,7.07,7.07,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.86,185.66,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,7.23,181.8,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.73,9.05,0,0,0,0
empty_tensor,,,2.32,2.32,0,0,0,0
aten::copy_,"6;
6;
",,165.52,165.52,0,0,0,0
aten::lift_fresh,6,,2.27,2.27,0,0,0,0
aten::detach_,6,,0.91,0.91,0,0,0,0
aten::select,"4,8;
;
",,4.82,8.55,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.73,3.73,0,0,0,0
aten::slice,"8;
;
;
;
",,4.15,5.5,0,0,0,0
aten::as_strided,"8;
;
;
",,1.35,1.35,0,0,0,0
aten::copy_,"6;
6;
",,43.1,56.19,0,0.8,0,0
aclnnInplaceCopy,,,13.09,13.09,0.8,0.8,0,0
aten::scalar_tensor,";
;
;
;
",,5.51,34.14,0,1.32,0,0
aten::empty,";
;
;
;
;
",,2.92,7.66,0,0,0,0
empty_tensor,,,4.74,4.74,0,0,0,0
aten::fill_,";
",,11.81,20.97,0,1.32,0,0
aclnnInplaceFillScalar,,,9.16,9.16,1.32,1.32,0,0
aten::select,"4,8;
;
",,3.98,7.46,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.48,3.48,0,0,0,0
aten::slice,"8;
;
;
;
",,3.26,5.2,0,0,0,0
aten::as_strided,"8;
;
;
",,1.94,1.94,0,0,0,0
aten::view,";
",,1.81,1.81,0,0,0,0
aten::expand,";
;
",,2.71,5.03,0,0,0,0
aten::as_strided,";
;
;
",,2.32,2.32,0,0,0,0
aten::copy_,"6;
6;
",,15.79,20.85,0,4.08,0,0
aclnnInplaceCopy,,,5.06,5.06,4.08,4.08,0,0
aten::empty,";
;
;
;
;
",,6.12,6.12,0,0,0,0
aten::to,"8;
;
;
;
;
",,3.04,118.64,0,0,0,0
