Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,3932.47,1288,3.053,0.13,17.28,9.935
host,acl,IndexPutV2_Tiling,49.86,4,12.465,11.72,13.34,0.489
host,acl,NonZero_Tiling,3406.24,1664,2.047,0.24,9.09,3.417
host,communication,Notify_Record,15218.07,524,29.042,20.46,87.21,38.712
host,communication,Notify_Wait,9271.59,524,17.694,13.85,66.42,19.712
host,acl,Slice_Tiling,2589.65,512,5.058,2.06,53.45,56.381
host,acl,aclmdlRICaptureGetInfo,1655.58,5504,0.301,0.12,38.89,0.307
host,acl,aclnnAdd,10118.03,1027,9.852,6.25,52.12,7.072
host,acl,aclnnAdds,8661.22,1028,8.425,5.62,14.8,1.551
host,acl,aclnnAny,148.12,11,13.465,8.69,34.23,47.302
host,acl,aclnnArange,3885.92,390,9.964,7.38,24.59,2.662
host,acl,aclnnBitwiseAndTensor,1468.79,68,21.6,9.12,79.26,57.305
host,acl,aclnnBitwiseNot,77.4,9,8.6,7.46,12.71,2.253
host,acl,aclnnCat,7833.47,524,14.949,9,69.11,17.12
host,acl,aclnnClampMin,13,1,13,13,13,0
host,acl,aclnnConstantPadNd,549.22,36,15.256,11,58.94,57.12
host,acl,aclnnCos,35.47,4,8.868,8.52,9.14,0.05
host,acl,aclnnCumsum,33.56,1,33.56,33.56,33.56,0
host,acl,aclnnCumsumGetWorkspaceSize,22.21,1,22.21,22.21,22.21,0
host,acl,aclnnEmbedding,44.36,4,11.09,9.22,15.09,5.441
host,acl,aclnnFlashAttentionScore,4424.91,256,17.285,12.69,201.66,140.454
host,acl,aclnnGeScalar,98.02,8,12.253,9.57,26.86,30.979
host,acl,aclnnIndex,39433,1604,24.584,10.32,167.82,608.55
host,acl,aclnnIndexGetWorkspaceSize,6614.57,128,51.676,42.59,122,86.157
host,acl,aclnnIndexPutImpl,17869.91,516,34.632,22.55,82.72,75.128
host,acl,aclnnIndexPutImplGetWorkspaceSize,15998.74,516,31.005,23.04,54.04,17.772
host,acl,aclnnInplaceCopy,17986.64,2191,8.209,5.28,54.34,6.545
host,acl,aclnnInplaceCopyGetWorkspaceSize,380.42,47,8.094,4.87,18.46,15.971
host,acl,aclnnInplaceFillScalar,129.7,5,25.94,7.54,89.19,1013.507
