Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,48.55,145.29,0,2.48,0,0
empty_tensor,,,18.63,18.63,0,0,0,0
aten::fill_,"4,8;
",,65.18,78.11,0,2.48,0,0
aclnnInplaceFillScalar,,,12.93,12.93,2.48,2.48,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,25.02,79.46,0,1.74,0,0
aten::empty_like,"4,8;
;
;
;
;
",,24.46,37.16,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,9.07,12.7,0,0,0,0
empty_tensor,,,3.63,3.63,0,0,0,0
aten::zero_,"4,8",,14.69,17.28,0,1.74,0,0
aclnnInplaceZero,,,2.59,2.59,1.74,1.74,0,0
aten::empty,";
;
;
;
;
",,10.74,10.74,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.59,80.68,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,9.04,76.09,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.65,8.02,0,0,0,0
empty_tensor,,,2.37,2.37,0,0,0,0
aten::copy_,"6;
6;
",,59.03,59.03,0,0,0,0
aten::lift_fresh,6,,23.08,23.08,0,0,0,0
aten::detach_,6,,1.41,1.41,0,0,0,0
aten::select,"4,8;
;
",,10.13,31.33,0,0,0,0
aten::as_strided,"4,8;
;
;
",,21.2,21.2,0,0,0,0
aten::slice,"8;
;
;
;
",,4.08,5.81,0,0,0,0
aten::as_strided,"8;
;
;
",,1.73,1.73,0,0,0,0
aten::copy_,"6;
6;
",,63.49,70.33,0,0.76,0,0
aclnnInplaceCopy,,,6.84,6.84,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,8.17,33.96,0,1.42025,0,0
aten::empty,";
;
;
;
;
",,3.32,8.68,0,0,0,0
empty_tensor,,,5.36,5.36,0,0,0,0
aten::fill_,";
",,12.28,17.11,0,1.42025,0,0
aclnnInplaceFillScalar,,,4.83,4.83,1.42025,1.42025,0,0
aten::select,"4,8;
;
",,3.11,6.01,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.9,2.9,0,0,0,0
aten::slice,"8;
;
;
;
",,2.84,4.71,0,0,0,0
aten::as_strided,"8;
;
;
",,1.87,1.87,0,0,0,0
aten::view,";
",,4.12,4.12,0,0,0,0
aten::expand,";
;
",,4.34,6.39,0,0,0,0
aten::as_strided,";
;
;
",,2.05,2.05,0,0,0,0
aten::copy_,"6;
6;
",,14.13,18.55,0,4.5,0,0
aclnnInplaceCopy,,,4.42,4.42,4.5,4.5,0,0
aten::empty,";
;
;
;
;
",,4.71,4.71,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.56,62.46,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,4.53,59.9,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.14,7.1,0,0,0,0
empty_tensor,,,1.96,1.96,0,0,0,0
aten::copy_,"8;
8;
",,48.27,48.27,0,0,0,0
aten::lift_fresh,8,,1.01,1.01,0,0,0,0
aten::detach_,8,,0.51,0.51,0,0,0,0
aten::select,"4,8;
;
",,3.86,6.85,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.99,2.99,0,0,0,0
aten::copy_,"8;
8;
",,33.71,39.1,0,0.64,0,0
aclnnInplaceCopy,,,5.39,5.39,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,3.59,23.98,0,1.22,0,0
aten::empty,";
;
;
;
;
",,2.33,6.45,0,0,0,0
empty_tensor,,,4.12,4.12,0,0,0,0
aten::fill_,";
",,9.34,13.94,0,1.22,0,0
aclnnInplaceFillScalar,,,4.6,4.6,1.22,1.22,0,0
aten::select,"4,8;
;
",,2.55,4.92,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.37,2.37,0,0,0,0
aten::view,";
",,2.34,2.34,0,0,0,0
aten::expand,";
;
",,2.11,4.22,0,0,0,0
aten::as_strided,";
;
;
",,2.11,2.11,0,0,0,0
aten::copy_,"8;
8;
",,13.05,17.56,0,3.8,0,0
aclnnInplaceCopy,,,4.51,4.51,3.8,3.8,0,0
aten::empty,";
;
;
;
;
",,4.31,4.31,0,0,0,0
aten::to,"6;
;
;
;
;
",,2.37,48.68,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,4.32,46.31,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.56,7.45,0,0,0,0
empty_tensor,,,1.89,1.89,0,0,0,0
