Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4367.16,1288,3.391,0.12,54.34,14.902
host,acl,IndexPutV2_Tiling,72.09,4,18.023,14.33,21.98,7.34
host,acl,NonZero_Tiling,3610.19,1664,2.17,0.19,43.31,5.109
host,communication,Notify_Record,14688.09,524,28.031,21.43,103.5,44.78
host,communication,Notify_Wait,8336.25,524,15.909,13.3,71.01,11.955
host,acl,Slice_Tiling,2482.33,512,4.848,1.86,60.07,51.044
host,acl,aclmdlRICaptureGetInfo,1613.01,5504,0.293,0.12,23.39,0.142
host,acl,aclnnAdd,9928.33,1027,9.667,5.81,60.07,11.583
host,acl,aclnnAdds,8421.99,1028,8.193,5.3,45.56,4.454
host,acl,aclnnAny,129.03,11,11.73,8.09,18.44,8.408
host,acl,aclnnArange,3864.35,390,9.909,6.81,61.03,11.719
host,acl,aclnnBitwiseAndTensor,1499.88,68,22.057,9.83,64.62,35.911
host,acl,aclnnBitwiseNot,80,9,8.889,6.82,14.63,4.545
host,acl,aclnnCat,7818.96,524,14.922,9.89,44.97,9.648
host,acl,aclnnClampMin,15.15,1,15.15,15.15,15.15,0
host,acl,aclnnConstantPadNd,589.65,36,16.379,11.07,63.05,72.458
host,acl,aclnnCos,35.4,4,8.85,6.37,10.72,2.502
host,acl,aclnnCumsum,27.55,1,27.55,27.55,27.55,0
host,acl,aclnnCumsumGetWorkspaceSize,23.42,1,23.42,23.42,23.42,0
host,acl,aclnnEmbedding,72.38,4,18.095,12.87,30.63,53.083
host,acl,aclnnFlashAttentionScore,4512.03,256,17.625,13.54,81.35,24.584
host,acl,aclnnGeScalar,139.9,8,17.488,9.31,44.93,160.518
host,acl,aclnnIndex,39429.55,1604,24.582,10.37,176.59,586.761
host,acl,aclnnIndexGetWorkspaceSize,6685.73,128,52.232,42.4,133.49,130.942
host,acl,aclnnIndexPutImpl,17212.09,516,33.357,23.54,137.15,64.19
host,acl,aclnnIndexPutImplGetWorkspaceSize,17392.15,516,33.706,23.02,82.63,36.934
host,acl,aclnnInplaceCopy,17164.09,2191,7.834,4.68,69.11,7.272
host,acl,aclnnInplaceCopyGetWorkspaceSize,404.21,47,8.6,4.83,24.48,20.536
host,acl,aclnnInplaceFillScalar,140.35,5,28.07,8.22,88.56,932.027
host,acl,aclnnInplaceMaskedFillScalar,199.66,9,22.184,9.35,49.95,141.41
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,81.84,5,16.368,11.75,20.78,15.195
host,acl,aclnnInplaceOne,532.23,64,8.316,6.54,14.07,1.626
host,acl,aclnnInplaceZero,206.26,21,9.822,5.89,24.57,15.56
host,acl,aclnnLeScalar,19.59,2,9.795,8.01,11.58,3.186
host,acl,aclnnLogicalNot,2096.35,256,8.189,6.11,20.03,1.355
host,acl,aclnnLtScalar,114.83,9,12.759,6.81,27.71,31.48
host,acl,aclnnLtTensor,2066.27,192,10.762,7.59,201,190.778
host,acl,aclnnMatmul,16734.73,1796,9.318,5.5,51.5,4.533
host,acl,aclnnMax,130.22,9,14.469,10.17,20.33,12.303
host,acl,aclnnMaxDim,21.98,1,21.98,21.98,21.98,0
host,acl,aclnnMean,11778.52,1028,11.458,8.34,43.1,3.973
host,acl,aclnnMul,30292.42,3340,9.07,5.24,2629.37,2063.316
host,acl,aclnnNeg,7175.28,512,14.014,11.62,38.05,4.066
host,acl,aclnnNonzero,120582.78,64,1884.106,649.87,26741.22,9935976.568
host,acl,aclnnNonzeroGetWorkspaceSize,1854.35,64,28.974,26.1,58.46,20.578
host,acl,aclnnNonzeroV2,258857.98,768,337.055,62.21,6116.47,281396.354
host,acl,aclnnNonzeroV2GetWorkspaceSize,16473.92,768,21.45,14.08,110.98,53.923
host,acl,aclnnPowTensorScalar,9029.44,1028,8.784,5.11,75.21,10.635
host,acl,aclnnReduceSum,49.97,3,16.657,10.22,28.58,71.233
host,acl,aclnnRsqrt,7363.53,1028,7.163,4.69,46.38,4.16
host,acl,aclnnSWhere,55.05,3,18.35,9.94,33.04,108.654
host,acl,aclnnSilu,2172.2,256,8.485,5.69,55.95,10.544
host,acl,aclnnSin,39.31,4,9.828,8.14,14.26,6.589
host,acl,aclnnSubs,121.34,5,24.268,9.81,63.75,418.253
host,acl,aclnnTril,500.3,64,7.817,6.1,13.38,0.93
host,acl,aclrtCreateEventExWithFlag,2583.68,1304,1.981,0.55,34.82,5.02
host,acl,aclrtCtxSetSysParamOpt,16527.46,36290,0.455,0.17,31.06,0.126
host,acl,aclrtDestroyEvent,1392.71,1241,1.122,0.51,25.27,1.562
host,acl,aclrtFree,35.88,4,8.97,7.92,9.46,0.391
host,acl,aclrtGetCurrentContext,256.93,524,0.49,0.35,2.48,0.015
host,acl,aclrtGetDeviceCount,4.59,2,2.295,1.6,2.99,0.483
host,acl,aclrtGetHardwareSyncAddr,1041.45,2175,0.479,0.26,2.08,0.028
host,acl,aclrtGetResInCurrentThread,1109.99,3058,0.363,0.11,24.04,0.252
host,acl,aclrtGetStreamAttribute,5087.95,19193,0.265,0.17,1.62,0.003
host,acl,aclrtLaunchKernelWithHostArgs,127673.99,24179,5.28,2.08,196.42,5.726
host,acl,aclrtMallocWithCfg,100.13,4,25.033,20.51,33.16,25.333
host,acl,aclrtMemcpy,17474.15,875,19.97,14.07,56.66,20.829
