Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PROFILING_ENABLE,48,5,0.000,1789111646707844.672	,1789111646707844.672	
1,Fill_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,733,2.400,1789111646718228.420	,1789111646718230.820	
1,ZerosLike_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,734,1.660,1789111646718266.081	,1789111646718267.741	
1,N/A,MEMCPY_ASYNC,47,735,0.660,1789111646718845.912	,1789111646718846.572	
1,Fill_279daeaf6b659300647aba3935d90048_high_performance_210000000,AI_VECTOR_CORE,47,736,1.660,1789111646718945.334	,1789111646718946.994	
1,Cast_a9b7af94359fc7c19da07ad0790f065c_high_performance_210000000,AI_VECTOR_CORE,47,737,1.360,1789111646719037.436	,1789111646719038.796	
1,BroadcastTo_c71434db8135ff9089d65053721e3417_high_performance_232000000,AI_VECTOR_CORE,47,738,1.540,1789111646719040.116	,1789111646719041.656	
1,Cast_9fc020fd54590bb5fe6cf6eabcf7b473_high_performance_210000000,AI_VECTOR_CORE,47,739,1.420,1789111646719041.816	,1789111646719043.236	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,740,1.580,1789111646719194.759	,1789111646719196.339	
1,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,741,6.140,1789111646719303.941	,1789111646719310.081	
1,LessEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,742,2.800,1789111646719329.322	,1789111646719332.122	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,743,1.440,1789111646719357.022	,1789111646719358.462	
1,Range_a32d70ed63082227463347a44bd5a08e_high_performance__kernel0,AI_VECTOR_CORE,47,744,9.320,1789111646719525.946	,1789111646719535.266	
1,LogicalNot_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,745,1.360,1789111646719580.727	,1789111646719582.087	
1,N/A,MEMCPY_ASYNC,47,746,0.600,1789111646719673.129	,1789111646719673.729	
1,MaskedFill,AI_CPU,47,747,116.962,1789111646719777.631	,1789111646719894.593	
1,ArgMaxWithValue_65b8831ee054f9f32f9460360bd29bf1_high_performance_4,AI_VECTOR_CORE,47,748,13.960,1789111646719894.633	,1789111646719908.593	
1,Cast_e87590d11ccda8b259ab6b1ea7212319_high_performance_210000000,AI_VECTOR_CORE,47,749,1.420,1789111646719908.633	,1789111646719910.053	
