Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,108.99,4,27.247,16.4,40.23,105.009
host,acl,IndexCheck_Tiling,3934.1,1288,3.054,0.12,15.85,9.616
host,acl,IndexPutV2_Tiling,40.5,4,10.125,7.89,14.48,6.86
host,acl,NonZero_Tiling,3613.01,1664,2.171,0.19,19.1,5.349
host,communication,Notify_Record,13615.42,524,25.984,19.53,79.94,21.975
host,communication,Notify_Wait,7746.74,524,14.784,13.15,39.01,2.946
host,acl,Slice_Tiling,3111.64,512,6.077,1.85,86.97,117.247
host,acl,Transpose_Tiling,366.06,128,2.86,0.26,15.25,6.838
host,acl,aclmdlRICaptureGetInfo,1529.01,5504,0.278,0.11,9.09,0.062
host,acl,aclnnAdd,9312.94,1027,9.068,5.25,20.52,1.735
host,acl,aclnnAdds,8022.91,1028,7.804,5.36,12.19,0.996
host,acl,aclnnAny,129.26,11,11.751,9.51,20.43,9.998
host,acl,aclnnArange,3597.84,390,9.225,6.73,22.42,1.513
host,acl,aclnnBitwiseAndTensor,604.19,68,8.885,7.8,17.19,2.12
host,acl,aclnnBitwiseNot,91.51,9,10.168,7.62,18.56,11.308
host,acl,aclnnCat,7280.61,520,14.001,9.07,33.73,2.937
host,acl,aclnnClampMin,13.2,1,13.2,13.2,13.2,0
host,acl,aclnnConstantPadNd,190.05,12,15.837,12.4,22.04,9.877
host,acl,aclnnCos,41.41,4,10.353,7.3,14.87,9.302
host,acl,aclnnCumsum,31.64,1,31.64,31.64,31.64,0
host,acl,aclnnCumsumGetWorkspaceSize,33.25,1,33.25,33.25,33.25,0
host,acl,aclnnEmbedding,51.94,4,12.985,10.21,18.57,11.371
host,acl,aclnnFlashAttentionScore,4220.8,256,16.488,12.75,56.6,19.379
host,acl,aclnnGeScalar,86.67,8,10.834,9,14.5,3.88
host,acl,aclnnIndex,39984.6,1604,24.928,10.81,212.53,808.23
host,acl,aclnnIndexGetWorkspaceSize,7509.36,128,58.667,53.26,115.22,62.101
host,acl,aclnnIndexPutImpl,16599.17,516,32.169,22.7,195.72,109.151
host,acl,aclnnIndexPutImplGetWorkspaceSize,16139.17,516,31.277,22.77,63.87,22.68
host,acl,aclnnInplaceCopy,16398.9,2161,7.589,4.58,60.91,4.08
host,acl,aclnnInplaceCopyGetWorkspaceSize,260.47,20,13.024,5.79,46.34,74.185
host,acl,aclnnInplaceFillScalar,115.07,2,57.535,25.19,89.88,1046.199
host,acl,aclnnInplaceMaskedFillScalar,189.98,9,21.109,8.67,37.27,92.01
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,80.89,5,16.178,12.74,26.85,28.686
host,acl,aclnnInplaceOne,575.54,67,8.59,6.26,21.77,3.716
host,acl,aclnnInplaceZero,100.11,9,11.123,8.49,24.18,22.441
host,acl,aclnnLeScalar,29.83,2,14.915,12.1,17.73,7.924
host,acl,aclnnLogicalNot,2009.97,256,7.851,6.79,38.37,4.951
host,acl,aclnnLtScalar,96.34,9,10.704,8.62,15.57,5.047
host,acl,aclnnLtTensor,1685.09,192,8.777,7.69,30.39,4.915
host,acl,aclnnMatmul,15317.63,1796,8.529,6.33,22.94,0.857
host,acl,aclnnMax,122.43,9,13.603,11.55,17.56,3.309
host,acl,aclnnMaxDim,24.15,1,24.15,24.15,24.15,0
host,acl,aclnnMean,10995.82,1028,10.696,7.47,26.91,1.61
host,acl,aclnnMul,27373.33,3340,8.196,5.03,128.24,8.189
host,acl,aclnnNeg,6988.51,512,13.649,11.1,74.9,9.421
host,acl,aclnnNonzero,107318.97,64,1676.859,124.21,4118.1,243077.338
host,acl,aclnnNonzeroGetWorkspaceSize,2083.04,64,32.548,27.36,55.89,40.119
host,acl,aclnnNonzeroV2,143648.74,768,187.043,56.92,1491.98,49212.768
host,acl,aclnnNonzeroV2GetWorkspaceSize,14769.81,768,19.232,12.7,47.18,34.274
host,acl,aclnnPowTensorScalar,8469.08,1028,8.238,5.04,23.64,1.501
host,acl,aclnnReduceSum,63.43,3,21.143,12.42,37.01,126.292
host,acl,aclnnRsqrt,7032.36,1028,6.841,4.53,24.3,1.504
host,acl,aclnnSWhere,33.12,3,11.04,9.76,13.29,2.547
host,acl,aclnnSilu,2070.78,256,8.089,6.89,13.31,0.344
host,acl,aclnnSin,37.76,4,9.44,7.49,13.03,4.66
host,acl,aclnnSubs,57.07,5,11.414,8.3,15.34,8.045
host,acl,aclnnTril,515.54,64,8.055,6.72,9.94,0.193
host,acl,aclrtCreateEventExWithFlag,2482.34,1304,1.904,0.55,19.6,1.505
host,acl,aclrtCtxSetSysParamOpt,16891.26,36150,0.467,0.17,602.25,10.093
host,acl,aclrtDestroyEvent,1597.95,1419,1.126,0.49,12.92,0.368
host,acl,aclrtFree,28.67,4,7.168,5.94,8.73,1.282
host,acl,aclrtGetCurrentContext,231.71,524,0.442,0.31,1.06,0.004
host,acl,aclrtGetDeviceCount,5.96,2,2.98,1.3,4.66,2.822
host,acl,aclrtGetHardwareSyncAddr,984.06,2151,0.457,0.24,13.56,0.104
host,acl,aclrtGetResInCurrentThread,1133.32,3004,0.377,0.1,3.29,0.098
host,acl,aclrtGetStreamAttribute,4738.93,19123,0.248,0.16,15.95,0.022
host,acl,aclrtLaunchKernelWithHostArgs,124458.47,24110,5.162,2.06,123.56,3.094
host,acl,aclrtMallocWithCfg,66.11,4,16.528,13.86,18.21,2.637
host,acl,aclrtMemcpy,15736.85,857,18.363,13.4,81.28,19.986
host,acl,aclrtMemcpyAsync,155.21,20,7.761,4.55,15.32,8.221
host,acl,aclrtQueryEventStatus,276.63,639,0.433,0.24,1.84,0.017
host,acl,aclrtRecordEvent,11463.47,1828,6.271,2.9,21.46,4.362
host,acl,aclrtRecordNotify,5232.41,1048,4.993,3.92,8.85,0.598
host,acl,aclrtStreamGetId,378.7,1048,0.361,0.2,0.74,0.012
host,acl,aclrtStreamWaitEvent,7088.77,1304,5.436,4.14,22.01,1.431
host,acl,aclrtSynchronizeDeviceWithTimeout,852.16,6,142.027,14.35,329.22,10122.544
host,acl,aclrtSynchronizeStream,202182.85,833,242.717,6.51,4046.57,215306.005
host,acl,aclrtSynchronizeStreamWithTimeout,7163.51,856,8.369,1.55,2047.04,9984.493
host,acl,aclrtWaitAndResetNotify,5571.91,1572,3.544,1.11,11.54,2.99
host,acl,hcom_allGather_,603.21,4,150.802,131.16,159.66,136.407
host,acl,hcom_allReduce_,75249.23,516,145.832,112.72,304.21,481.57
host,acl,hcom_broadcast_,664.61,4,166.153,152.78,175.71,82.469
host,node,launch,453765.71,24634,18.42,2.49,4080.7,10042.545
