Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4458.49,1288,3.462,0.13,78.06,18.77
host,acl,IndexPutV2_Tiling,56.62,4,14.155,10.19,20.28,17.66
host,acl,NonZero_Tiling,3913.66,1664,2.352,0.19,18.44,6.38
host,communication,Notify_Record,14591.6,557,26.197,18.97,79.37,25.276
host,communication,Notify_Wait,8864.48,557,15.915,12.54,48.15,12.085
host,acl,Slice_Tiling,2813.1,512,5.494,1.84,48.89,76.236
host,acl,aclmdlRICaptureGetInfo,1829.29,5850,0.313,0.12,31.51,0.219
host,acl,aclnnAdd,10170.6,1027,9.903,6.2,77.18,10.757
host,acl,aclnnAdds,8998,1028,8.753,5.45,54.4,6.861
host,acl,aclnnAny,208.63,19,10.981,7.92,18.87,7.365
host,acl,aclnnArange,3906.03,386,10.119,7.62,45.52,4.913
host,acl,aclnnBitwiseAndTensor,1544.56,68,22.714,9.81,71.23,47.956
host,acl,aclnnBitwiseNot,86.45,9,9.606,6.29,13.42,3.777
host,acl,aclnnCat,7862.07,520,15.119,10.44,46.28,5.044
host,acl,aclnnClampMin,10.42,1,10.42,10.42,10.42,0
host,acl,aclnnConstantPadNd,568.56,36,15.793,11.94,42.32,24.522
host,acl,aclnnCos,60.24,4,15.06,7.73,31.77,94.921
host,acl,aclnnCumsum,29.74,1,29.74,29.74,29.74,0
host,acl,aclnnCumsumGetWorkspaceSize,23.7,1,23.7,23.7,23.7,0
host,acl,aclnnEmbedding,62.69,4,15.673,9.75,31.83,87.446
host,acl,aclnnFlashAttentionScore,4430.47,256,17.307,12.4,78.2,20.287
host,acl,aclnnGeScalar,144.57,12,12.048,9.19,27.41,23.425
host,acl,aclnnIndex,40813.41,1609,25.366,10.16,333.91,721.529
host,acl,aclnnIndexGetWorkspaceSize,6929.54,128,54.137,41.77,178.85,197.298
host,acl,aclnnIndexPutImpl,17451.15,516,33.82,22.46,109.73,41.861
host,acl,aclnnIndexPutImplGetWorkspaceSize,17173.31,516,33.282,22.64,115.15,49.954
host,acl,aclnnInplaceCopy,18613.76,2190,8.499,4.63,46.58,6.735
host,acl,aclnnInplaceCopyGetWorkspaceSize,412.21,47,8.77,4.65,41.43,39.719
host,acl,aclnnInplaceFillScalar,104.1,5,20.82,8.9,60.08,391.22
host,acl,aclnnInplaceMaskedFillScalar,150.46,9,16.718,9.08,31.68,45.561
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,88.34,5,17.668,11.83,28.95,34.534
host,acl,aclnnInplaceOne,717.56,68,10.552,6.82,53.52,58.601
host,acl,aclnnInplaceZero,343.71,25,13.748,2.12,48.4,91.431
host,acl,aclnnLeScalar,25.36,2,12.68,8.71,16.65,15.761
host,acl,aclnnLogicalNot,2176.81,256,8.503,6.33,15.28,1.04
host,acl,aclnnLtScalar,130.99,13,10.076,7.05,13.42,2.98
host,acl,aclnnLtTensor,1937.79,192,10.093,7.52,16.44,0.933
host,acl,aclnnMatmul,17784.59,1796,9.902,5.53,70.05,7.509
host,acl,aclnnMax,121.03,9,13.448,8.69,17.38,8.767
host,acl,aclnnMaxDim,21.52,1,21.52,21.52,21.52,0
host,acl,aclnnMean,12086.48,1028,11.757,7.19,46.86,5.121
host,acl,aclnnMul,28821.79,3340,8.629,5.4,54.8,5.691
host,acl,aclnnNeg,7600.23,512,14.844,11.43,66.1,10.464
host,acl,aclnnNonzero,33842.08,64,528.783,88.73,2663.71,312717.466
host,acl,aclnnNonzeroGetWorkspaceSize,1973.65,64,30.838,25.79,72.65,77.807
host,acl,aclnnNonzeroV2,280629.67,768,365.403,64.82,4141.04,320097.251
host,acl,aclnnNonzeroV2GetWorkspaceSize,16157.33,768,21.038,13.79,62,43.763
host,acl,aclnnPowTensorScalar,9173.77,1028,8.924,5.16,40.27,3.329
host,acl,aclnnReduceSum,33.88,2,16.94,10.21,23.67,45.293
host,acl,aclnnRsqrt,7754.42,1028,7.543,4.77,37.62,2.714
host,acl,aclnnSWhere,87.63,3,29.21,10.83,65.64,663.591
host,acl,aclnnSilu,2375.43,256,9.279,6.16,66.08,25.535
host,acl,aclnnSin,44.48,4,11.12,10.4,12.8,0.959
host,acl,aclnnSubs,68.49,5,13.698,7.47,26.83,48.901
host,acl,aclnnTril,564.64,64,8.823,5.59,54.81,43.197
host,acl,aclnnUnique2,970.87,4,242.718,223.12,262.65,301.936
host,acl,aclnnUnique2GetWorkspaceSize,81.27,4,20.318,18.61,22.88,3.089
host,acl,aclrtCreateEventExWithFlag,2683.32,1370,1.959,0.58,41.36,4.3
host,acl,aclrtCtxSetSysParamOpt,16645.16,36336,0.458,0.17,146.11,0.72
host,acl,aclrtDestroyEvent,1292.75,1381,0.936,0.43,10.98,0.3
host,acl,aclrtFree,108,20,5.4,3.6,10.99,4.361
host,acl,aclrtGetCurrentContext,256.72,557,0.461,0.32,0.86,0.005
host,acl,aclrtGetDeviceCount,6.27,2,3.135,1.5,4.77,2.673
