Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,33.24,50.62,0,0,0,0
empty_tensor,,,17.38,17.38,0,0,0,0
c10d::barrier,"1;
;
;
;
",,76.29,160.7,0,14291.385250000001,0,0
aten::ones,";
;
;
;
",,50.74,68.9,0,1.32,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
aclnnInplaceOne,,,12.59,12.59,1.32,1.32,0,0
record_event,,,3.92,3.92,0.02,0.02,0,0
wait_event,,,2.17,2.17,7.3,7.3,0,0
HcclAllreduce,1,,3.13,4.29,0,14282.70525,0,0
HcclAllreduce,,,1.16,1.16,14282.70525,14282.70525,0,0
record_event,,,3.16,3.16,0.02,0.02,0,0
record_event,,,1.97,1.97,0.02,0.02,0,0
wait_event,,,2.43,2.43,13549.27075,13549.27075,0,0
destroy_event,,,8.34,8.34,0,0,0,0
aten::empty,";
;
;
;
;
",,8.34,8.34,0,0,0,0
aten::to,"3;
;
;
;
;
",,5.74,163.73,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,14.39,157.99,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,42.33,46.66,0,0,0,0
empty_tensor,,,4.33,4.33,0,0,0,0
aten::copy_,"3;
3;
",,96.94,96.94,0,0,0,0
aten::lift_fresh,3,,48.35,48.35,0,0,0,0
aten::detach_,3,,1.04,1.04,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,33.8,55.45,0,846.43625,0,0
record_event,,,7.33,7.33,0.02,0.02,0,0
wait_event,,,5.03,5.03,3.64,3.64,0,0
HcclBroadcast,3,,2.26,3.54,0,842.7362499999999,0,0
HcclBroadcast,,,1.28,1.28,842.7362499999999,842.7362499999999,0,0
record_event,,,3.59,3.59,0.02,0.02,0,0
record_event,,,2.16,2.16,0.02,0.02,0,0
wait_event,,,2.18,2.18,472.6095,472.6095,0,0
destroy_event,,,1.46,1.46,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,3.85,807.44,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,5.25,803.59,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.12,6.12,0,0,0,0
