Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
1,0,92505.63499999998,28017.011999999995,0.0,28017.011999999995,145758.61299999806,266281.25,0,28017.011999999995,2174.0
1,1,54029.04499999992,29429.132,0.0,29429.132,249542.77599999684,333000.75,0,29429.132,553.0
1,2,53428.53299999989,34794.99199999999,0.0,34794.99199999999,222032.51399999578,310256.0,0,34794.99199999999,402.75
1,3,53700.272000000004,21503.692000000003,0.0,21503.692000000003,233417.56199999744,308621.5,0,21503.692000000003,451.5
