Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,87.62,4,21.905,17.04,26.21,12.66
host,acl,IndexCheck_Tiling,4199.66,1288,3.261,0.15,31.87,12.372
host,acl,IndexPutV2_Tiling,50.3,4,12.575,8.91,17.39,9.325
host,acl,NonZero_Tiling,3990.48,1664,2.398,0.19,31.65,7.695
host,communication,Notify_Record,12723.77,524,24.282,18.96,62.54,17.521
host,communication,Notify_Wait,7553.86,524,14.416,11.95,77.06,11.369
host,acl,Slice_Tiling,2659.39,512,5.194,1.96,56.56,61.65
host,acl,aclmdlRICaptureGetInfo,1494.06,5504,0.271,0.13,3.79,0.037
host,acl,aclnnAdd,9120.34,1027,8.881,5.83,75.59,9.364
host,acl,aclnnAdds,7784.12,1028,7.572,5.28,43.94,3.13
host,acl,aclnnAny,161.98,11,14.725,7.82,41.94,115.47
host,acl,aclnnArange,3530.83,390,9.053,6.14,32.12,2.734
host,acl,aclnnBitwiseAndTensor,626.64,68,9.215,7.43,48.13,23.498
host,acl,aclnnBitwiseNot,94.23,9,10.47,6.63,27.98,41.128
host,acl,aclnnCat,5964.52,520,11.47,5.78,58.2,13.674
host,acl,aclnnClampMin,15.11,1,15.11,15.11,15.11,0
host,acl,aclnnConstantPadNd,475.39,36,13.205,10.44,23.29,5.544
host,acl,aclnnCos,32.43,4,8.108,6.54,10.95,2.841
host,acl,aclnnCumsum,27.15,1,27.15,27.15,27.15,0
host,acl,aclnnCumsumGetWorkspaceSize,29.94,1,29.94,29.94,29.94,0
host,acl,aclnnEmbedding,65.39,4,16.348,8.87,31.8,87.235
host,acl,aclnnFlashAttentionScore,4141.26,256,16.177,12.28,146.69,112.499
host,acl,aclnnGeScalar,102.49,8,12.811,8.52,32.42,56.126
host,acl,aclnnIndex,35617.12,1604,22.205,9.37,181.21,669.254
host,acl,aclnnIndexGetWorkspaceSize,6682.24,128,52.205,42.54,130.18,105.986
host,acl,aclnnIndexPutImpl,15846.57,516,30.71,23.78,149.81,76.448
host,acl,aclnnIndexPutImplGetWorkspaceSize,16449.96,516,31.88,22.24,100.88,43.527
host,acl,aclnnInplaceCopy,16373.98,2185,7.494,4.63,99.29,9.038
host,acl,aclnnInplaceCopyGetWorkspaceSize,366.36,45,8.141,4.65,25.98,20.944
host,acl,aclnnInplaceFillScalar,158.31,2,79.155,20,138.31,3499.314
host,acl,aclnnInplaceMaskedFillScalar,152.11,9,16.901,6.88,41.51,97.84
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,77.33,5,15.466,11.18,22.35,13.708
host,acl,aclnnInplaceOne,512.32,67,7.647,5.59,12.78,1.731
host,acl,aclnnInplaceZero,148.39,9,16.488,8.33,50.6,214.335
host,acl,aclnnLeScalar,22.55,2,11.275,7.84,14.71,11.799
host,acl,aclnnLogicalNot,1897.88,256,7.414,5.58,11.83,0.394
host,acl,aclnnLtScalar,111.54,9,12.393,6.55,30.3,49.741
host,acl,aclnnLtTensor,1596.24,192,8.314,6.3,34.06,4.579
host,acl,aclnnMatmul,15240.19,1796,8.486,6.02,43.96,3.141
host,acl,aclnnMax,137.32,9,15.258,9.98,44.97,112.415
host,acl,aclnnMaxDim,23.5,1,23.5,23.5,23.5,0
host,acl,aclnnMean,10642.99,1028,10.353,7.36,21.8,1.37
host,acl,aclnnMul,25925.77,3340,7.762,5.15,54.08,7.272
host,acl,aclnnNeg,5651.12,512,11.037,6.35,59.41,13.97
host,acl,aclnnNonzero,41798.36,64,653.099,95.49,5706.01,501659.418
host,acl,aclnnNonzeroGetWorkspaceSize,1725.44,64,26.96,23.73,54.49,16.737
host,acl,aclnnNonzeroV2,136019.27,768,177.108,58.77,4429.4,90439.067
host,acl,aclnnNonzeroV2GetWorkspaceSize,15795.32,768,20.567,13.06,92.83,53.068
host,acl,aclnnPowTensorScalar,8295.75,1028,8.07,4.99,50.08,4.775
host,acl,aclnnReduceSum,48.85,3,16.283,10.11,28.01,68.821
host,acl,aclnnRsqrt,6568.41,1028,6.39,4.43,55.15,3.389
host,acl,aclnnSWhere,50.77,3,16.923,8.79,26.77,55.348
host,acl,aclnnSilu,1935.14,256,7.559,5.7,54.35,9.445
host,acl,aclnnSin,33.98,4,8.495,6.75,11.78,3.759
host,acl,aclnnSubs,100.63,5,20.126,8.35,63.05,462.575
host,acl,aclnnTril,464.65,64,7.26,5.58,13.42,1.336
host,acl,aclrtCreateEventExWithFlag,2372.15,1304,1.819,0.56,46.61,2.4
host,acl,aclrtCtxSetSysParamOpt,17681.94,36246,0.488,0.18,1646.03,74.956
host,acl,aclrtDestroyEvent,1837.15,1431,1.284,0.29,190.37,27.722
host,acl,aclrtFree,33.76,4,8.44,7.54,10.34,1.237
host,acl,aclrtGetCurrentContext,224.89,524,0.429,0.31,0.9,0.005
host,acl,aclrtGetDeviceCount,7.09,2,3.545,3.28,3.81,0.07
host,acl,aclrtGetHardwareSyncAddr,989.3,2175,0.455,0.24,1.47,0.024
host,acl,aclrtGetResInCurrentThread,1175.8,3054,0.385,0.11,4.43,0.098
host,acl,aclrtGetStreamAttribute,4954.9,19171,0.258,0.18,2.69,0.002
host,acl,aclrtLaunchKernelWithHostArgs,114071.78,23197,4.918,2.09,113.14,4.951
host,acl,aclrtMallocWithCfg,86.92,4,21.73,18.38,24.43,4.803
host,acl,aclrtMemcpy,16864.17,857,19.678,13.49,53.33,23.049
host,acl,aclrtMemcpyAsync,263.1,45,5.847,2.81,15.35,8.497
host,acl,aclrtQueryEventStatus,309.96,651,0.476,0.26,3.19,0.028
host,acl,aclrtRecordEvent,11129.66,1828,6.088,2.82,34.28,4.989
host,acl,aclrtRecordNotify,5353.98,1048,5.109,3.75,43.48,4.511
host,acl,aclrtStreamGetId,385.39,1048,0.368,0.2,0.73,0.009
host,acl,aclrtStreamWaitEvent,6828.7,1304,5.237,4.08,41.34,3.903
host,acl,aclrtSynchronizeDeviceWithTimeout,1530.37,6,255.062,23.69,806.42,77623.403
host,acl,aclrtSynchronizeStream,128843.42,833,154.674,8.33,5588.81,133621.96
host,acl,aclrtSynchronizeStreamWithTimeout,7204.65,856,8.417,1.51,1612.01,7147.189
host,acl,aclrtWaitAndResetNotify,5482.33,1572,3.487,1.09,10.44,2.732
host,acl,hcom_allGather_,593.38,4,148.345,127.77,160.37,151.441
host,acl,hcom_allReduce_,70047.52,516,135.751,103.93,269.98,558.614
host,acl,hcom_broadcast_,735.12,4,183.78,164.95,213,351.247
host,node,launch,365118.55,23721,15.392,2.56,5637.35,6187.392
