Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
6,allreduceAicpuKernel,AI_CPU,516,107027.459,163.863,207.418,1207.364,29.47
6,IndexPut,AI_CPU,512,79062.081,134.323,154.418,236.725,21.77
6,MatMulV2,AI_CORE,1796,40415.468,9.58,22.503,166.523,11.128
6,Index,AI_CPU,128,25743.753,169.484,201.123,414.849,7.089
6,Mul,AI_VECTOR_CORE,3340,16740.556,1.36,5.012,13.541,4.61
6,Index,AI_VECTOR_CORE,1476,12765.68,6.74,8.649,17.76,3.515
6,MemSet,AI_VECTOR_CORE,868,8316.883,5.4,9.582,25.541,2.29
6,Pows,AI_VECTOR_CORE,1028,8302.613,1.6,8.076,16.881,2.286
6,FlashAttentionScore,MIX_AIC,256,7880.896,27.161,30.785,40.761,2.17
6,ReduceMean,MIX_AIV,1028,7875.852,1.8,7.661,16.92,2.169
6,Slice,AI_VECTOR_CORE,2176,7791.974,1.34,3.581,6.92,2.146
6,Cast,AI_VECTOR_CORE,2212,7398.814,1.08,3.345,13.26,2.037
6,IndexCheck,AI_VECTOR_CORE,2120,7352.465,2.18,3.468,12.461,2.025
6,Add,AI_VECTOR_CORE,2055,5418.347,1.16,2.637,11.86,1.492
6,NonZero,MIX_AIV,832,4135.246,4.4,4.97,8.92,1.139
6,Range,AI_VECTOR_CORE,390,3228.465,5.58,8.278,14.84,0.889
6,Transpose,AI_VECTOR_CORE,128,2460.287,15.28,19.221,25.461,0.677
6,ConcatD,AI_VECTOR_CORE,524,2219.707,3.88,4.236,15.8,0.611
6,Less,AI_VECTOR_CORE,201,1580.414,2.2,7.863,10.38,0.435
6,Rsqrt,AI_VECTOR_CORE,1028,1278.525,1,1.244,1.88,0.352
6,Swish,AI_VECTOR_CORE,256,1141.861,2.78,4.46,10.7,0.314
6,Neg,AI_VECTOR_CORE,512,916.235,1.08,1.79,4.56,0.252
6,allgatherAicpuKernel,AI_CPU,4,762.455,170.903,190.614,205.184,0.21
6,broadcastAicpuKernel,AI_CPU,4,631.553,139.203,157.888,196.044,0.174
6,AsStrided,AI_VECTOR_CORE,128,620.295,4.38,4.846,6.28,0.171
6,PadV3,MIX_AIV,36,448.029,9.2,12.445,29.341,0.123
6,LogicalNot,AI_VECTOR_CORE,265,378.828,1.18,1.43,1.92,0.104
6,MaskedFill,AI_CPU,5,367.428,50.781,73.486,88.262,0.101
6,LogicalAnd,AI_VECTOR_CORE,68,210.763,1.4,3.099,4.16,0.058
6,Tril,AI_VECTOR_CORE,64,162.883,2.14,2.545,3.02,0.045
6,BroadcastTo,AI_VECTOR_CORE,69,120.544,1.36,1.747,2.14,0.033
6,OnesLike,AI_VECTOR_CORE,64,104.503,1.46,1.633,1.92,0.029
6,Cumsum,AI_CPU,1,55.901,55.901,55.901,55.901,0.015
6,MaskedFill,AI_VECTOR_CORE,4,55.121,12.28,13.78,14.761,0.015
6,ZerosLike,AI_VECTOR_CORE,21,32.781,1.36,1.561,2.02,0.009
6,ReduceAny,MIX_AIV,11,27.661,1.98,2.515,3.24,0.008
6,ReduceMax,MIX_AIV,9,21.781,2.02,2.42,2.58,0.006
6,GreaterEqual,AI_VECTOR_CORE,8,21.401,2.26,2.675,3.32,0.006
6,GatherV2,AI_VECTOR_CORE,4,16.901,2.8,4.225,8.26,0.005
6,Sub,AI_VECTOR_CORE,5,13.741,2.26,2.748,3.08,0.004
6,IndexPutV2,AI_VECTOR_CORE,4,11.32,2.64,2.83,2.92,0.003
6,Sin,AI_VECTOR_CORE,4,9.92,2.26,2.48,2.94,0.003
6,Cos,AI_VECTOR_CORE,4,9.68,2.22,2.42,2.9,0.003
6,ReduceSum,MIX_AIV,3,8.321,2.48,2.774,2.94,0.002
6,Fill,AI_VECTOR_CORE,5,8.1,1.3,1.62,2.42,0.002
6,SelectV2,AI_VECTOR_CORE,3,6.14,1.98,2.047,2.12,0.002
6,LessEqual,AI_VECTOR_CORE,2,5.24,2.46,2.62,2.78,0.001
6,ClipByValueV2,AI_VECTOR_CORE,1,4.4,4.4,4.4,4.4,0.001
6,ArgMaxWithValue,AI_VECTOR_CORE,1,2.86,2.86,2.86,2.86,0.001
