Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,32.29,139.84,0,2.42,0,0
empty_tensor,,,32.74,32.74,0,0,0,0
aten::fill_,"4,8;
",,58.04,74.81,0,2.42,0,0
aclnnInplaceFillScalar,,,16.77,16.77,2.42,2.42,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,9.43,59.66,0,1.7,0,0
aten::empty_like,"4,8;
;
;
;
;
",,12.94,31.52,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,13.43,18.58,0,0,0,0
empty_tensor,,,5.15,5.15,0,0,0,0
aten::zero_,"4,8",,16.37,18.71,0,1.7,0,0
aclnnInplaceZero,,,2.34,2.34,1.7,1.7,0,0
aten::empty,";
;
;
;
;
",,11.29,11.29,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.51,214.05,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,10.8,210.54,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.87,10.45,0,0,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aten::copy_,"6;
6;
",,189.29,189.29,0,0,0,0
aten::lift_fresh,6,,3.25,3.25,0,0,0,0
aten::detach_,6,,0.93,0.93,0,0,0,0
aten::select,"4,8;
;
",,8.19,15.96,0,0,0,0
aten::as_strided,"4,8;
;
;
",,7.77,7.77,0,0,0,0
aten::slice,"8;
;
;
;
",,3.94,5.79,0,0,0,0
aten::as_strided,"8;
;
;
",,1.85,1.85,0,0,0,0
aten::copy_,"6;
6;
",,81.53,89.16,0,0.76,0,0
aclnnInplaceCopy,,,7.63,7.63,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,7.24,36.58,0,1.64,0,0
aten::empty,";
;
;
;
;
",,3.95,11.61,0,0,0,0
empty_tensor,,,7.66,7.66,0,0,0,0
aten::fill_,";
",,13.24,17.73,0,1.64,0,0
aclnnInplaceFillScalar,,,4.49,4.49,1.64,1.64,0,0
aten::select,"4,8;
;
",,3.89,6.8,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.91,2.91,0,0,0,0
aten::slice,"8;
;
;
;
",,2.68,5.03,0,0,0,0
aten::as_strided,"8;
;
;
",,2.35,2.35,0,0,0,0
aten::view,";
",,4.14,4.14,0,0,0,0
aten::expand,";
;
",,3.78,5.94,0,0,0,0
aten::as_strided,";
;
;
",,2.16,2.16,0,0,0,0
aten::copy_,"6;
6;
",,17.91,22.69,0,4.22025,0,0
aclnnInplaceCopy,,,4.78,4.78,4.22025,4.22025,0,0
aten::empty,";
;
;
;
;
",,4.95,4.95,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.57,117.22,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,5.41,114.65,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.4,9.14,0,0,0,0
empty_tensor,,,2.74,2.74,0,0,0,0
aten::copy_,"8;
8;
",,100.1,100.1,0,0,0,0
aten::lift_fresh,8,,1.42,1.42,0,0,0,0
aten::detach_,8,,0.61,0.61,0,0,0,0
aten::select,"4,8;
;
",,4.7,7.73,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.03,3.03,0,0,0,0
aten::copy_,"8;
8;
",,37.83,44.05,0,0.64025,0,0
aclnnInplaceCopy,,,6.22,6.22,0.64025,0.64025,0,0
aten::scalar_tensor,";
;
;
;
",,3.92,26.05,0,1.42,0,0
aten::empty,";
;
;
;
;
",,2.74,7.23,0,0,0,0
empty_tensor,,,4.49,4.49,0,0,0,0
aten::fill_,";
",,10.52,14.9,0,1.42,0,0
aclnnInplaceFillScalar,,,4.38,4.38,1.42,1.42,0,0
aten::select,"4,8;
;
",,3.06,6.23,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.17,3.17,0,0,0,0
aten::view,";
",,2.5,2.5,0,0,0,0
aten::expand,";
;
",,2.85,4.48,0,0,0,0
aten::as_strided,";
;
;
",,1.63,1.63,0,0,0,0
aten::copy_,"8;
8;
",,14.18,18.5,0,3.88,0,0
aclnnInplaceCopy,,,4.32,4.32,3.88,3.88,0,0
aten::empty,";
;
;
;
;
",,4.35,4.35,0,0,0,0
aten::to,"6;
;
;
;
;
",,2.41,54.63,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,4.78,52.22,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.91,8.52,0,0,0,0
empty_tensor,,,2.61,2.61,0,0,0,0
aten::copy_,"6;
6;
",,38.92,38.92,0,0,0,0
aten::lift_fresh,6,,1.01,1.01,0,0,0,0
aten::detach_,6,,0.83,0.83,0,0,0,0
aten::select,"4,8;
;
",,2.99,6.62,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.63,3.63,0,0,0,0
aten::slice,"8;
;
;
;
",,3.16,5.13,0,0,0,0
aten::as_strided,"8;
;
;
",,1.97,1.97,0,0,0,0
aten::copy_,"6;
6;
",,32.27,37.76,0,0.76,0,0
aclnnInplaceCopy,,,5.49,5.49,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,3.81,26.27,0,1.3,0,0
aten::empty,";
;
;
;
;
",,2.89,7.33,0,0,0,0
empty_tensor,,,4.44,4.44,0,0,0,0
