Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,allreduceAicpuKernel,AI_CPU,516,104563.38,164.92,202.642,451.04,29.138
0,IndexPut,AI_CPU,512,78610.8,124.78,153.536,234.1,21.906
0,MatMulV2,AI_CORE,1796,40363.12,9.62,22.473,167.68,11.248
0,Index,AI_CPU,128,25260.32,164.9,197.346,373.18,7.039
0,Mul,AI_VECTOR_CORE,3340,16738.56,1.36,5.011,13.64,4.664
0,Index,AI_VECTOR_CORE,1476,12527.3,6.74,8.487,17.68,3.491
0,Pows,AI_VECTOR_CORE,1028,8299.76,1.62,8.073,16.8,2.313
0,MemSet,AI_VECTOR_CORE,868,8253.14,5.38,9.508,25.34,2.3
0,FlashAttentionScore,MIX_AIC,256,7873.9,26.98,30.757,41.42,2.194
0,Slice,AI_VECTOR_CORE,2176,7718.02,1.32,3.546,7.02,2.151
0,ReduceMean,MIX_AIV,1028,7539.9,1.72,7.334,14.28,2.101
0,Cast,AI_VECTOR_CORE,2228,7418.2,1.06,3.329,14.56,2.067
0,IndexCheck,AI_VECTOR_CORE,2120,7343.44,2.14,3.463,11.38,2.046
0,Add,AI_VECTOR_CORE,2055,5420.72,1.14,2.637,12.02,1.511
0,NonZero,MIX_AIV,832,4138.08,4.4,4.973,8.64,1.153
0,Range,AI_VECTOR_CORE,390,2901.54,4.96,7.439,12.34,0.809
0,Transpose,AI_VECTOR_CORE,128,2412.02,14.56,18.843,24.34,0.672
0,ConcatD,AI_VECTOR_CORE,524,2222.76,3.86,4.241,24.1,0.619
0,Less,AI_VECTOR_CORE,201,1584.14,2.2,7.881,10.3,0.441
0,Rsqrt,AI_VECTOR_CORE,1028,1280.82,0.98,1.245,1.86,0.357
0,Swish,AI_VECTOR_CORE,256,1137.56,2.76,4.443,10.86,0.317
0,Neg,AI_VECTOR_CORE,512,902.98,1.08,1.763,4.28,0.252
0,allgatherAicpuKernel,AI_CPU,4,782.14,179.24,195.535,212.58,0.218
0,AsStrided,AI_VECTOR_CORE,128,620.72,4.34,4.849,6.16,0.173
0,broadcastAicpuKernel,AI_CPU,4,590.18,139.92,147.545,165.9,0.164
0,MaskedFill,AI_CPU,5,418.68,64.66,83.736,106.02,0.117
0,LogicalNot,AI_VECTOR_CORE,265,372.1,1.14,1.404,1.88,0.104
0,PadV3,MIX_AIV,36,364.64,8.24,10.128,17.96,0.102
0,ArgMaxV2,AI_VECTOR_CORE,16,307.86,18.92,19.241,19.82,0.086
0,LogicalAnd,AI_VECTOR_CORE,68,208.4,1.4,3.064,4.2,0.058
0,Tril,AI_VECTOR_CORE,64,162.92,2.08,2.545,3.26,0.045
0,BroadcastTo,AI_VECTOR_CORE,69,118.7,1.36,1.72,2.28,0.033
0,OnesLike,AI_VECTOR_CORE,64,103.54,1.46,1.617,1.92,0.029
0,Cumsum,AI_CPU,1,62,62,62,62,0.017
0,MaskedFill,AI_VECTOR_CORE,4,55.16,12,13.79,15.1,0.015
0,ReduceAny,MIX_AIV,11,26.78,2,2.434,3.2,0.007
0,ReduceMax,MIX_AIV,9,21.82,2.28,2.424,2.76,0.006
0,GreaterEqual,AI_VECTOR_CORE,8,21.46,2.28,2.682,3.32,0.006
0,GatherV2,AI_VECTOR_CORE,4,17.34,2.84,4.335,8.36,0.005
0,Sub,AI_VECTOR_CORE,5,13.62,2.18,2.724,3.04,0.004
0,IndexPutV2,AI_VECTOR_CORE,4,10.98,2.64,2.745,2.82,0.003
0,Cos,AI_VECTOR_CORE,4,10.32,2.28,2.58,3.34,0.003
0,Sin,AI_VECTOR_CORE,4,9.96,2.32,2.49,2.98,0.003
0,ZerosLike,AI_VECTOR_CORE,5,9.28,1.66,1.856,2,0.003
0,ReduceSum,MIX_AIV,3,8.02,2.56,2.673,2.74,0.002
0,Fill,AI_VECTOR_CORE,5,7.5,1.18,1.5,2.18,0.002
0,SelectV2,AI_VECTOR_CORE,3,6.18,1.96,2.06,2.16,0.002
0,LessEqual,AI_VECTOR_CORE,2,5.5,2.44,2.75,3.06,0.002
0,ClipByValueV2,AI_VECTOR_CORE,1,4.64,4.64,4.64,4.64,0.001
0,ArgMaxWithValue,AI_VECTOR_CORE,1,2.84,2.84,2.84,2.84,0.001
