Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4243.05,1288,3.294,0.15,24.87,11.582
host,acl,IndexPutV2_Tiling,53.45,4,13.363,10.42,21.86,24.086
host,acl,NonZero_Tiling,3531.17,1664,2.122,0.17,14.46,4.093
host,communication,Notify_Record,12900.88,524,24.62,19.86,82.83,20.831
host,communication,Notify_Wait,8250.65,524,15.746,13.09,65.15,13.814
host,acl,Slice_Tiling,2433.29,512,4.753,2.05,55.55,41.967
host,acl,aclmdlRICaptureGetInfo,1572.65,5504,0.286,0.13,1.2,0.04
host,acl,aclnnAdd,9140.37,1027,8.9,5.9,49.1,5.075
host,acl,aclnnAdds,8042.26,1028,7.823,5.27,56.19,6.859
host,acl,aclnnAny,145.29,11,13.208,7.63,48.71,128.152
host,acl,aclnnArange,3569.61,390,9.153,6.67,57.88,7.208
host,acl,aclnnArgMax,266.42,16,16.651,13.43,35.43,25.999
host,acl,aclnnBitwiseAndTensor,1446.6,68,21.274,9.17,48.44,20.859
host,acl,aclnnBitwiseNot,85.78,9,9.531,6.36,17.4,8.63
host,acl,aclnnCat,7299.68,524,13.931,8.2,75.11,8.889
host,acl,aclnnClampMin,11.93,1,11.93,11.93,11.93,0
host,acl,aclnnConstantPadNd,523.6,36,14.544,11.36,20.4,3.845
host,acl,aclnnCos,40.54,4,10.135,8.16,12.02,2.269
host,acl,aclnnCumsum,21.16,1,21.16,21.16,21.16,0
host,acl,aclnnCumsumGetWorkspaceSize,30.99,1,30.99,30.99,30.99,0
host,acl,aclnnEmbedding,44.78,4,11.195,10.52,12.81,0.876
host,acl,aclnnFlashAttentionScore,4068.41,256,15.892,12.76,59.93,12.819
host,acl,aclnnGeScalar,77.21,8,9.651,8.98,11.37,0.694
host,acl,aclnnIndex,37765.21,1604,23.544,9.78,189.7,627.708
host,acl,aclnnIndexGetWorkspaceSize,6827.49,128,53.34,43.03,146.48,139.76
host,acl,aclnnIndexPutImpl,16386.3,516,31.756,23.41,79.76,19.239
host,acl,aclnnIndexPutImplGetWorkspaceSize,16685.54,516,32.336,23.63,54.89,19.27
host,acl,aclnnInplaceCopy,16516.15,2191,7.538,4.65,36.85,4.115
host,acl,aclnnInplaceCopyGetWorkspaceSize,390.9,47,8.317,4.76,23.07,20.413
host,acl,aclnnInplaceFillScalar,95.21,5,19.042,7.99,50.97,276.124
host,acl,aclnnInplaceMaskedFillScalar,156.13,9,17.348,7.45,32.47,68.094
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,76.75,5,15.35,11.38,22.89,17.113
host,acl,aclnnInplaceOne,501.5,64,7.836,6.25,13.45,1.563
host,acl,aclnnInplaceZero,58.36,5,11.672,8.35,20,18.161
host,acl,aclnnLeScalar,23.28,2,11.64,8.66,14.62,8.88
host,acl,aclnnLogicalNot,2033.97,256,7.945,5.9,10.9,0.405
host,acl,aclnnLtScalar,85.57,9,9.508,7.26,13.51,3.042
host,acl,aclnnLtTensor,1800.11,192,9.376,7.53,33.89,3.533
host,acl,aclnnMatmul,15756.82,1796,8.773,6.03,30.38,0.931
host,acl,aclnnMax,124.37,9,13.819,10.51,20.79,8.582
host,acl,aclnnMaxDim,28.93,1,28.93,28.93,28.93,0
host,acl,aclnnMean,10750.12,1028,10.457,7.74,58.46,5.05
host,acl,aclnnMul,26019.12,3340,7.79,5.18,51.96,4.789
host,acl,aclnnNeg,6558.75,512,12.81,10.88,17.92,1.231
host,acl,aclnnNonzero,80581.35,64,1259.084,111.95,4956.43,464069.451
host,acl,aclnnNonzeroGetWorkspaceSize,1897.88,64,29.654,27.48,43.51,5.233
host,acl,aclnnNonzeroV2,363223.02,768,472.947,62.92,4355.05,444608.36
host,acl,aclnnNonzeroV2GetWorkspaceSize,15591.48,768,20.301,13.61,101.43,43.269
host,acl,aclnnPowTensorScalar,7684.85,1028,7.476,4.78,41.44,4.701
host,acl,aclnnReduceSum,44.83,3,14.943,10.25,23.45,36.311
host,acl,aclnnRsqrt,6703.03,1028,6.52,4.64,29.16,1.619
host,acl,aclnnSWhere,36.02,3,12.007,10.16,14.64,3.654
host,acl,aclnnSilu,2010.06,256,7.852,5.62,13.78,1.105
host,acl,aclnnSin,36.42,4,9.105,8.26,10.84,1.052
host,acl,aclnnSubs,50.13,5,10.026,8.52,12.83,2.268
host,acl,aclnnTril,525.35,64,8.209,5.91,42.25,19.553
host,acl,aclrtCreateEventExWithFlag,2227.73,1304,1.708,0.55,24.37,1.573
host,acl,aclrtCtxSetSysParamOpt,16289.42,36290,0.449,0.17,43.04,0.214
host,acl,aclrtDestroyEvent,1229.59,1323,0.929,0.52,11.33,0.422
host,acl,aclrtFree,39.84,4,9.96,6.62,11.51,3.908
host,acl,aclrtGetCurrentContext,221.7,524,0.423,0.3,0.92,0.003
host,acl,aclrtGetDeviceCount,3.51,2,1.755,1.31,2.2,0.198
host,acl,aclrtGetHardwareSyncAddr,1000.4,2175,0.46,0.25,1.26,0.023
host,acl,aclrtGetResInCurrentThread,1033.53,3058,0.338,0.11,1.75,0.066
host,acl,aclrtGetStreamAttribute,4998.49,19193,0.26,0.18,16.86,0.018
host,acl,aclrtLaunchKernelWithHostArgs,120553.71,24195,4.983,2.04,54.35,3.451
host,acl,aclrtMallocWithCfg,93.89,4,23.473,10.65,36.15,87.324
host,acl,aclrtMemcpy,17556.8,875,20.065,14.37,126.16,30.851
host,acl,aclrtMemcpyAsync,342.65,47,7.29,2.8,32.52,27.348
host,acl,aclrtQueryEventStatus,318.16,543,0.586,0.3,37.26,2.501
host,acl,aclrtRecordEvent,11240.68,1828,6.149,2.86,34.09,4.645
host,acl,aclrtRecordNotify,5157.19,1048,4.921,3.64,26.72,1.363
host,acl,aclrtStreamGetId,363.67,1048,0.347,0.21,0.8,0.01
host,acl,aclrtStreamWaitEvent,6827.39,1304,5.236,4.28,34.9,1.583
host,acl,aclrtSynchronizeDeviceWithTimeout,4577.97,6,762.995,16.17,1297.28,282540.911
host,acl,aclrtSynchronizeStream,393943.61,839,469.539,2.45,4851.24,474025.424
host,acl,aclrtSynchronizeStreamWithTimeout,11320.06,868,13.042,1.15,2649.13,24856.534
host,acl,aclrtWaitAndResetNotify,5415.19,1572,3.445,1.08,49.21,5.448
host,acl,hcom_allGather_,534.43,4,133.608,128.49,141.2,21.849
host,acl,hcom_allReduce_,69904.74,516,135.474,113.68,331.13,319.425
host,acl,hcom_broadcast_,712.5,4,178.125,151.5,208.42,417.684
host,node,launch,637077.35,24719,25.773,2.47,4896.02,24553.281
