Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,NonZero_Tiling,115.74,2,57.87,3.48,112.26,2958.272
host,communication,Notify_Record,14089.53,524,26.888,21.3,78.72,18.255
host,communication,Notify_Wait,8909.94,524,17.004,13.98,33.64,4.699
host,acl,aclmdlRICaptureGetInfo,1516.99,5504,0.276,0.13,2.07,0.035
host,acl,aclnnAdd,10423.94,1024,10.18,6.6,36.12,3.693
host,acl,aclnnAdds,9773.16,1028,9.507,6.42,26.45,3.793
host,acl,aclnnAny,170.99,13,13.153,9.64,18.64,6.202
host,acl,aclnnArange,100.05,8,12.506,9.85,15.66,5.289
host,acl,aclnnArgMax,76.33,4,19.083,15.8,23.71,8.547
host,acl,aclnnBitwiseAndTensor,2527.31,260,9.72,7.79,21.95,2.72
host,acl,aclnnBitwiseNot,151.23,12,12.603,8.24,33.16,55.776
host,acl,aclnnCat,8191.45,523,15.662,10.14,25.47,5.687
host,acl,aclnnClampMin,50.97,4,12.743,10.72,13.74,1.469
host,acl,aclnnConstantPadNd,236.03,12,19.669,13.93,32.87,30.019
host,acl,aclnnCos,43.4,4,10.85,8.97,12.36,1.477
host,acl,aclnnCumsum,94.82,4,23.705,17.29,26.26,13.895
host,acl,aclnnCumsumGetWorkspaceSize,92.37,4,23.093,21.85,25.02,1.398
host,acl,aclnnEmbedding,49.16,4,12.29,10.58,12.98,0.982
host,acl,aclnnFlashAttentionScore,5878.67,256,22.964,17.4,48.98,13.27
host,acl,aclnnGeScalar,100.31,8,12.539,9.65,17.66,7.466
host,acl,aclnnIndex,131.07,5,26.214,17.1,32.51,31.025
host,acl,aclnnInplaceCopy,22299.83,2360,9.449,5.41,39.6,6.588
host,acl,aclnnInplaceCopyGetWorkspaceSize,346.95,22,15.77,5.71,48.56,101.364
host,acl,aclnnInplaceFillScalar,209.21,6,34.868,9.14,150.74,2693.484
host,acl,aclnnInplaceMaskedFillScalar,251.42,12,20.952,9.25,41.85,111.31
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,126.85,8,15.856,12.1,23.35,13.489
host,acl,aclnnInplaceOne,2370.97,259,9.154,6.99,17.27,3.351
host,acl,aclnnInplaceZero,116.27,9,12.919,8.99,19.74,14.895
host,acl,aclnnLeScalar,13.52,1,13.52,13.52,13.52,0
host,acl,aclnnLogicalNot,2263.7,256,8.843,6.93,24.58,3.421
host,acl,aclnnLtScalar,142.46,12,11.872,8.27,19.82,8.43
host,acl,aclnnMatmul,17988.66,1796,10.016,6.2,33.73,3.131
host,acl,aclnnMaxDim,75.72,4,18.93,14.16,23.55,12.823
host,acl,aclnnMean,11731.48,1028,11.412,7.78,70.63,7.821
host,acl,aclnnMul,34784.32,3340,10.414,5.69,37.97,12.812
host,acl,aclnnNeg,7921.59,512,15.472,12.11,35.12,7.35
host,acl,aclnnNonzeroV2,222.74,1,222.74,222.74,222.74,0
