Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,54.46,215.32,0,2.54,0,0
empty_tensor,,,43.98,43.98,0,0,0,0
aten::fill_,"1,544;
",,100.19,116.88,0,2.54,0,0
aclnnInplaceFillScalar,,,16.69,16.69,2.54,2.54,0,0
aten::zeros_like,"1,544;
;
;
;
;
",,21.56,86.01,0,1.7,0,0
aten::empty_like,"1,544;
;
;
;
;
",,18.02,43.23,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,21.3,25.21,0,0,0,0
empty_tensor,,,3.91,3.91,0,0,0,0
aten::zero_,"1,544",,18.81,21.22,0,1.7,0,0
aclnnInplaceZero,,,2.41,2.41,1.7,1.7,0,0
aten::empty,";
;
;
;
;
",,8.24,8.24,0,0,0,0
aten::to,"544;
;
;
;
;
",,5.61,138.14,0,0,0,0
aten::_to_copy,"544;
;
;
;
;
;
",,12.64,132.53,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.19,9.84,0,0,0,0
empty_tensor,,,2.65,2.65,0,0,0,0
aten::copy_,"544;
544;
",,110.05,110.05,0,0,0,0
aten::lift_fresh,544,,15.7,15.7,0,0,0,0
aten::detach_,544,,1.4,1.4,0,0,0,0
aten::select,"1,544;
;
",,10.36,29.0,0,0,0,0
aten::as_strided,"1,544;
;
;
",,18.64,18.64,0,0,0,0
aten::copy_,"544;
544;
",,119.4,128.5,0,0.78,0,0
aclnnInplaceCopy,,,9.1,9.1,0.78,0.78,0,0
aten::scalar_tensor,";
;
;
;
",,7.16,37.77,0,1.38,0,0
aten::empty,";
;
;
;
;
",,3.77,11.43,0,0,0,0
empty_tensor,,,7.66,7.66,0,0,0,0
aten::fill_,";
",,13.87,19.18,0,1.38,0,0
aclnnInplaceFillScalar,,,5.31,5.31,1.38,1.38,0,0
aten::select,"1,544;
;
",,4.02,8.2,0,0,0,0
aten::as_strided,"1,544;
;
;
",,4.18,4.18,0,0,0,0
aten::view,";
",,5.18,5.18,0,0,0,0
aten::expand,";
;
",,3.09,5.91,0,0,0,0
aten::as_strided,";
;
;
",,2.82,2.82,0,0,0,0
aten::copy_,"544;
544;
",,15.29,17.85,0,4.34,0,0
aclnnInplaceCopy,,,2.56,2.56,4.34,4.34,0,0
minigpt::prefill_phase,,,129.84,174490.32,0,257566.48,0,80870.48
minigpt::prefill_model,,,40179.42,173739.91,0,257314.62,0,80870.48
aten::to,"1,544;
;
;
;
",,3.4,39.3,0,1.52,0,0
