Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
7,allreduceAicpuKernel,AI_CPU,516,100729.451,153.943,195.212,451.309,32.454
7,IndexPut,AI_CPU,512,71346.527,99.602,139.349,212.824,22.987
7,MatMulV2,AI_CORE,1796,40387.673,9.68,22.488,165.584,13.013
7,Index,AI_CPU,128,17163.843,118.523,134.093,319.286,5.53
7,Index,AI_VECTOR_CORE,1476,12203.544,6.7,8.268,16.92,3.932
7,Mul,AI_VECTOR_CORE,3340,11339.344,1.08,3.395,15.8,3.653
7,FlashAttentionScore,MIX_AIC,256,7234.785,24.141,28.261,37.061,2.331
7,MemSet,AI_VECTOR_CORE,868,6175.063,5.38,7.114,18.08,1.99
7,Pows,AI_VECTOR_CORE,1028,5928.376,1.46,5.767,17.98,1.91
7,IndexCheck,AI_VECTOR_CORE,2120,4953.34,1.82,2.336,3.8,1.596
7,ReduceMean,MIX_AIV,1028,4784.201,2.56,4.654,8.3,1.541
7,Cast,AI_VECTOR_CORE,2078,3859.618,0.98,1.857,8.32,1.244
7,Add,AI_VECTOR_CORE,2055,3825.373,1.18,1.861,9.02,1.233
7,Slice,AI_VECTOR_CORE,1408,3550.933,2.04,2.522,3.36,1.144
7,NonZero,MIX_AIV,832,2749.44,2.76,3.305,6.14,0.886
7,Range,AI_VECTOR_CORE,390,2623.055,4.66,6.726,10.641,0.845
7,ConcatD,AI_VECTOR_CORE,520,2128.119,3.58,4.093,15.841,0.686
7,Transpose,AI_VECTOR_CORE,128,2112.141,14.801,16.501,20.16,0.681
7,Rsqrt,AI_VECTOR_CORE,1028,1307.444,1.08,1.272,1.92,0.421
7,allgatherAicpuKernel,AI_CPU,4,1010,176.644,252.5,445.789,0.325
7,broadcastAicpuKernel,AI_CPU,4,823.036,138.003,205.759,310.846,0.265
7,Neg,AI_VECTOR_CORE,512,716.698,1.18,1.4,2.08,0.231
7,Swish,AI_VECTOR_CORE,256,518.709,1.36,2.026,4.12,0.167
7,Less,AI_VECTOR_CORE,201,500.713,2.12,2.491,3.18,0.161
7,AsStrided,AI_VECTOR_CORE,128,495.948,3.24,3.875,5.64,0.16
7,MaskedFill,AI_CPU,5,409.329,58.241,81.866,109.442,0.132
7,PadV3,MIX_AIV,36,387.728,9.34,10.77,16.261,0.125
7,LogicalNot,AI_VECTOR_CORE,265,376.868,1.2,1.422,1.8,0.121
7,LogicalAnd,AI_VECTOR_CORE,68,195.664,1.42,2.877,3.9,0.063
7,Tril,AI_VECTOR_CORE,64,161.142,2.12,2.518,3,0.052
7,OnesLike,AI_VECTOR_CORE,67,106.003,1.36,1.582,2,0.034
7,Cumsum,AI_CPU,1,60.761,60.761,60.761,60.761,0.02
7,GatherV2,AI_VECTOR_CORE,4,33.941,3.34,8.485,10.421,0.011
7,MaskedFill,AI_VECTOR_CORE,4,24.741,3.14,6.185,14.701,0.008
7,GreaterEqual,AI_VECTOR_CORE,8,21.641,2.38,2.705,3.18,0.007
7,ReduceAny,MIX_AIV,11,18.001,1.16,1.636,3.12,0.006
7,ReduceMax,MIX_AIV,9,16.72,1.4,1.858,2.3,0.005
7,ZerosLike,AI_VECTOR_CORE,9,14.94,1.48,1.66,1.84,0.005
7,Sub,AI_VECTOR_CORE,5,12.9,2.28,2.58,3.06,0.004
7,IndexPutV2,AI_VECTOR_CORE,4,9.24,2.24,2.31,2.4,0.003
7,Cos,AI_VECTOR_CORE,4,8.96,2.1,2.24,2.62,0.003
7,Sin,AI_VECTOR_CORE,4,8.561,2,2.14,2.38,0.003
7,BroadcastTo,AI_VECTOR_CORE,5,7.1,1.38,1.42,1.48,0.002
7,SelectV2,AI_VECTOR_CORE,3,7.06,2.24,2.353,2.48,0.002
7,ReduceSum,MIX_AIV,3,7,1.94,2.333,3,0.002
7,ClipByValueV2,AI_VECTOR_CORE,1,5.26,5.26,5.26,5.26,0.002
7,LessEqual,AI_VECTOR_CORE,2,5.26,2.44,2.63,2.82,0.002
7,Fill,AI_VECTOR_CORE,2,3.44,1.4,1.72,2.04,0.001
7,ArgMaxWithValue,AI_VECTOR_CORE,1,2.26,2.26,2.26,2.26,0.001
