Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,31.64,104.36,0,2.04,0,0
empty_tensor,,,12.13,12.13,0,0,0,0
aten::fill_,"1,6;
",,48.73,60.59,0,2.04,0,0
aclnnInplaceFillScalar,,,11.86,11.86,2.04,2.04,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,23.74,70.63,0,1.78,0,0
aten::empty_like,"1,6;
;
;
;
;
",,20.71,31.96,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.46,11.25,0,0,0,0
empty_tensor,,,2.79,2.79,0,0,0,0
aten::zero_,"1,6",,12.6,14.93,0,1.78,0,0
aclnnInplaceZero,,,2.33,2.33,1.78,1.78,0,0
aten::empty,";
;
;
;
;
",,7.13,7.13,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.07,121.9,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,7.55,118.83,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.42,7.89,0,0,0,0
empty_tensor,,,2.47,2.47,0,0,0,0
aten::copy_,"6;
6;
",,103.39,103.39,0,0,0,0
aten::lift_fresh,6,,18.69,18.69,0,0,0,0
aten::detach_,6,,0.88,0.88,0,0,0,0
aten::select,"1,6;
;
",,5.77,20.37,0,0,0,0
aten::as_strided,"1,6;
;
;
",,14.6,14.6,0,0,0,0
aten::copy_,"6;
6;
",,50.03,56.52,0,0.76,0,0
aclnnInplaceCopy,,,6.49,6.49,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,6.35,29.18,0,1.4,0,0
aten::empty,";
;
;
;
;
",,3.17,8.08,0,0,0,0
empty_tensor,,,4.91,4.91,0,0,0,0
aten::fill_,";
",,11.76,14.75,0,1.4,0,0
aclnnInplaceFillScalar,,,2.99,2.99,1.4,1.4,0,0
aten::select,"1,6;
;
",,3.43,6.6,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.17,3.17,0,0,0,0
aten::view,";
",,3.89,3.89,0,0,0,0
aten::expand,";
;
",,3.17,5.19,0,0,0,0
aten::as_strided,";
;
;
",,2.02,2.02,0,0,0,0
aten::copy_,"6;
6;
",,14.68,19.81,0,4.26,0,0
aclnnInplaceCopy,,,5.13,5.13,4.26,4.26,0,0
minigpt::prefill_phase,,,148.06,269947.33,0,427117.6205,0,10057.44325
minigpt::prefill_model,,,42420.81,269100.08,0,426246.66375,0,10057.44325
aten::to,"1,6;
;
;
;
",,3.64,40.85,0,1.34,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,6.06,37.21,0,1.34,0,0
aten::empty_strided,";
;
;
;
;
",,7.53,10.62,0,0,0,0
empty_tensor,,,3.09,3.09,0,0,0,0
aten::copy_,"1,6;
1,6;
",,15.01,20.53,0,1.34,0,0
aclnnInplaceCopy,,,5.52,5.52,1.34,1.34,0,0
aten::sum,"1,6;
;
;
",,17.11,22.97,0,3.00025,0,0
empty_tensor,,,4.04,4.04,0,0,0,0
aclnnReduceSum,,,1.82,1.82,3.00025,3.00025,0,0
aten::le,"1;
",,11.31,16.44,0,2.82,0,0
empty_tensor,,,2.87,2.87,0,0,0,0
aclnnLeScalar,,,2.26,2.26,2.82,2.82,0,0
aten::any,1,,13.8,22.44,0,1.8,0,0
empty_tensor,,,3.46,3.46,0,0,0,0
aclnnAny,,,5.18,5.18,1.8,1.8,0,0
aten::is_nonzero,,,18.3,89.71,0,0,0,0
aten::item,,,5.21,71.41,0,0,0,0
aten::_local_scalar_dense,,,66.2,66.2,0,0,0,0
aten::arange,";
;
;
;
",,17.24,26.23,0,8.66025,0,0
empty_tensor,,,4.22,4.22,0,0,0,0
aclnnArange,,,4.77,4.77,8.66025,8.66025,0,0
aten::expand_as,"6;
1,6",,3.64,12.65,0,0,0,0
aten::expand,"6;
;
",,4.44,9.01,0,0,0,0
aten::as_strided,"6;
;
;
",,4.57,4.57,0,0,0,0
aten::to,"1,6;
;
;
;
",,2.05,2.05,0,0,0,0
aten::bitwise_not,"1,6",,26.72,33.1,0,1.5,0,0
empty_tensor,,,4.04,4.04,0,0,0,0
aclnnBitwiseNot,,,2.34,2.34,1.5,1.5,0,0
aten::masked_fill,"1,6;
1,6;
",,42.91,134.25,0,105.96225,0,0
aten::clone,"1,6;
",,3.94,46.21,0,0.72,0,0
empty_tensor,,,3.87,3.87,0,0,0,0
aten::copy_,"1,6;
1,6;
",,33.2,38.4,0,0.72,0,0
aclnnInplaceCopy,,,5.2,5.2,0.72,0.72,0,0
aten::masked_fill_,"1,6;
1,6;
",,39.5,45.13,0,105.24225,0,0
aclnnInplaceMaskedFillScalar,,,5.63,5.63,105.24225,105.24225,0,0
aten::max,"1,6;
;
",,14.86,23.62,0,3.58,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
empty_tensor,,,2.67,2.67,0,0,0,0
aclnnMaxDim,,,1.84,1.84,3.58,3.58,0,0
aten::lt,"1;
",,10.47,15.07,0,3.18,0,0
empty_tensor,,,2.6,2.6,0,0,0,0
aclnnLtScalar,,,2.0,2.0,3.18,3.18,0,0
aten::any,1,,11.9,16.73,0,1.18,0,0
empty_tensor,,,3.01,3.01,0,0,0,0
aclnnAny,,,1.82,1.82,1.18,1.18,0,0
aten::is_nonzero,,,2.01,112.82,0,0,0,0
aten::item,,,2.3,110.81,0,0,0,0
aten::_local_scalar_dense,,,108.51,108.51,0,0,0,0
aten::to,"1,6;
;
;
;
",,4.21,37.35,0,1.2,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,6.54,33.14,0,1.2,0,0
aten::empty_strided,";
;
;
;
;
",,6.48,9.14,0,0,0,0
empty_tensor,,,2.66,2.66,0,0,0,0
aten::copy_,"1,6;
1,6;
",,11.98,17.46,0,1.2,0,0
aclnnInplaceCopy,,,5.48,5.48,1.2,1.2,0,0
aten::sum,"1,6;
;
;
",,13.71,21.91,0,2.06,0,0
empty_tensor,,,3.7,3.7,0,0,0,0
aclnnReduceSum,,,4.5,4.5,2.06,2.06,0,0
aten::max,1,,14.96,22.11,0,1.62,0,0
