Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,84.68,4,21.17,16.39,33.89,54.052
host,acl,IndexCheck_Tiling,4412.1,1288,3.426,0.16,19.06,11.814
host,acl,IndexPutV2_Tiling,38.2,4,9.55,8.64,11.64,1.476
host,acl,NonZero_Tiling,3945.65,1664,2.371,0.19,17.37,4.766
host,communication,Notify_Record,13233.06,524,25.254,20.68,68.61,11.157
host,communication,Notify_Wait,8713.16,524,16.628,13.19,60.95,10.472
host,acl,Slice_Tiling,2354.96,512,4.6,2.13,23.1,30.653
host,acl,aclmdlRICaptureGetInfo,1626.59,5504,0.296,0.12,19.85,0.116
host,acl,aclnnAdd,9977.02,1027,9.715,6.43,50.14,5.825
host,acl,aclnnAdds,8669.92,1028,8.434,6.3,35.46,1.501
host,acl,aclnnAny,140.21,11,12.746,8.44,32.21,40.298
host,acl,aclnnArange,3764.69,390,9.653,7.06,54.08,8.019
host,acl,aclnnBitwiseAndTensor,647.01,68,9.515,8.12,30.85,10.668
host,acl,aclnnBitwiseNot,114.34,9,12.704,7.98,27.81,48
host,acl,aclnnCat,6426.14,520,12.358,6.47,44.95,16.605
host,acl,aclnnClampMin,13.66,1,13.66,13.66,13.66,0
host,acl,aclnnConstantPadNd,540.96,36,15.027,11.17,66.49,78.208
host,acl,aclnnCos,34.67,4,8.668,7.03,10.13,1.21
host,acl,aclnnCumsum,23.16,1,23.16,23.16,23.16,0
host,acl,aclnnCumsumGetWorkspaceSize,24.93,1,24.93,24.93,24.93,0
host,acl,aclnnEmbedding,42.48,4,10.62,8.74,12.81,2.303
host,acl,aclnnFlashAttentionScore,4238.59,256,16.557,12.36,90.82,32.709
host,acl,aclnnGeScalar,95.21,8,11.901,8.87,27.13,33.632
host,acl,aclnnIndex,36217.07,1604,22.579,10.43,195.17,629.458
host,acl,aclnnIndexGetWorkspaceSize,7452.24,128,58.221,45.54,108.57,112.658
host,acl,aclnnIndexPutImpl,17334.81,516,33.595,25.22,109.96,52.445
host,acl,aclnnIndexPutImplGetWorkspaceSize,18153,516,35.18,24.89,74.77,28.021
host,acl,aclnnInplaceCopy,18208.88,2185,8.334,5.22,46,6.384
host,acl,aclnnInplaceCopyGetWorkspaceSize,407.12,45,9.047,4.96,19.41,18.882
host,acl,aclnnInplaceFillScalar,114.19,2,57.095,18.43,95.76,1494.982
host,acl,aclnnInplaceMaskedFillScalar,144.56,9,16.062,7.08,34.3,59.015
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,76.55,5,15.31,11.79,17.52,3.817
host,acl,aclnnInplaceOne,571.09,67,8.524,6.19,13.9,1.701
host,acl,aclnnInplaceZero,170.86,9,18.984,8.94,47.95,223.776
host,acl,aclnnLeScalar,23.88,2,11.94,9.02,14.86,8.526
host,acl,aclnnLogicalNot,2094.58,256,8.182,7.07,12.26,0.34
host,acl,aclnnLtScalar,100.87,9,11.208,7.35,27.23,33.712
host,acl,aclnnLtTensor,1715.94,192,8.937,8.01,11.67,0.159
host,acl,aclnnMatmul,16695.15,1796,9.296,6.81,48.84,3.405
host,acl,aclnnMax,130.56,9,14.507,10.81,33.63,46.221
host,acl,aclnnMaxDim,37.29,1,37.29,37.29,37.29,0
host,acl,aclnnMean,11087.59,1028,10.786,8.02,45.45,5.66
host,acl,aclnnMul,28376.01,3340,8.496,5.54,35.22,3.419
host,acl,aclnnNeg,5969.68,512,11.66,7.14,39.36,10.468
host,acl,aclnnNonzero,73235.62,64,1144.307,98.06,2978.36,566527.53
host,acl,aclnnNonzeroGetWorkspaceSize,1815.96,64,28.374,24.07,53.76,15.974
host,acl,aclnnNonzeroV2,257621.15,768,335.444,62.31,2498.39,216804.248
host,acl,aclnnNonzeroV2GetWorkspaceSize,17258.04,768,22.471,14.84,97.63,39.5
host,acl,aclnnPowTensorScalar,8750.41,1028,8.512,5.22,28.82,2.04
host,acl,aclnnReduceSum,45.28,3,15.093,10.39,23.88,38.667
host,acl,aclnnRsqrt,7547.67,1028,7.342,4.94,34.44,1.673
host,acl,aclnnSWhere,51.83,3,17.277,9.6,32.23,111.828
host,acl,aclnnSilu,2194.79,256,8.573,6.14,39.49,4.382
host,acl,aclnnSin,39.18,4,9.795,8.23,12.75,3.053
host,acl,aclnnSubs,73.2,5,14.64,9.14,32.08,76.99
host,acl,aclnnTril,544.27,64,8.504,6.52,29.72,7.86
host,acl,aclrtCreateEventExWithFlag,2971.61,1304,2.279,0.7,25.97,4.897
host,acl,aclrtCtxSetSysParamOpt,17798.81,36246,0.491,0.17,36.71,0.144
host,acl,aclrtDestroyEvent,1239.56,1202,1.031,0.34,93.09,7.671
host,acl,aclrtFree,31.43,4,7.858,6.48,8.92,0.804
host,acl,aclrtGetCurrentContext,225.7,524,0.431,0.28,0.86,0.006
host,acl,aclrtGetDeviceCount,2.85,2,1.425,1.25,1.6,0.031
host,acl,aclrtGetHardwareSyncAddr,935.99,2175,0.43,0.25,14.82,0.114
host,acl,aclrtGetResInCurrentThread,1235.71,3054,0.405,0.1,1.43,0.103
host,acl,aclrtGetStreamAttribute,5259.61,19171,0.274,0.17,11.98,0.009
host,acl,aclrtLaunchKernelWithHostArgs,122519.32,23197,5.282,2.09,82.41,3.624
host,acl,aclrtMallocWithCfg,86.72,4,21.68,19.14,26.21,7.694
host,acl,aclrtMemcpy,17459.2,857,20.372,14.77,178.61,46.343
host,acl,aclrtMemcpyAsync,272.35,45,6.052,3.29,12.87,5.756
host,acl,aclrtQueryEventStatus,223.08,422,0.529,0.36,2.93,0.019
host,acl,aclrtRecordEvent,11622.34,1828,6.358,2.88,25.69,4.17
host,acl,aclrtRecordNotify,5139.45,1048,4.904,3.49,27.65,1.395
host,acl,aclrtStreamGetId,344.41,1048,0.329,0.17,0.87,0.008
host,acl,aclrtStreamWaitEvent,6675.53,1304,5.119,4.24,15.16,0.406
host,acl,aclrtSynchronizeDeviceWithTimeout,2674.04,6,445.673,19.33,880.69,131514.328
host,acl,aclrtSynchronizeStream,279081.38,833,335.032,7.56,2896.06,281051.728
host,acl,aclrtSynchronizeStreamWithTimeout,9950.01,856,11.624,1.72,2490.02,16326.325
host,acl,aclrtWaitAndResetNotify,5472.28,1572,3.481,1.1,20.76,2.648
host,acl,hcom_allGather_,609.28,4,152.32,141.46,159.79,44.928
host,acl,hcom_allReduce_,72871.68,516,141.224,111.46,283.65,343.338
host,acl,hcom_broadcast_,705.56,4,176.39,162.88,200.04,208.259
host,node,launch,528044.7,23721,22.261,2.5,2935.91,14711.381
