Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,49.25,140.34,0,2.04,0,0
empty_tensor,,,14.12,14.12,0,0,0,0
aten::fill_,"1,6;
",,66.62,76.97,0,2.04,0,0
aclnnInplaceFillScalar,,,10.35,10.35,2.04,2.04,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,30.67,78.87,0,1.66,0,0
aten::empty_like,"1,6;
;
;
;
;
",,22.66,32.84,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.42,10.18,0,0,0,0
empty_tensor,,,2.76,2.76,0,0,0,0
aten::zero_,"1,6",,13.39,15.36,0,1.66,0,0
aclnnInplaceZero,,,1.97,1.97,1.66,1.66,0,0
aten::empty,";
;
;
;
;
",,9.36,9.36,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.67,240.76,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,9.5,237.09,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.24,7.7,0,0,0,0
empty_tensor,,,2.46,2.46,0,0,0,0
aten::copy_,"6;
6;
",,219.89,219.89,0,0,0,0
aten::lift_fresh,6,,21.1,21.1,0,0,0,0
aten::detach_,6,,1.2,1.2,0,0,0,0
aten::select,"1,6;
;
",,6.64,30.44,0,0,0,0
aten::as_strided,"1,6;
;
;
",,23.8,23.8,0,0,0,0
aten::copy_,"6;
6;
",,58.43,64.56,0,0.76,0,0
aclnnInplaceCopy,,,6.13,6.13,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,7.39,34.13,0,1.4,0,0
aten::empty,";
;
;
;
;
",,3.3,8.21,0,0,0,0
empty_tensor,,,4.91,4.91,0,0,0,0
aten::fill_,";
",,14.2,18.53,0,1.4,0,0
aclnnInplaceFillScalar,,,4.33,4.33,1.4,1.4,0,0
aten::select,"1,6;
;
",,3.44,6.03,0,0,0,0
aten::as_strided,"1,6;
;
;
",,2.59,2.59,0,0,0,0
aten::view,";
",,2.64,2.64,0,0,0,0
aten::expand,";
;
",,3.33,5.25,0,0,0,0
aten::as_strided,";
;
;
",,1.92,1.92,0,0,0,0
aten::copy_,"6;
6;
",,13.87,16.95,0,4.26,0,0
aclnnInplaceCopy,,,3.08,3.08,4.26,4.26,0,0
