Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4426.33,1288,3.437,0.13,26.95,14.023
host,acl,IndexPutV2_Tiling,62.55,4,15.638,13.08,19.52,6.786
host,acl,NonZero_Tiling,3852.51,1664,2.315,0.18,19.99,6.535
host,communication,Notify_Record,14363.05,557,25.786,18.56,91.22,30.687
host,communication,Notify_Wait,9029.35,557,16.211,12.9,35,2.308
host,acl,Slice_Tiling,2340.58,512,4.571,1.82,61.37,42.722
host,acl,aclmdlRICaptureGetInfo,1615.66,5850,0.276,0.13,21.11,0.109
host,acl,aclnnAdd,9602.02,1027,9.35,5.82,75.67,10.049
host,acl,aclnnAdds,8313.63,1028,8.087,5.87,39.76,2.563
host,acl,aclnnAny,215.75,19,11.355,8.76,16.29,3.631
host,acl,aclnnArange,3607.93,386,9.347,7.27,28.83,2.42
host,acl,aclnnBitwiseAndTensor,1419.7,68,20.878,7.98,34.27,10.206
host,acl,aclnnBitwiseNot,80.66,9,8.962,6.72,13.47,3.005
host,acl,aclnnCat,7374.92,520,14.183,8.87,55.62,11.002
host,acl,aclnnClampMin,11.93,1,11.93,11.93,11.93,0
host,acl,aclnnConstantPadNd,554.19,36,15.394,11.2,43.58,27.75
host,acl,aclnnCos,35.31,4,8.828,7.4,10.67,1.388
host,acl,aclnnCumsum,26.09,1,26.09,26.09,26.09,0
host,acl,aclnnCumsumGetWorkspaceSize,24.95,1,24.95,24.95,24.95,0
host,acl,aclnnEmbedding,43.19,4,10.798,9.83,12.1,0.672
host,acl,aclnnFlashAttentionScore,4036.51,256,15.768,12.95,28.86,4.432
host,acl,aclnnGeScalar,119.7,12,9.975,8.9,13,1.061
host,acl,aclnnIndex,37693.12,1609,23.426,9.83,196.08,549.796
host,acl,aclnnIndexGetWorkspaceSize,7099.36,128,55.464,44.66,162.42,192.042
host,acl,aclnnIndexPutImpl,16853.85,516,32.662,22.22,439.74,352.866
host,acl,aclnnIndexPutImplGetWorkspaceSize,17063.36,516,33.069,23.69,154.8,62.773
host,acl,aclnnInplaceCopy,17409.58,2190,7.95,5.07,53.59,4.801
host,acl,aclnnInplaceCopyGetWorkspaceSize,381.92,47,8.126,4.73,35.34,24.977
host,acl,aclnnInplaceFillScalar,96.96,5,19.392,7.71,59.38,404.011
host,acl,aclnnInplaceMaskedFillScalar,148.67,9,16.519,8.86,31.34,41.865
