Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4217.45,1288,3.274,0.13,28.79,11.61
host,acl,IndexPutV2_Tiling,69.52,4,17.38,17.04,18.04,0.167
host,acl,NonZero_Tiling,3622.81,1664,2.177,0.18,9.57,3.949
host,communication,Notify_Record,14137.11,524,26.979,21,75.73,25.008
host,communication,Notify_Wait,9520.24,524,18.168,14.96,213.37,79.184
host,acl,Slice_Tiling,3164.72,512,6.181,1.98,56.54,82.107
host,acl,aclmdlRICaptureGetInfo,1579.4,5504,0.287,0.13,5.35,0.041
host,acl,aclnnAdd,10389.87,1027,10.117,5.94,85.29,10.538
host,acl,aclnnAdds,9203.33,1028,8.953,6.26,39.72,3.772
host,acl,aclnnAny,140.75,11,12.795,9.35,18.67,6.945
host,acl,aclnnArange,3965.13,390,10.167,8.04,22.33,1.623
host,acl,aclnnBitwiseAndTensor,1568.71,68,23.069,10.15,58.34,29.904
host,acl,aclnnBitwiseNot,109.23,9,12.137,7.74,29.45,41.523
host,acl,aclnnCat,8366.76,524,15.967,9.9,113.04,40.504
host,acl,aclnnClampMin,12.68,1,12.68,12.68,12.68,0
host,acl,aclnnConstantPadNd,545.23,36,15.145,11.26,22.47,6.119
host,acl,aclnnCos,38.79,4,9.698,8.47,10.88,1.096
host,acl,aclnnCumsum,26.66,1,26.66,26.66,26.66,0
host,acl,aclnnCumsumGetWorkspaceSize,22.52,1,22.52,22.52,22.52,0
host,acl,aclnnEmbedding,85.51,4,21.377,10,48.72,254.139
host,acl,aclnnFlashAttentionScore,4514.46,256,17.635,13.11,66.1,15.983
host,acl,aclnnGeScalar,110.33,8,13.791,10.16,31.82,47.003
host,acl,aclnnIndex,42706.93,1604,26.625,10.74,228.42,800.538
host,acl,aclnnIndexGetWorkspaceSize,6790.31,128,53.049,41.53,156.62,148.354
host,acl,aclnnIndexPutImpl,18104.68,516,35.087,23.59,127.34,60.13
host,acl,aclnnIndexPutImplGetWorkspaceSize,16923.68,516,32.798,22.16,66.98,34.331
host,acl,aclnnInplaceCopy,19105.73,2191,8.72,5.32,50.94,6.192
host,acl,aclnnInplaceCopyGetWorkspaceSize,471.16,47,10.025,4.79,56.37,76.668
host,acl,aclnnInplaceFillScalar,148.3,5,29.66,9.02,98.33,1197.235
host,acl,aclnnInplaceMaskedFillScalar,150.81,9,16.757,9.22,29.77,36.31
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,82.52,5,16.504,12.01,22.03,10.893
host,acl,aclnnInplaceOne,568.63,64,8.885,7.05,16.66,1.914
host,acl,aclnnInplaceZero,237.53,21,11.311,7.15,31.89,31.122
host,acl,aclnnLeScalar,22.1,2,11.05,8.79,13.31,5.108
host,acl,aclnnLogicalNot,2258.64,256,8.823,6.1,44.23,5.863
host,acl,aclnnLtScalar,126.01,9,14.001,9.59,39.27,81.179
host,acl,aclnnLtTensor,2048.8,192,10.671,8.86,77.01,23.73
host,acl,aclnnMatmul,17405.15,1796,9.691,5.73,102.29,11.66
host,acl,aclnnMax,132.4,9,14.711,11.48,20.96,7.842
host,acl,aclnnMaxDim,26.55,1,26.55,26.55,26.55,0
host,acl,aclnnMean,12539.17,1028,12.198,8.76,42.86,4.146
host,acl,aclnnMul,29771.52,3340,8.914,5.27,56.97,5.399
host,acl,aclnnNeg,7689.45,512,15.018,12.02,24.53,3.349
host,acl,aclnnNonzero,102278.93,64,1598.108,902.83,12608.1,2044302.882
host,acl,aclnnNonzeroGetWorkspaceSize,1724.14,64,26.94,23.3,46.4,8.35
host,acl,aclnnNonzeroV2,254643.24,768,331.567,60.45,5342.58,265730.142
host,acl,aclnnNonzeroV2GetWorkspaceSize,16020.65,768,20.86,12.83,52.99,30.863
host,acl,aclnnPowTensorScalar,9478.35,1028,9.22,5.58,26.71,2.26
host,acl,aclnnReduceSum,46.98,3,15.66,9.88,25.67,50.5
host,acl,aclnnRsqrt,7817.72,1028,7.605,4.98,35.78,2.292
