Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,42.11,132.13,0,2.14,0,0
empty_tensor,,,13.97,13.97,0,0,0,0
aten::fill_,"4,8;
",,65.4,76.05,0,2.14,0,0
aclnnInplaceFillScalar,,,10.65,10.65,2.14,2.14,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,30.24,83.98,0,1.56,0,0
aten::empty_like,"4,8;
;
;
;
;
",,21.75,33.77,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.5,12.02,0,0,0,0
empty_tensor,,,3.52,3.52,0,0,0,0
aten::zero_,"4,8",,17.55,19.97,0,1.56,0,0
aclnnInplaceZero,,,2.42,2.42,1.56,1.56,0,0
aten::empty,";
;
;
;
;
",,10.91,10.91,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.87,114.7,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,9.53,109.83,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.45,7.52,0,0,0,0
empty_tensor,,,2.07,2.07,0,0,0,0
aten::copy_,"6;
6;
",,92.78,92.78,0,0,0,0
aten::lift_fresh,6,,30.26,30.26,0,0,0,0
aten::detach_,6,,0.9,0.9,0,0,0,0
aten::select,"4,8;
;
",,6.99,31.06,0,0,0,0
aten::as_strided,"4,8;
;
;
",,24.07,24.07,0,0,0,0
aten::slice,"8;
;
;
;
",,3.97,5.72,0,0,0,0
aten::as_strided,"8;
;
;
",,1.75,1.75,0,0,0,0
aten::copy_,"6;
6;
",,60.63,66.88,0,0.74,0,0
aclnnInplaceCopy,,,6.25,6.25,0.74,0.74,0,0
aten::scalar_tensor,";
;
;
;
",,6.94,31.5,0,1.38,0,0
aten::empty,";
;
;
;
;
",,2.83,7.52,0,0,0,0
empty_tensor,,,4.69,4.69,0,0,0,0
aten::fill_,";
",,12.87,17.04,0,1.38,0,0
aclnnInplaceFillScalar,,,4.17,4.17,1.38,1.38,0,0
aten::select,"4,8;
;
",,2.87,5.85,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.98,2.98,0,0,0,0
aten::slice,"8;
;
;
;
",,3.64,5.47,0,0,0,0
aten::as_strided,"8;
;
;
",,1.83,1.83,0,0,0,0
aten::view,";
",,2.8,2.8,0,0,0,0
aten::expand,";
;
",,3.43,5.68,0,0,0,0
aten::as_strided,";
;
;
",,2.25,2.25,0,0,0,0
aten::copy_,"6;
6;
",,15.93,20.31,0,4.38,0,0
aclnnInplaceCopy,,,4.38,4.38,4.38,4.38,0,0
aten::empty,";
;
;
;
;
",,4.71,4.71,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.25,57.03,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,5.19,54.78,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.07,7.13,0,0,0,0
empty_tensor,,,2.06,2.06,0,0,0,0
aten::copy_,"8;
8;
",,42.46,42.46,0,0,0,0
aten::lift_fresh,8,,1.27,1.27,0,0,0,0
aten::detach_,8,,0.65,0.65,0,0,0,0
aten::select,"4,8;
;
",,3.22,6.33,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.11,3.11,0,0,0,0
aten::copy_,"8;
8;
",,31.34,37.26,0,0.64,0,0
aclnnInplaceCopy,,,5.92,5.92,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,4.24,24.23,0,1.24,0,0
aten::empty,";
;
;
;
;
",,2.32,6.42,0,0,0,0
empty_tensor,,,4.1,4.1,0,0,0,0
aten::fill_,";
",,9.22,13.57,0,1.24,0,0
aclnnInplaceFillScalar,,,4.35,4.35,1.24,1.24,0,0
aten::select,"4,8;
;
",,3.03,5.56,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.53,2.53,0,0,0,0
aten::view,";
",,2.32,2.32,0,0,0,0
aten::expand,";
;
",,2.73,4.93,0,0,0,0
aten::as_strided,";
;
;
",,2.2,2.2,0,0,0,0
aten::copy_,"8;
8;
",,13.03,19.24,0,3.96,0,0
aclnnInplaceCopy,,,6.21,6.21,3.96,3.96,0,0
aten::empty,";
;
;
;
;
",,4.3,4.3,0,0,0,0
aten::to,"6;
;
;
;
;
",,2.11,80.56,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,4.26,78.45,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.09,7.26,0,0,0,0
empty_tensor,,,2.17,2.17,0,0,0,0
aten::copy_,"6;
6;
",,66.93,66.93,0,0,0,0
aten::lift_fresh,6,,1.61,1.61,0,0,0,0
aten::detach_,6,,0.77,0.77,0,0,0,0
aten::select,"4,8;
;
",,3.06,6.09,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.03,3.03,0,0,0,0
aten::slice,"8;
;
;
;
",,2.93,4.47,0,0,0,0
aten::as_strided,"8;
;
;
",,1.54,1.54,0,0,0,0
aten::copy_,"6;
6;
",,74.21,79.97,0,0.8,0,0
aclnnInplaceCopy,,,5.76,5.76,0.8,0.8,0,0
