Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
4,allreduceAicpuKernel,AI_CPU,516,106217.485,163.983,205.848,525.691,29.473
4,IndexPut,AI_CPU,512,78996.818,127.703,154.291,256.785,21.92
4,MatMulV2,AI_CORE,1796,40339.428,9.56,22.461,166.863,11.193
4,Index,AI_CPU,128,25197.361,158.303,196.854,341.787,6.992
4,Mul,AI_VECTOR_CORE,3340,16921.558,1.38,5.066,13.98,4.695
4,Index,AI_VECTOR_CORE,1476,12498.955,6.72,8.468,17.42,3.468
4,Pows,AI_VECTOR_CORE,1028,8222.817,1.62,7.999,16.361,2.282
4,MemSet,AI_VECTOR_CORE,868,7989.699,5.38,9.205,24.181,2.217
4,FlashAttentionScore,MIX_AIC,256,7960.38,27.341,31.095,42.561,2.209
4,Slice,AI_VECTOR_CORE,2176,7764.831,1.34,3.568,7.24,2.155
4,ReduceMean,MIX_AIV,1028,7356.411,1.74,7.156,13.74,2.041
4,Cast,AI_VECTOR_CORE,2212,7252.847,1.06,3.279,14.3,2.013
4,IndexCheck,AI_VECTOR_CORE,2120,7240.88,2.1,3.416,7.84,2.009
4,Add,AI_VECTOR_CORE,2055,5461.269,1.12,2.658,9.28,1.515
4,NonZero,MIX_AIV,832,4086.882,4.3,4.912,9.06,1.134
4,Range,AI_VECTOR_CORE,390,3225.485,4.68,8.27,13.46,0.895
4,Transpose,AI_VECTOR_CORE,128,2497.372,15.44,19.511,24.961,0.693
4,ConcatD,AI_VECTOR_CORE,524,2215.785,3.9,4.229,15.741,0.615
4,Less,AI_VECTOR_CORE,201,1567.194,2.18,7.797,10.26,0.435
4,Rsqrt,AI_VECTOR_CORE,1028,1279.49,0.98,1.245,2.02,0.355
4,Swish,AI_VECTOR_CORE,256,1178.565,2.9,4.604,11.1,0.327
4,Neg,AI_VECTOR_CORE,512,914.861,1.1,1.787,4.28,0.254
4,allgatherAicpuKernel,AI_CPU,4,735.535,167.563,183.884,205.284,0.204
4,AsStrided,AI_VECTOR_CORE,128,622.733,4.34,4.865,6.18,0.173
4,broadcastAicpuKernel,AI_CPU,4,565.891,131.703,141.473,161.043,0.157
4,MaskedFill,AI_CPU,5,383.788,61.321,76.758,96.142,0.106
4,LogicalNot,AI_VECTOR_CORE,265,375.486,1.18,1.417,1.8,0.104
4,PadV3,MIX_AIV,36,368.168,8.3,10.227,18.561,0.102
4,LogicalAnd,AI_VECTOR_CORE,68,207.864,1.4,3.057,4.16,0.058
4,Tril,AI_VECTOR_CORE,64,162.264,1.94,2.535,3.2,0.045
4,BroadcastTo,AI_VECTOR_CORE,69,120.442,1.34,1.746,2.1,0.033
4,OnesLike,AI_VECTOR_CORE,64,104.443,1.48,1.632,1.88,0.029
4,Cumsum,AI_CPU,1,98.562,98.562,98.562,98.562,0.027
4,MaskedFill,AI_VECTOR_CORE,4,54.821,12.12,13.705,14.44,0.015
4,ZerosLike,AI_VECTOR_CORE,21,31.021,1.26,1.477,1.82,0.009
4,ReduceAny,MIX_AIV,11,28.08,2.08,2.553,3.42,0.008
4,GreaterEqual,AI_VECTOR_CORE,8,21.521,2.28,2.69,3.24,0.006
4,ReduceMax,MIX_AIV,9,21.42,1.96,2.38,2.68,0.006
4,GatherV2,AI_VECTOR_CORE,4,16.34,2.88,4.085,7.56,0.005
4,Sub,AI_VECTOR_CORE,5,13.541,2.3,2.708,2.96,0.004
4,IndexPutV2,AI_VECTOR_CORE,4,11.2,2.66,2.8,2.9,0.003
4,Cos,AI_VECTOR_CORE,4,10.14,2.24,2.535,3.08,0.003
4,Sin,AI_VECTOR_CORE,4,9.62,2.18,2.405,2.94,0.003
4,ReduceSum,MIX_AIV,3,8.561,2.66,2.854,3.1,0.002
4,Fill,AI_VECTOR_CORE,5,7.24,1.24,1.448,2.14,0.002
4,SelectV2,AI_VECTOR_CORE,3,6.38,2,2.127,2.28,0.002
4,LessEqual,AI_VECTOR_CORE,2,5.22,2.38,2.61,2.84,0.001
4,ClipByValueV2,AI_VECTOR_CORE,1,4.24,4.24,4.24,4.24,0.001
4,ArgMaxWithValue,AI_VECTOR_CORE,1,2.64,2.64,2.64,2.64,0.001
