Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4354.71,1288,3.381,0.12,35.95,14.357
host,acl,IndexPutV2_Tiling,61.28,4,15.32,10.43,20.35,12.61
host,acl,NonZero_Tiling,3669.38,1664,2.205,0.19,22.67,5.941
host,communication,Notify_Record,13451.89,524,25.672,20.14,216.03,101.828
host,communication,Notify_Wait,7978.87,524,15.227,13.2,58.56,13.226
host,acl,Slice_Tiling,2480.98,512,4.846,1.89,68.45,46.295
host,acl,aclmdlRICaptureGetInfo,1499,5504,0.272,0.12,34.83,0.257
host,acl,aclnnAdd,10056.3,1027,9.792,6.19,95.98,10.361
host,acl,aclnnAdds,8712.69,1028,8.475,5.71,47.16,3.442
host,acl,aclnnAny,163.29,11,14.845,8.3,40.38,78.111
host,acl,aclnnArange,3895.69,390,9.989,6.98,37.34,3.343
host,acl,aclnnBitwiseAndTensor,1727.4,68,25.403,10.32,97.91,89.058
host,acl,aclnnBitwiseNot,81.62,9,9.069,6.76,14.99,4.802
host,acl,aclnnCat,8048.74,524,15.36,8.77,78.53,16.71
host,acl,aclnnClampMin,14.44,1,14.44,14.44,14.44,0
host,acl,aclnnConstantPadNd,584.09,36,16.225,11.48,50.38,37.969
host,acl,aclnnCos,32.83,4,8.208,7.18,9.49,0.972
host,acl,aclnnCumsum,31.18,1,31.18,31.18,31.18,0
host,acl,aclnnCumsumGetWorkspaceSize,25.33,1,25.33,25.33,25.33,0
host,acl,aclnnEmbedding,55.13,4,13.782,11.15,21.19,18.311
host,acl,aclnnFlashAttentionScore,4617.11,256,18.036,13.82,113.74,51.295
host,acl,aclnnGeScalar,90.07,8,11.259,9.59,15.34,3.093
host,acl,aclnnIndex,40634.73,1604,25.333,10.42,215.31,664.44
host,acl,aclnnIndexGetWorkspaceSize,6854.77,128,53.553,42.01,153.81,164.367
host,acl,aclnnIndexPutImpl,16651.17,516,32.27,24.17,76.41,30.411
host,acl,aclnnIndexPutImplGetWorkspaceSize,16980.92,516,32.909,23.17,77.85,39.426
host,acl,aclnnInplaceCopy,18063.03,2191,8.244,4.95,51.4,6.421
host,acl,aclnnInplaceCopyGetWorkspaceSize,419.6,47,8.928,4.69,42.05,42.015
host,acl,aclnnInplaceFillScalar,208.92,5,41.784,8.22,162.21,3646.684
host,acl,aclnnInplaceMaskedFillScalar,183.48,9,20.387,9.03,59.87,206.098
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,91.82,5,18.364,11.69,31.53,47.61
host,acl,aclnnInplaceOne,546.92,64,8.546,6.59,15.09,1.876
host,acl,aclnnInplaceZero,237.99,21,11.333,7.42,29.05,27.233
host,acl,aclnnLeScalar,24.86,2,12.43,9.21,15.65,10.368
host,acl,aclnnLogicalNot,2144.07,256,8.375,5.86,47.33,7.098
host,acl,aclnnLtScalar,119.82,9,13.313,7.38,32.52,50.816
host,acl,aclnnLtTensor,1994.46,192,10.388,7.01,93,40.512
host,acl,aclnnMatmul,16995.87,1796,9.463,6.88,64.95,6.042
host,acl,aclnnMax,133.87,9,14.874,11.77,19.22,6.65
host,acl,aclnnMaxDim,26.97,1,26.97,26.97,26.97,0
host,acl,aclnnMean,12051.35,1028,11.723,8.76,50.73,6.142
host,acl,aclnnMul,28451.81,3340,8.519,5.51,61.16,5.876
host,acl,aclnnNeg,7497.13,512,14.643,12.23,32.12,2.728
host,acl,aclnnNonzero,107482.61,64,1679.416,752.91,15874.11,3303652.734
host,acl,aclnnNonzeroGetWorkspaceSize,1886.51,64,29.477,25.34,59.57,26.138
host,acl,aclnnNonzeroV2,280243.47,768,364.9,60.4,6030.86,346988.701
host,acl,aclnnNonzeroV2GetWorkspaceSize,15628.23,768,20.349,12.92,65.32,45.981
host,acl,aclnnPowTensorScalar,9189.29,1028,8.939,5.59,35.98,3.475
host,acl,aclnnReduceSum,60.18,3,20.06,12.07,35.89,125.298
host,acl,aclnnRsqrt,7536.85,1028,7.332,5.16,39.51,3.209
host,acl,aclnnSWhere,34.05,3,11.35,9.95,13.18,1.831
host,acl,aclnnSilu,2110.44,256,8.244,5.72,28.43,2.791
host,acl,aclnnSin,41.6,4,10.4,8.6,15.71,9.399
host,acl,aclnnSubs,57.65,5,11.53,9.66,15,3.883
host,acl,aclnnTril,524.7,64,8.198,5.81,12.55,1.126
host,acl,aclrtCreateEventExWithFlag,2481.02,1304,1.903,0.53,61.67,8.015
host,acl,aclrtCtxSetSysParamOpt,16442.5,36290,0.453,0.17,32.53,0.109
host,acl,aclrtDestroyEvent,1158.65,1259,0.92,0.5,89.05,6.254
host,acl,aclrtFree,43.76,4,10.94,8.9,12.16,1.519
host,acl,aclrtGetCurrentContext,215.49,524,0.411,0.33,0.97,0.004
host,acl,aclrtGetDeviceCount,3.99,2,1.995,1.61,2.38,0.148
host,acl,aclrtGetHardwareSyncAddr,966.39,2175,0.444,0.24,2.47,0.024
host,acl,aclrtGetResInCurrentThread,1050.99,3058,0.344,0.1,2.45,0.07
host,acl,aclrtGetStreamAttribute,4744.41,19193,0.247,0.16,37.87,0.104
host,acl,aclrtLaunchKernelWithHostArgs,121518.77,24179,5.026,2.03,115.58,4.194
host,acl,aclrtMallocWithCfg,112.51,4,28.128,18.7,39.91,58.09
host,acl,aclrtMemcpy,17018.14,875,19.449,13.41,93.58,29.602
host,acl,aclrtMemcpyAsync,302.16,47,6.429,3.31,17.97,10.435
host,acl,aclrtQueryEventStatus,239.38,479,0.5,0.25,4.35,0.056
host,acl,aclrtRecordEvent,11515.67,1828,6.3,2.79,59.66,6.386
