Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
2,N/A,PROFILING_ENABLE,48,5,0.020,1789112789463831.982	,1789112789463832.002	
2,OnesLike_5c5e58e043224cccf51a06108010ae13_high_performance_210000000,AI_VECTOR_CORE,47,5803,1.160,1789112789471916.023	,1789112789471917.183	
2,N/A,EVENT_WAIT,45,24534,7.200,1789112789471960.724	,1789112789471967.924	
2,N/A,EVENT_RECORD,47,5804,0.020,1789112789471966.904	,1789112789471966.924	
2,N/A,NOTIFY_RECORD,45,24535,0.100,1789112789472121.807	,1789112789472121.907	
2,N/A,NOTIFY_WAIT,12,35618,8.200,1789112789472207.449	,1789112789472215.649	
2,N/A,NOTIFY_RECORD,10,35618,0.100,1789112789472214.569	,1789112789472214.669	
2,N/A,NOTIFY_WAIT,10,35619,94.661,1789112789472217.269	,1789112789472311.931	
2,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35619,515.650,1789112789472260.850	,1789112789472776.501	
2,N/A,NOTIFY_WAIT,45,24536,6008.620,1789112789472265.170	,1789112789478273.790	
2,N/A,NOTIFY_RECORD_SQE,91,17809,0.020,1789112789472310.911	,1789112789472310.931	
2,N/A,EVENT_WAIT,47,5805,5877.257,1789112789472397.753	,1789112789478275.010	
2,N/A,NOTIFY_WAIT_SQE,90,57145,0.020,1789112789472554.276	,1789112789472554.296	
2,N/A,SDMA_SQE,90,57146,0.680,1789112789472554.376	,1789112789472555.056	
2,N/A,SDMA_SQE,90,57147,0.540,1789112789472555.096	,1789112789472555.636	
2,N/A,WRITE_VALUE_SQE,90,57148,0.340,1789112789472555.656	,1789112789472555.996	
2,N/A,NOTIFY_WAIT_SQE,90,57149,0.020,1789112789472556.016	,1789112789472556.036	
2,N/A,SDMA_SQE,90,57150,0.660,1789112789472556.056	,1789112789472556.716	
2,N/A,WRITE_VALUE_SQE,90,57151,0.340,1789112789472556.736	,1789112789472557.076	
2,N/A,NOTIFY_WAIT_SQE,90,57152,0.680,1789112789472557.096	,1789112789472557.776	
2,N/A,SDMA_SQE,90,57153,0.520,1789112789472557.876	,1789112789472558.396	
2,N/A,WRITE_VALUE_SQE,90,57154,0.960,1789112789472558.416	,1789112789472559.376	
2,N/A,NOTIFY_WAIT_SQE,90,57155,0.020,1789112789472559.396	,1789112789472559.416	
2,N/A,SDMA_SQE,90,57156,1.180,1789112789472559.456	,1789112789472560.636	
2,N/A,WRITE_VALUE_SQE,90,57157,0.960,1789112789472560.656	,1789112789472561.616	
2,N/A,NOTIFY_WAIT_SQE,90,57158,0.020,1789112789472561.636	,1789112789472561.656	
2,N/A,SDMA_SQE,90,57159,0.560,1789112789472561.676	,1789112789472562.236	
2,N/A,WRITE_VALUE_SQE,90,57160,0.940,1789112789472562.256	,1789112789472563.196	
2,N/A,NOTIFY_WAIT_SQE,90,57161,5706.634,1789112789472563.216	,1789112789478269.850	
2,N/A,SDMA_SQE,90,57162,1.160,1789112789478269.870	,1789112789478271.030	
2,N/A,WRITE_VALUE_SQE,90,57163,0.920,1789112789478271.050	,1789112789478271.970	
2,N/A,NOTIFY_WAIT_SQE,90,57164,0.020,1789112789478271.990	,1789112789478272.010	
2,N/A,SDMA_SQE,90,57165,0.700,1789112789478272.030	,1789112789478272.730	
2,N/A,NOTIFY_RECORD_SQE,90,57166,0.020,1789112789478272.750	,1789112789478272.770	
2,N/A,EVENT_RECORD,45,24537,0.020,1789112789478273.810	,1789112789478273.830	
2,N/A,EVENT_RECORD,45,24538,0.020,1789112789478273.970	,1789112789478273.990	
2,N/A,EVENT_RECORD,47,5806,0.020,1789112789478947.904	,1789112789478947.924	
2,N/A,EVENT_WAIT,45,24539,0.000,1789112789478951.624	,1789112789478951.624	
2,N/A,NOTIFY_RECORD,45,24540,0.100,1789112789479145.028	,1789112789479145.128	
2,N/A,NOTIFY_WAIT,12,35620,8.660,1789112789479159.388	,1789112789479168.048	
2,N/A,NOTIFY_RECORD,10,35620,0.100,1789112789479166.988	,1789112789479167.088	
2,N/A,NOTIFY_WAIT,10,35621,171.043,1789112789479169.468	,1789112789479340.512	
2,N/A,NOTIFY_WAIT,45,24541,153.523,1789112789479280.750	,1789112789479434.274	
2,N/A,EVENT_WAIT,47,5807,148.483,1789112789479286.971	,1789112789479435.454	
2,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35621,246.964,1789112789479301.191	,1789112789479548.156	
2,N/A,NOTIFY_RECORD_SQE,91,17810,0.020,1789112789479339.632	,1789112789479339.652	
2,N/A,NOTIFY_WAIT_SQE,90,57167,0.020,1789112789479393.193	,1789112789479393.213	
2,N/A,SDMA_SQE,90,57168,0.680,1789112789479393.233	,1789112789479393.913	
2,N/A,NOTIFY_WAIT_SQE,90,57169,0.020,1789112789479393.933	,1789112789479393.953	
2,N/A,SDMA_SQE,90,57170,1.160,1789112789479393.973	,1789112789479395.133	
2,N/A,NOTIFY_WAIT_SQE,50,3090,2.040,1789112789479394.593	,1789112789479396.633	
2,N/A,WRITE_VALUE_SQE,90,57171,0.980,1789112789479395.153	,1789112789479396.133	
2,N/A,NOTIFY_RECORD_SQE,90,57172,0.000,1789112789479396.153	,1789112789479396.153	
2,N/A,WRITE_VALUE_SQE,90,57173,1.240,1789112789479396.193	,1789112789479397.433	
2,N/A,SDMA_SQE,50,3091,0.500,1789112789479396.733	,1789112789479397.233	
2,N/A,NOTIFY_RECORD_SQE,50,3092,0.020,1789112789479397.253	,1789112789479397.273	
2,N/A,NOTIFY_WAIT_SQE,90,57174,34.941,1789112789479397.453	,1789112789479432.394	
2,N/A,NOTIFY_WAIT_SQE,90,57175,0.020,1789112789479432.474	,1789112789479432.494	
2,N/A,SDMA_SQE,90,57176,0.700,1789112789479432.514	,1789112789479433.214	
2,N/A,NOTIFY_RECORD_SQE,90,57177,0.000,1789112789479433.234	,1789112789479433.234	
2,N/A,EVENT_RECORD,45,24542,0.020,1789112789479434.434	,1789112789479434.454	
2,N/A,EVENT_RECORD,45,24543,0.020,1789112789479434.474	,1789112789479434.494	
2,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,47,5808,1.320,1789112789480559.116	,1789112789480560.436	
2,N/A,EVENT_RECORD,47,5809,0.020,1789112789480586.357	,1789112789480586.377	
2,N/A,EVENT_WAIT,45,24544,0.020,1789112789480590.937	,1789112789480590.957	
2,N/A,NOTIFY_RECORD,45,24545,0.100,1789112789480683.258	,1789112789480683.358	
2,N/A,NOTIFY_RECORD,10,35622,0.100,1789112789480707.299	,1789112789480707.399	
2,N/A,NOTIFY_WAIT,10,35623,56.741,1789112789480710.079	,1789112789480766.820	
2,N/A,NOTIFY_WAIT,12,35622,0.020,1789112789480717.899	,1789112789480717.919	
2,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35623,281.725,1789112789480720.359	,1789112789481002.085	
2,N/A,NOTIFY_WAIT,45,24546,121.262,1789112789480731.259	,1789112789480852.522	
2,N/A,NOTIFY_RECORD_SQE,91,17811,0.000,1789112789480765.920	,1789112789480765.920	
2,N/A,EVENT_WAIT,47,5810,72.601,1789112789480781.180	,1789112789480853.782	
2,N/A,NOTIFY_WAIT_SQE,90,57178,0.020,1789112789480844.162	,1789112789480844.182	
2,N/A,SDMA_SQE,90,57179,0.680,1789112789480844.282	,1789112789480844.962	
2,N/A,NOTIFY_WAIT_SQE,90,57180,0.020,1789112789480844.982	,1789112789480845.002	
2,N/A,SDMA_SQE,90,57181,1.160,1789112789480845.022	,1789112789480846.182	
2,N/A,NOTIFY_WAIT_SQE,50,3093,2.180,1789112789480845.482	,1789112789480847.662	
2,N/A,WRITE_VALUE_SQE,90,57182,0.960,1789112789480846.202	,1789112789480847.162	
2,N/A,NOTIFY_RECORD_SQE,90,57183,0.020,1789112789480847.182	,1789112789480847.202	
2,N/A,WRITE_VALUE_SQE,90,57184,0.940,1789112789480847.222	,1789112789480848.162	
2,N/A,SDMA_SQE,50,3094,0.680,1789112789480847.682	,1789112789480848.362	
2,N/A,NOTIFY_WAIT_SQE,90,57185,2.460,1789112789480848.182	,1789112789480850.642	
2,N/A,NOTIFY_RECORD_SQE,50,3095,0.020,1789112789480848.382	,1789112789480848.402	
2,N/A,NOTIFY_WAIT_SQE,90,57186,0.020,1789112789480850.742	,1789112789480850.762	
2,N/A,SDMA_SQE,90,57187,0.680,1789112789480850.782	,1789112789480851.462	
2,N/A,NOTIFY_RECORD_SQE,90,57188,0.000,1789112789480851.502	,1789112789480851.502	
2,N/A,EVENT_RECORD,45,24547,0.000,1789112789480852.562	,1789112789480852.562	
2,N/A,EVENT_RECORD,45,24548,0.020,1789112789480852.662	,1789112789480852.682	
2,N/A,EVENT_WAIT,45,24549,7.720,1789112789481058.926	,1789112789481066.646	
2,N/A,EVENT_RECORD,47,5811,0.000,1789112789481065.626	,1789112789481065.626	
2,N/A,NOTIFY_RECORD,45,24550,0.100,1789112789481134.628	,1789112789481134.728	
2,N/A,NOTIFY_RECORD,10,35624,0.080,1789112789481157.008	,1789112789481157.088	
2,N/A,NOTIFY_WAIT,12,35624,0.020,1789112789481159.288	,1789112789481159.308	
2,N/A,NOTIFY_WAIT,10,35625,43.200,1789112789481159.988	,1789112789481203.189	
2,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35625,283.185,1789112789481169.328	,1789112789481452.514	
2,N/A,NOTIFY_WAIT,45,24551,219.464,1789112789481180.748	,1789112789481400.213	
2,N/A,NOTIFY_RECORD_SQE,91,17812,0.020,1789112789481202.289	,1789112789481202.309	
2,N/A,EVENT_WAIT,47,5812,173.643,1789112789481227.789	,1789112789481401.433	
2,N/A,NOTIFY_WAIT_SQE,90,57189,0.020,1789112789481255.790	,1789112789481255.810	
2,N/A,SDMA_SQE,90,57190,0.680,1789112789481255.830	,1789112789481256.510	
2,N/A,SDMA_SQE,90,57191,0.560,1789112789481256.550	,1789112789481257.110	
2,N/A,WRITE_VALUE_SQE,90,57192,0.320,1789112789481257.150	,1789112789481257.470	
2,N/A,NOTIFY_WAIT_SQE,90,57193,0.020,1789112789481257.490	,1789112789481257.510	
2,N/A,SDMA_SQE,90,57194,0.720,1789112789481257.530	,1789112789481258.250	
2,N/A,WRITE_VALUE_SQE,90,57195,0.320,1789112789481258.270	,1789112789481258.590	
2,N/A,NOTIFY_WAIT_SQE,90,57196,0.720,1789112789481258.610	,1789112789481259.330	
2,N/A,SDMA_SQE,90,57197,0.540,1789112789481259.410	,1789112789481259.950	
2,N/A,WRITE_VALUE_SQE,90,57198,0.960,1789112789481259.970	,1789112789481260.930	
2,N/A,NOTIFY_WAIT_SQE,90,57199,6.420,1789112789481260.950	,1789112789481267.370	
2,N/A,SDMA_SQE,90,57200,1.180,1789112789481267.390	,1789112789481268.570	
2,N/A,WRITE_VALUE_SQE,90,57201,0.960,1789112789481268.590	,1789112789481269.550	
2,N/A,NOTIFY_WAIT_SQE,90,57202,0.020,1789112789481269.570	,1789112789481269.590	
2,N/A,SDMA_SQE,90,57203,0.580,1789112789481269.610	,1789112789481270.190	
2,N/A,WRITE_VALUE_SQE,90,57204,1.040,1789112789481270.230	,1789112789481271.270	
2,N/A,NOTIFY_WAIT_SQE,90,57205,125.002,1789112789481271.290	,1789112789481396.293	
2,N/A,SDMA_SQE,90,57206,1.160,1789112789481396.333	,1789112789481397.493	
2,N/A,WRITE_VALUE_SQE,90,57207,0.920,1789112789481397.513	,1789112789481398.433	
2,N/A,NOTIFY_WAIT_SQE,90,57208,0.020,1789112789481398.453	,1789112789481398.473	
2,N/A,SDMA_SQE,90,57209,0.700,1789112789481398.493	,1789112789481399.193	
2,N/A,NOTIFY_RECORD_SQE,90,57210,0.000,1789112789481399.213	,1789112789481399.213	
2,N/A,EVENT_RECORD,45,24552,0.000,1789112789481400.393	,1789112789481400.393	
2,N/A,EVENT_RECORD,45,24553,0.000,1789112789481400.433	,1789112789481400.433	
2,N/A,EVENT_WAIT,45,24554,3.620,1789112789481675.418	,1789112789481679.038	
