Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,48,5,0.020,1789111366753357.480	,1789111366753357.500	
0,Fill_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,33258,2.640,1789111366763525.840	,1789111366763528.480	
0,ZerosLike_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,33259,1.760,1789111366763547.640	,1789111366763549.400	
0,N/A,MEMCPY_ASYNC,47,33260,0.660,1789111366764080.340	,1789111366764081.000	
0,Fill_279daeaf6b659300647aba3935d90048_high_performance_210000000,AI_VECTOR_CORE,47,33261,1.400,1789111366764111.420	,1789111366764112.820	
0,Cast_a9b7af94359fc7c19da07ad0790f065c_high_performance_210000000,AI_VECTOR_CORE,47,33262,1.580,1789111366764155.860	,1789111366764157.440	
0,BroadcastTo_c71434db8135ff9089d65053721e3417_high_performance_232000000,AI_VECTOR_CORE,47,33263,1.500,1789111366764171.380	,1789111366764172.880	
0,Cast_9fc020fd54590bb5fe6cf6eabcf7b473_high_performance_210000000,AI_VECTOR_CORE,47,33264,1.420,1789111366764174.240	,1789111366764175.660	
0,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,33265,1.760,1789111366764361.260	,1789111366764363.020	
0,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,33266,5.880,1789111366764429.600	,1789111366764435.480	
0,LessEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,33267,2.760,1789111366764463.420	,1789111366764466.180	
0,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,33268,1.580,1789111366764505.180	,1789111366764506.760	
0,MemSet_1a6864193b99ef93ef38616f04a712ab_high_performance__kernel0,AI_VECTOR_CORE,47,33269,7.100,1789111366764873.980	,1789111366764881.080	
0,NonZero_65ecaa6ea38f647d4d3c19f941ac1e46_high_performance__kernel0,MIX_AIV,47,33270,25.420,1789111366764901.540	,1789111366764926.960	
0,IndexCheck_int64_high_performance_0,AI_VECTOR_CORE,47,33271,12.260,1789111366765122.220	,1789111366765134.480	
