Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,56.03,220.74,0,2.18,0,0
empty_tensor,,,41.49,41.49,0,0,0,0
aten::fill_,"4,8;
",,103.68,123.22,0,2.18,0,0
aclnnInplaceFillScalar,,,19.54,19.54,2.18,2.18,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,37.08,111.01,0,1.54,0,0
aten::empty_like,"4,8;
;
;
;
;
",,35.86,53.29,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,13.15,17.43,0,0,0,0
empty_tensor,,,4.28,4.28,0,0,0,0
aten::zero_,"4,8",,18.45,20.64,0,1.54,0,0
aclnnInplaceZero,,,2.19,2.19,1.54,1.54,0,0
aten::empty,";
;
;
;
;
",,10.53,10.53,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.06,160.2,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,11.13,156.14,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.12,8.82,0,0,0,0
empty_tensor,,,2.7,2.7,0,0,0,0
aten::copy_,"6;
6;
",,136.19,136.19,0,0,0,0
aten::lift_fresh,6,,24.1,24.1,0,0,0,0
aten::detach_,6,,1.46,1.46,0,0,0,0
aten::select,"4,8;
;
",,7.18,47.93,0,0,0,0
aten::as_strided,"4,8;
;
;
",,40.75,40.75,0,0,0,0
aten::slice,"8;
;
;
;
",,4.5,6.59,0,0,0,0
aten::as_strided,"8;
;
;
",,2.09,2.09,0,0,0,0
aten::copy_,"6;
6;
",,117.47,127.61,0,0.76,0,0
aclnnInplaceCopy,,,10.14,10.14,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,6.83,42.23,0,1.6,0,0
aten::empty,";
;
;
;
;
",,3.79,11.76,0,0,0,0
empty_tensor,,,7.97,7.97,0,0,0,0
aten::fill_,";
",,14.98,23.64,0,1.6,0,0
aclnnInplaceFillScalar,,,8.66,8.66,1.6,1.6,0,0
aten::select,"4,8;
;
",,3.62,7.87,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.25,4.25,0,0,0,0
aten::slice,"8;
;
;
;
",,3.13,4.76,0,0,0,0
aten::as_strided,"8;
;
;
",,1.63,1.63,0,0,0,0
aten::view,";
",,4.98,4.98,0,0,0,0
aten::expand,";
;
",,3.51,5.48,0,0,0,0
aten::as_strided,";
;
;
",,1.97,1.97,0,0,0,0
aten::copy_,"6;
6;
",,20.47,27.36,0,4.26,0,0
