Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,90.77,4,22.693,15.52,33.89,57.704
host,acl,IndexCheck_Tiling,4256.72,1288,3.305,0.16,37.65,13.672
host,acl,IndexPutV2_Tiling,44.08,4,11.02,8.53,13.42,4.311
host,acl,NonZero_Tiling,3940.92,1664,2.368,0.22,54.57,8.104
host,communication,Notify_Record,12767.57,524,24.366,20.47,76.74,14.158
host,communication,Notify_Wait,7944.04,524,15.16,13.31,70,11.35
host,acl,Slice_Tiling,2578.67,512,5.036,2.04,68.37,50.722
host,acl,aclmdlRICaptureGetInfo,1525.82,5504,0.277,0.13,2.45,0.036
host,acl,aclnnAdd,9309.75,1027,9.065,5.98,52.81,6.182
host,acl,aclnnAdds,8097.32,1028,7.877,5.44,44.01,2.357
host,acl,aclnnAny,129.8,11,11.8,9.08,19.04,8.279
host,acl,aclnnArange,3542.59,390,9.084,6.98,18.11,0.783
host,acl,aclnnBitwiseAndTensor,618.44,68,9.095,7.32,39.74,15.552
host,acl,aclnnBitwiseNot,82.35,9,9.15,7.21,14.26,3.698
host,acl,aclnnCat,6184.79,520,11.894,5.74,30.16,10.269
host,acl,aclnnClampMin,15.13,1,15.13,15.13,15.13,0
host,acl,aclnnConstantPadNd,548.03,36,15.223,11.58,57.08,53.968
host,acl,aclnnCos,38.82,4,9.705,7.62,11.47,1.973
host,acl,aclnnCumsum,44.36,1,44.36,44.36,44.36,0
host,acl,aclnnCumsumGetWorkspaceSize,30.34,1,30.34,30.34,30.34,0
host,acl,aclnnEmbedding,44,4,11,9.35,12.96,2.178
host,acl,aclnnFlashAttentionScore,4118.53,256,16.088,12.47,126.09,58.9
host,acl,aclnnGeScalar,81.03,8,10.129,8.55,14.62,3.302
host,acl,aclnnIndex,36326.67,1604,22.648,9.83,228.29,638.111
host,acl,aclnnIndexGetWorkspaceSize,7231.2,128,56.494,44.26,187.26,305.685
host,acl,aclnnIndexPutImpl,16945.08,516,32.839,22.61,109.58,58.706
host,acl,aclnnIndexPutImplGetWorkspaceSize,16608.09,516,32.186,24.08,91.24,62.86
host,acl,aclnnInplaceCopy,16352.97,2185,7.484,4.68,41.2,4.881
host,acl,aclnnInplaceCopyGetWorkspaceSize,368.91,45,8.198,4.65,34.04,27.687
host,acl,aclnnInplaceFillScalar,123.15,2,61.575,20.28,102.87,1705.277
host,acl,aclnnInplaceMaskedFillScalar,149.02,9,16.558,7.93,34.15,57.791
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,76.6,5,15.32,13.03,20.28,6.956
host,acl,aclnnInplaceOne,520.62,67,7.77,5.87,12.72,1.577
host,acl,aclnnInplaceZero,117.54,9,13.06,8.85,38.32,80.672
host,acl,aclnnLeScalar,25.67,2,12.835,8.81,16.86,16.201
host,acl,aclnnLogicalNot,2025.44,256,7.912,6.9,13.88,0.521
host,acl,aclnnLtScalar,90.13,9,10.014,7.27,13.81,4.749
host,acl,aclnnLtTensor,1727.99,192,9,7.92,56.93,12.265
host,acl,aclnnMatmul,16138.99,1796,8.986,6.55,40.79,2.704
host,acl,aclnnMax,109.42,9,12.158,10.3,16.31,2.663
host,acl,aclnnMaxDim,26,1,26,26,26,0
host,acl,aclnnMean,11149.27,1028,10.846,7.99,44.91,5.915
host,acl,aclnnMul,26601.44,3340,7.965,5.24,50.96,4.141
host,acl,aclnnNeg,5795.45,512,11.319,6.81,45.94,11.479
host,acl,aclnnNonzero,30871.4,64,482.366,93.27,4039.1,268750.822
host,acl,aclnnNonzeroGetWorkspaceSize,1833.83,64,28.654,24.37,64.48,28.486
host,acl,aclnnNonzeroV2,146709.14,768,191.028,61.05,2320.13,68602.813
host,acl,aclnnNonzeroV2GetWorkspaceSize,15541.12,768,20.236,13.33,77.64,48.764
host,acl,aclnnPowTensorScalar,8416.72,1028,8.187,5.17,41.22,3.68
host,acl,aclnnReduceSum,50.68,3,16.893,11.01,28.4,66.213
host,acl,aclnnRsqrt,6953.37,1028,6.764,4.72,14.04,1.11
host,acl,aclnnSWhere,34.9,3,11.633,9.65,15.24,6.526
host,acl,aclnnSilu,2067.81,256,8.077,6.01,11.96,0.919
host,acl,aclnnSin,34.98,4,8.745,6.8,11.54,3.04
host,acl,aclnnSubs,55.59,5,11.118,9.5,12.73,1.631
host,acl,aclnnTril,495.57,64,7.743,6.26,14.18,1.032
host,acl,aclrtCreateEventExWithFlag,2632.34,1304,2.019,0.52,51.18,9.318
host,acl,aclrtCtxSetSysParamOpt,17158.01,36246,0.473,0.18,44.77,0.259
host,acl,aclrtDestroyEvent,1736.16,1361,1.276,0.32,104.86,10.033
host,acl,aclrtFree,28.72,4,7.18,5.3,9.65,2.461
host,acl,aclrtGetCurrentContext,233.3,524,0.445,0.33,1.33,0.004
host,acl,aclrtGetDeviceCount,4.42,2,2.21,1.08,3.34,1.277
host,acl,aclrtGetHardwareSyncAddr,1058.29,2175,0.487,0.25,1.81,0.029
host,acl,aclrtGetResInCurrentThread,1040.62,3054,0.341,0.11,4,0.069
host,acl,aclrtGetStreamAttribute,5151.44,19171,0.269,0.18,30.35,0.049
host,acl,aclrtLaunchKernelWithHostArgs,118487.99,23197,5.108,2.08,115.64,4.278
host,acl,aclrtMallocWithCfg,66.38,4,16.595,12.4,20.39,12.182
host,acl,aclrtMemcpy,17123.42,857,19.981,14.76,77.51,21.293
host,acl,aclrtMemcpyAsync,283.68,45,6.304,2.69,19.21,10.353
host,acl,aclrtQueryEventStatus,361.01,581,0.621,0.27,2.36,0.035
host,acl,aclrtRecordEvent,11291.58,1828,6.177,2.96,32.12,3.988
host,acl,aclrtRecordNotify,5148.76,1048,4.913,3.46,45.18,3.237
host,acl,aclrtStreamGetId,393.08,1048,0.375,0.2,27.15,0.692
host,acl,aclrtStreamWaitEvent,6845.24,1304,5.249,4.12,41.52,3.938
host,acl,aclrtSynchronizeDeviceWithTimeout,1746.6,6,291.1,18.3,1092.74,135353.129
host,acl,aclrtSynchronizeStream,126886.57,833,152.325,9.01,3855.63,85768.578
host,acl,aclrtSynchronizeStreamWithTimeout,6658.5,856,7.779,1.68,1957.41,7640.036
host,acl,aclrtWaitAndResetNotify,5329.92,1572,3.391,1.13,9.48,2.604
host,acl,hcom_allGather_,555.46,4,138.865,132.07,145.51,26.589
host,acl,hcom_allReduce_,70345.26,516,136.328,113.25,436.63,483.3
host,acl,hcom_broadcast_,664.15,4,166.038,148.41,190.99,240.512
host,node,launch,367978.29,23721,15.513,2.6,3905.59,4466.789
