Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PROFILING_ENABLE,48,5,0.020,1789112443881706.552	,1789112443881706.572	
1,Fill_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,451,2.080,1789112443890505.428	,1789112443890507.508	
1,ZerosLike_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,452,1.600,1789112443890537.389	,1789112443890538.989	
1,N/A,MEMCPY_ASYNC,47,453,0.780,1789112443890801.574	,1789112443890802.354	
1,Fill_279daeaf6b659300647aba3935d90048_high_performance_210000000,AI_VECTOR_CORE,47,454,1.540,1789112443890862.495	,1789112443890864.035	
1,Cast_a9b7af94359fc7c19da07ad0790f065c_high_performance_210000000,AI_VECTOR_CORE,47,455,1.360,1789112443890920.297	,1789112443890921.657	
1,BroadcastTo_c71434db8135ff9089d65053721e3417_high_performance_232000000,AI_VECTOR_CORE,47,456,1.500,1789112443890922.977	,1789112443890924.477	
1,Cast_9fc020fd54590bb5fe6cf6eabcf7b473_high_performance_210000000,AI_VECTOR_CORE,47,457,1.620,1789112443890942.277	,1789112443890943.897	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,458,1.760,1789112443891079.140	,1789112443891080.900	
1,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,459,2.980,1789112443891122.601	,1789112443891125.581	
1,LessEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,460,2.640,1789112443891158.401	,1789112443891161.041	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,461,1.420,1789112443891181.582	,1789112443891183.002	
1,Range_a32d70ed63082227463347a44bd5a08e_high_performance__kernel0,AI_VECTOR_CORE,47,462,7.720,1789112443891302.404	,1789112443891310.124	
1,LogicalNot_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,463,1.380,1789112443891364.585	,1789112443891365.965	
1,N/A,MEMCPY_ASYNC,47,464,0.740,1789112443891434.427	,1789112443891435.167	
1,MaskedFill,AI_CPU,47,465,92.001,1789112443891503.408	,1789112443891595.410	
1,ArgMaxWithValue_65b8831ee054f9f32f9460360bd29bf1_high_performance_5,AI_VECTOR_CORE,47,466,2.260,1789112443891595.430	,1789112443891597.690	
1,Cast_e87590d11ccda8b259ab6b1ea7212319_high_performance_210000000,AI_VECTOR_CORE,47,467,1.280,1789112443891597.710	,1789112443891598.990	
1,Less_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,468,2.980,1789112443891599.010	,1789112443891601.990	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,469,1.260,1789112443891603.070	,1789112443891604.330	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,470,1.260,1789112443891700.532	,1789112443891701.792	
1,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,471,2.220,1789112443891723.993	,1789112443891726.213	
1,ReduceMax_50ece6b17b86ccdf70cfb9e03e3196c5_high_performance_1000500,MIX_AIV,47,472,1.560,1789112443891755.033	,1789112443891756.593	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,473,1.240,1789112443891993.318	,1789112443891994.558	
1,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,474,2.140,1789112443892026.419	,1789112443892028.559	
1,LessEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,475,2.540,1789112443892050.419	,1789112443892052.959	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,476,1.300,1789112443892072.320	,1789112443892073.620	
1,ReduceMax_50ece6b17b86ccdf70cfb9e03e3196c5_high_performance_1000500,MIX_AIV,47,477,1.320,1789112443892149.701	,1789112443892151.021	
1,Range_a32d70ed63082227463347a44bd5a08e_high_performance__kernel0,AI_VECTOR_CORE,47,478,4.860,1789112443892228.663	,1789112443892233.523	
1,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,47,479,1.420,1789112443892270.443	,1789112443892271.864	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,480,1.160,1789112443892299.284	,1789112443892300.444	
1,Cumsum,AI_CPU,47,481,65.001,1789112443892391.726	,1789112443892456.727	
1,Sub_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,482,2.980,1789112443892456.767	,1789112443892459.747	
1,ClipByValueV2_a32d70ed63082227463347a44bd5a08e_high_performance_220000000,AI_VECTOR_CORE,47,483,5.440,1789112443892460.607	,1789112443892466.047	
1,Less_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_223000000,AI_VECTOR_CORE,47,484,2.740,1789112443892499.148	,1789112443892501.888	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_50000400,MIX_AIV,47,485,3.320,1789112443892519.468	,1789112443892522.789	
1,GreaterEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_223000000,AI_VECTOR_CORE,47,486,2.960,1789112443892612.850	,1789112443892615.810	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_50000400,MIX_AIV,47,487,2.360,1789112443892627.331	,1789112443892629.691	
1,GreaterEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_223000000,AI_VECTOR_CORE,47,488,2.480,1789112443892694.712	,1789112443892697.192	
1,Less_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_223000000,AI_VECTOR_CORE,47,489,2.320,1789112443892714.532	,1789112443892716.852	
1,LogicalAnd_91d2a3cdd75d915a368582ec5f440af1_high_performance_210000000,AI_VECTOR_CORE,47,490,1.380,1789112443892770.713	,1789112443892772.094	
1,Sub_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,491,2.360,1789112443892796.854	,1789112443892799.214	
1,LogicalNot_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,492,1.240,1789112443892811.534	,1789112443892812.774	
1,N/A,MEMCPY_ASYNC,47,493,0.760,1789112443892868.555	,1789112443892869.315	
1,MaskedFill,AI_CPU,47,494,55.241,1789112443892905.356	,1789112443892960.597	
1,GatherV2_7869a97190b9b4d296d9414a005b954b_high_precision_900015010,AI_VECTOR_CORE,47,495,3.680,1789112443892960.617	,1789112443892964.297	
1,LogicalNot_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,496,1.320,1789112443892980.898	,1789112443892982.218	
1,N/A,MEMCPY_ASYNC,47,497,0.680,1789112443893036.019	,1789112443893036.699	
1,MaskedFill_56fa5818fd7054b95187cc25e525baa3_high_performance_299900007,AI_VECTOR_CORE,47,498,16.120,1789112443893055.979	,1789112443893072.100	
1,N/A,EVENT_RECORD,47,499,0.020,1789112443893158.081	,1789112443893158.101	
1,N/A,EVENT_WAIT,45,18576,0.020,1789112443893170.621	,1789112443893170.641	
1,N/A,NOTIFY_RECORD,45,18577,0.100,1789112443893307.744	,1789112443893307.844	
1,N/A,NOTIFY_WAIT,12,33542,3.880,1789112443893374.266	,1789112443893378.146	
1,N/A,NOTIFY_RECORD,10,33542,0.100,1789112443893377.086	,1789112443893377.186	
1,N/A,NOTIFY_WAIT,10,33543,47.721,1789112443893379.626	,1789112443893427.347	
1,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,33543,560.431,1789112443893395.706	,1789112443893956.137	
1,N/A,NOTIFY_WAIT,45,18578,374.927,1789112443893404.646	,1789112443893779.574	
1,N/A,NOTIFY_RECORD_SQE,91,16771,0.000,1789112443893426.327	,1789112443893426.327	
1,N/A,EVENT_WAIT,47,500,288.905,1789112443893491.768	,1789112443893780.674	
1,N/A,NOTIFY_WAIT_SQE,90,42719,0.020,1789112443893742.773	,1789112443893742.793	
1,N/A,SDMA_SQE,90,42720,0.700,1789112443893742.813	,1789112443893743.513	
1,N/A,NOTIFY_RECORD_SQE,90,42721,0.000,1789112443893743.533	,1789112443893743.533	
1,N/A,SDMA_SQE,90,42722,0.600,1789112443893743.573	,1789112443893744.173	
