Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
1,0,109036.24700000005,3853.62,0.0,3853.62,76184.61099999846,189074.5,0,3853.62,986.75
1,1,70639.39500000003,15321.243000000004,0.0,15321.243000000004,127776.73200000013,213737.5,0,15321.243000000004,176.0
1,2,70242.4829999999,15104.971999999996,0.0,15104.971999999996,133494.33799999984,218841.75,0,15104.971999999996,162.5
1,3,70163.37000000007,103817.00899999999,0.0,103817.00899999999,94804.21100000026,268784.5,0,103817.00899999999,188.5
