Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,83.7,4,20.925,16.57,31.78,39.708
host,acl,IndexCheck_Tiling,3876.24,1288,3.01,0.12,23.09,9.293
host,acl,IndexPutV2_Tiling,41.57,4,10.393,8.7,14.77,6.437
host,acl,NonZero_Tiling,3742.41,1664,2.249,0.18,24.38,5.162
host,communication,Notify_Record,13649.48,524,26.049,21.15,63.1,11.983
host,communication,Notify_Wait,7931.35,524,15.136,12.74,57.04,4.677
host,acl,Slice_Tiling,2591.73,512,5.062,1.89,41.19,43.336
host,acl,Transpose_Tiling,330.37,128,2.581,0.25,14.15,5.769
host,acl,aclmdlRICaptureGetInfo,1467.48,5504,0.267,0.12,1.08,0.035
host,acl,aclnnAdd,9252.45,1027,9.009,5.75,23.4,2.5
host,acl,aclnnAdds,7612.94,1028,7.406,5.09,24.56,1.642
host,acl,aclnnAny,124.2,11,11.291,8.2,22.18,14.141
host,acl,aclnnArange,3548.94,390,9.1,7.12,22.2,1.746
host,acl,aclnnBitwiseAndTensor,549.47,68,8.08,7.42,14.58,0.976
host,acl,aclnnBitwiseNot,81.1,9,9.011,7.44,15.16,5.509
host,acl,aclnnCat,7093.95,520,13.642,8.46,32.73,3.4
host,acl,aclnnClampMin,12.21,1,12.21,12.21,12.21,0
host,acl,aclnnConstantPadNd,186.32,12,15.527,12.88,21.87,7.34
host,acl,aclnnCos,35.79,4,8.948,6.32,13.28,6.782
host,acl,aclnnCumsum,28.01,1,28.01,28.01,28.01,0
host,acl,aclnnCumsumGetWorkspaceSize,24.72,1,24.72,24.72,24.72,0
host,acl,aclnnEmbedding,50.82,4,12.705,10.34,18.03,9.883
host,acl,aclnnFlashAttentionScore,4107.93,256,16.047,12.06,33.02,11.274
host,acl,aclnnGeScalar,77.33,8,9.666,8.36,12.73,1.859
host,acl,aclnnIndex,38569.6,1604,24.046,10.48,146.92,701.955
host,acl,aclnnIndexGetWorkspaceSize,7192.79,128,56.194,51.95,94.21,29.77
host,acl,aclnnIndexPutImpl,16237.65,516,31.468,22.73,105.96,53.742
host,acl,aclnnIndexPutImplGetWorkspaceSize,16091.64,516,31.185,23.26,61.8,20.532
host,acl,aclnnInplaceCopy,15275.15,2161,7.069,4.43,40.23,3.266
host,acl,aclnnInplaceCopyGetWorkspaceSize,226.28,21,10.775,5.26,21.15,16.19
host,acl,aclnnInplaceFillScalar,77.56,2,38.78,21.49,56.07,298.944
host,acl,aclnnInplaceMaskedFillScalar,136.14,9,15.127,6.95,25.22,35.59
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,64.39,5,12.878,10.82,14.78,2.004
host,acl,aclnnInplaceOne,528.63,67,7.89,5.96,10.92,1.168
host,acl,aclnnInplaceZero,94.03,9,10.448,8.05,21.78,16.646
host,acl,aclnnLeScalar,28.64,2,14.32,8.13,20.51,38.316
host,acl,aclnnLogicalNot,1911.27,256,7.466,6.46,9.94,0.348
host,acl,aclnnLtScalar,91.15,9,10.128,8.12,14,3.005
host,acl,aclnnLtTensor,1589.83,192,8.28,7.2,14.81,0.68
host,acl,aclnnMatmul,15389.16,1796,8.569,5.52,28.72,1.34
host,acl,aclnnMax,112.31,9,12.479,9.71,16.35,3.316
host,acl,aclnnMaxDim,20.79,1,20.79,20.79,20.79,0
host,acl,aclnnMean,10577.87,1028,10.29,7.79,37.37,2.074
host,acl,aclnnMul,26033.71,3340,7.795,4.98,65.84,4.169
host,acl,aclnnNeg,6728.26,512,13.141,11.22,24.92,1.68
host,acl,aclnnNonzero,6217.93,64,97.155,87.48,141.98,73.705
host,acl,aclnnNonzeroGetWorkspaceSize,1814.95,64,28.359,26.84,45.75,5.258
host,acl,aclnnNonzeroV2,125636.62,768,163.589,56.97,2853.38,94061.523
host,acl,aclnnNonzeroV2GetWorkspaceSize,15195.49,768,19.786,13.09,47.79,33.68
host,acl,aclnnPowTensorScalar,8280.03,1028,8.055,4.76,22.78,1.475
host,acl,aclnnReduceSum,53.26,3,17.753,9.54,32.52,109.486
host,acl,aclnnRsqrt,6721.34,1028,6.538,4.45,20.06,1.188
host,acl,aclnnSWhere,32.83,3,10.943,9.67,12.17,1.043
host,acl,aclnnSilu,2013.85,256,7.867,5.38,11.24,0.463
host,acl,aclnnSin,34.23,4,8.558,5.74,12.28,5.572
host,acl,aclnnSubs,51.98,5,10.396,8.13,14.75,5.893
host,acl,aclnnTril,443.24,64,6.926,4.96,10.78,0.932
host,acl,aclrtCreateEventExWithFlag,2870.06,1304,2.201,0.55,22.13,7.059
host,acl,aclrtCtxSetSysParamOpt,15387.56,36150,0.426,0.17,12.24,0.062
host,acl,aclrtDestroyEvent,1498.26,1452,1.032,0.5,11.01,0.264
host,acl,aclrtFree,27.66,4,6.915,5.24,8.84,1.697
host,acl,aclrtGetCurrentContext,286.51,524,0.547,0.3,0.85,0.009
host,acl,aclrtGetDeviceCount,3.93,2,1.965,1.46,2.47,0.255
host,acl,aclrtGetHardwareSyncAddr,1020.07,2151,0.474,0.23,26.61,0.347
host,acl,aclrtGetResInCurrentThread,1095.22,3006,0.364,0.1,1.46,0.086
host,acl,aclrtGetStreamAttribute,4759.68,19123,0.249,0.17,13.12,0.02
host,acl,aclrtLaunchKernelWithHostArgs,119428.73,24109,4.954,2.06,61.84,2.358
host,acl,aclrtMallocWithCfg,67.67,4,16.918,12.4,24.88,24.651
host,acl,aclrtMemcpy,15939.29,857,18.599,13.22,43.41,19.464
host,acl,aclrtMemcpyAsync,152.45,21,7.26,3.06,12.41,7.288
host,acl,aclrtQueryEventStatus,366.77,672,0.546,0.26,4.71,0.089
host,acl,aclrtRecordEvent,11145.98,1828,6.097,2.79,28.31,4.831
host,acl,aclrtRecordNotify,5003.85,1048,4.775,3.52,14.55,0.976
host,acl,aclrtStreamGetId,406.72,1048,0.388,0.2,9.1,0.091
host,acl,aclrtStreamWaitEvent,6639.12,1304,5.091,3.95,10.37,0.8
host,acl,aclrtSynchronizeDeviceWithTimeout,1397.65,6,232.942,13.72,965.13,109492.365
host,acl,aclrtSynchronizeStream,83553.86,833,100.305,6.82,2773.84,84555.514
host,acl,aclrtSynchronizeStreamWithTimeout,4165.13,856,4.866,1.39,2145.05,5359.38
host,acl,aclrtWaitAndResetNotify,5404.63,1572,3.438,1.1,8.1,2.728
host,acl,hcom_allGather_,594.67,4,148.668,136.64,159.05,71.058
host,acl,hcom_allReduce_,76626.91,516,148.502,119.34,533.78,783.999
host,acl,hcom_broadcast_,671.8,4,167.95,159.36,180.05,59.087
host,node,launch,331418.95,24633,13.454,2.51,2811.06,3811.542
