Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
1,MatMulV2,AI_CORE,1796,112941.581,7.46,62.885,603.612,26.646
1,allreduceAicpuKernel,AI_CPU,516,102376.365,157.763,198.404,560.431,24.153
1,IndexPut,AI_CPU,512,79874.8,135.483,156.005,266.825,18.845
1,Index,AI_CPU,128,26342.947,174.664,205.804,383.008,6.215
1,FlashAttentionScore,MIX_AIC,256,17372.347,61.641,67.861,83.202,4.099
1,Mul,AI_VECTOR_CORE,3340,14434.882,1.48,4.322,15,3.406
1,Index,AI_VECTOR_CORE,1476,12201.946,6.72,8.267,14.761,2.879
1,Pows,AI_VECTOR_CORE,1028,7127.577,1.8,6.933,17.281,1.682
1,ReduceMean,MIX_AIV,1028,6390.846,1.84,6.217,11.42,1.508
1,MemSet,AI_VECTOR_CORE,844,6320.425,5.5,7.489,18.14,1.491
1,IndexCheck,AI_VECTOR_CORE,2120,5102.025,1.86,2.407,3.98,1.204
1,Transpose,AI_VECTOR_CORE,320,4973.362,12.86,15.542,24.661,1.173
1,Slice,AI_VECTOR_CORE,2048,4601.214,1.34,2.247,3.64,1.086
1,Cast,AI_VECTOR_CORE,2078,4283.029,1.1,2.061,7.66,1.01
1,Add,AI_VECTOR_CORE,2055,4037.804,1.16,1.965,7.88,0.953
1,NonZero,MIX_AIV,832,2808.956,2.7,3.376,6.24,0.663
1,Range,AI_VECTOR_CORE,390,2474.691,4.86,6.345,9.62,0.584
1,ConcatD,AI_VECTOR_CORE,520,2208.784,3.82,4.248,17.88,0.521
1,Rsqrt,AI_VECTOR_CORE,1028,1283.024,1.08,1.248,1.84,0.303
1,AsStrided,AI_VECTOR_CORE,256,1055.339,3.18,4.122,6.12,0.249
1,Swish,AI_VECTOR_CORE,256,1050.199,2.8,4.102,7.82,0.248
1,Neg,AI_VECTOR_CORE,512,898.239,1.18,1.754,3.48,0.212
1,broadcastAicpuKernel,AI_CPU,4,720.454,160.563,180.114,195.544,0.17
1,allgatherAicpuKernel,AI_CPU,4,681.814,151.723,170.453,183.324,0.161
1,Less,AI_VECTOR_CORE,201,557.228,2.3,2.772,3.32,0.131
1,MaskedFill,AI_CPU,5,415.748,55.241,83.15,108.622,0.098
1,LogicalNot,AI_VECTOR_CORE,265,396.765,1.24,1.497,1.96,0.094
1,LogicalAnd,AI_VECTOR_CORE,68,211.385,1.38,3.109,3.56,0.05
1,Tril,AI_VECTOR_CORE,64,178.342,2.62,2.787,3.1,0.042
1,PadV3,MIX_AIV,12,153.264,9.58,12.772,16.98,0.036
1,OnesLike,AI_VECTOR_CORE,67,111.103,1.5,1.658,1.92,0.026
1,Cumsum,AI_CPU,1,65.001,65.001,65.001,65.001,0.015
1,GatherV2,AI_VECTOR_CORE,4,34.621,3.68,8.655,10.68,0.008
1,MaskedFill,AI_VECTOR_CORE,4,27.121,3.36,6.78,16.121,0.006
1,GreaterEqual,AI_VECTOR_CORE,8,21.841,2.38,2.73,3.16,0.005
1,ReduceAny,MIX_AIV,11,18.301,1.22,1.664,3.32,0.004
1,ReduceMax,MIX_AIV,9,16.401,1.32,1.822,2.14,0.004
1,ZerosLike,AI_VECTOR_CORE,9,14.66,1.42,1.629,1.94,0.003
1,Sub,AI_VECTOR_CORE,5,12.66,2.36,2.532,2.98,0.003
1,IndexPutV2,AI_VECTOR_CORE,4,9.3,2.26,2.325,2.36,0.002
1,Cos,AI_VECTOR_CORE,4,8.7,2.04,2.175,2.42,0.002
1,Sin,AI_VECTOR_CORE,4,8.36,1.96,2.09,2.36,0.002
1,BroadcastTo,AI_VECTOR_CORE,5,8.18,1.44,1.636,1.92,0.002
1,ReduceSum,MIX_AIV,3,7.34,2.14,2.446,2.98,0.002
1,SelectV2,AI_VECTOR_CORE,3,7.18,2.34,2.393,2.48,0.002
1,ClipByValueV2,AI_VECTOR_CORE,1,5.44,5.44,5.44,5.44,0.001
1,LessEqual,AI_VECTOR_CORE,2,5.18,2.54,2.59,2.64,0.001
1,Fill,AI_VECTOR_CORE,2,3.62,1.54,1.81,2.08,0.001
1,ArgMaxWithValue,AI_VECTOR_CORE,1,2.26,2.26,2.26,2.26,0.001
