Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,37.98,177.11,0,2.26,0,0
empty_tensor,,,29.95,29.95,0,0,0,0
aten::fill_,"4,8;
",,90.04,109.18,0,2.26,0,0
aclnnInplaceFillScalar,,,19.14,19.14,2.26,2.26,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,15.0,71.17,0,1.72025,0,0
aten::empty_like,"4,8;
;
;
;
;
",,12.86,29.9,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,12.16,17.04,0,0,0,0
empty_tensor,,,4.88,4.88,0,0,0,0
aten::zero_,"4,8",,21.73,26.27,0,1.72025,0,0
aclnnInplaceZero,,,4.54,4.54,1.72025,1.72025,0,0
aten::empty,";
;
;
;
;
",,20.37,20.37,0,0,0,0
aten::to,"6;
;
;
;
;
",,6.85,394.01,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,11.68,387.16,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,44.73,48.0,0,0,0,0
empty_tensor,,,3.27,3.27,0,0,0,0
aten::copy_,"6;
6;
",,327.48,327.48,0,0,0,0
aten::lift_fresh,6,,5.02,5.02,0,0,0,0
aten::detach_,6,,2.23,2.23,0,0,0,0
aten::select,"4,8;
;
",,16.06,24.87,0,0,0,0
aten::as_strided,"4,8;
;
;
",,8.81,8.81,0,0,0,0
aten::slice,"8;
;
;
;
",,6.2,8.22,0,0,0,0
aten::as_strided,"8;
;
;
",,2.02,2.02,0,0,0,0
aten::copy_,"6;
6;
",,113.55,127.53,0,0.76025,0,0
aclnnInplaceCopy,,,13.98,13.98,0.76025,0.76025,0,0
aten::scalar_tensor,";
;
;
;
",,9.35,43.0,0,1.36,0,0
aten::empty,";
;
;
;
;
",,3.71,9.93,0,0,0,0
empty_tensor,,,6.22,6.22,0,0,0,0
aten::fill_,";
",,19.53,23.72,0,1.36,0,0
aclnnInplaceFillScalar,,,4.19,4.19,1.36,1.36,0,0
aten::select,"4,8;
;
",,7.8,11.85,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.05,4.05,0,0,0,0
aten::slice,"8;
;
;
;
",,4.96,7.42,0,0,0,0
aten::as_strided,"8;
;
;
",,2.46,2.46,0,0,0,0
aten::view,";
",,3.61,3.61,0,0,0,0
aten::expand,";
;
",,6.41,9.38,0,0,0,0
aten::as_strided,";
;
;
",,2.97,2.97,0,0,0,0
aten::copy_,"6;
6;
",,18.84,21.91,0,4.12,0,0
aclnnInplaceCopy,,,3.07,3.07,4.12,4.12,0,0
aten::empty,";
;
;
;
;
",,6.65,6.65,0,0,0,0
aten::to,"8;
;
;
;
;
",,5.33,101.33,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,6.59,96.0,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.53,9.17,0,0,0,0
empty_tensor,,,2.64,2.64,0,0,0,0
aten::copy_,"8;
8;
",,80.24,80.24,0,0,0,0
aten::lift_fresh,8,,1.76,1.76,0,0,0,0
aten::detach_,8,,1.05,1.05,0,0,0,0
aten::select,"4,8;
;
",,6.32,10.07,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.75,3.75,0,0,0,0
aten::copy_,"8;
8;
",,45.11,52.2,0,0.64,0,0
aclnnInplaceCopy,,,7.09,7.09,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,6.27,32.26,0,1.24,0,0
