Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
2,allreduceAicpuKernel,AI_CPU,516,105742.635,165.483,204.928,566.671,29.492
2,IndexPut,AI_CPU,512,77337.709,125.603,151.05,225.125,21.57
2,MatMulV2,AI_CORE,1796,40455.063,9.66,22.525,168.063,11.283
2,Index,AI_CPU,128,25348.169,171.864,198.033,358.307,7.07
2,Mul,AI_VECTOR_CORE,3340,16880.147,1.36,5.054,14.36,4.708
2,Index,AI_VECTOR_CORE,1476,12584.95,6.74,8.526,17.54,3.51
2,Pows,AI_VECTOR_CORE,1028,8254.99,1.6,8.03,16.941,2.302
2,MemSet,AI_VECTOR_CORE,868,8063.079,5.38,9.289,24.501,2.249
2,FlashAttentionScore,MIX_AIC,256,7910.821,27.201,30.902,42.061,2.206
2,Slice,AI_VECTOR_CORE,2176,7670.876,1.32,3.525,7.28,2.139
2,IndexCheck,AI_VECTOR_CORE,2120,7397.523,2.1,3.489,11.52,2.063
2,ReduceMean,MIX_AIV,1028,7337.004,1.7,7.137,13.78,2.046
2,Cast,AI_VECTOR_CORE,2212,7242.306,1.06,3.274,12.8,2.02
2,Add,AI_VECTOR_CORE,2055,5488.25,1.1,2.671,12.44,1.531
2,NonZero,MIX_AIV,832,4104.941,4.36,4.934,8.52,1.145
2,Range,AI_VECTOR_CORE,390,3091.541,4.4,7.927,13.18,0.862
2,Transpose,AI_VECTOR_CORE,128,2497.069,15.5,19.508,24.801,0.696
2,ConcatD,AI_VECTOR_CORE,524,2210.43,3.88,4.218,16.041,0.617
2,Less,AI_VECTOR_CORE,201,1568.068,2.18,7.801,10.28,0.437
2,Rsqrt,AI_VECTOR_CORE,1028,1276.529,1,1.242,1.9,0.356
2,Swish,AI_VECTOR_CORE,256,1187.425,2.9,4.638,11.34,0.331
2,Neg,AI_VECTOR_CORE,512,910.079,1.08,1.777,4.32,0.254
2,allgatherAicpuKernel,AI_CPU,4,730.715,166.724,182.679,190.504,0.204
2,AsStrided,AI_VECTOR_CORE,128,618.352,4.32,4.831,6.42,0.172
2,broadcastAicpuKernel,AI_CPU,4,577.471,139.563,144.368,151.843,0.161
2,MaskedFill,AI_CPU,5,416.428,64.081,83.286,114.202,0.116
2,LogicalNot,AI_VECTOR_CORE,265,375.069,1.18,1.415,2.1,0.105
2,PadV3,MIX_AIV,36,368.108,8.36,10.225,18.56,0.103
2,LogicalAnd,AI_VECTOR_CORE,68,206.704,1.44,3.04,4.12,0.058
2,Tril,AI_VECTOR_CORE,64,155.963,1.94,2.437,3.2,0.043
2,BroadcastTo,AI_VECTOR_CORE,69,120.082,1.34,1.74,2.08,0.033
2,OnesLike,AI_VECTOR_CORE,64,104.242,1.48,1.629,1.88,0.029
2,Cumsum,AI_CPU,1,62.181,62.181,62.181,62.181,0.017
2,MaskedFill,AI_VECTOR_CORE,4,51.301,11.58,12.825,13.96,0.014
2,ZerosLike,AI_VECTOR_CORE,21,30.522,1.26,1.453,1.74,0.009
2,ReduceAny,MIX_AIV,11,27.541,2.08,2.504,3.2,0.008
2,ReduceMax,MIX_AIV,9,22.341,1.92,2.482,3.18,0.006
2,GreaterEqual,AI_VECTOR_CORE,8,20.981,2.32,2.623,2.92,0.006
2,GatherV2,AI_VECTOR_CORE,4,16.64,2.88,4.16,7.76,0.005
2,Sub,AI_VECTOR_CORE,5,13.54,2.26,2.708,3,0.004
2,IndexPutV2,AI_VECTOR_CORE,4,11.4,2.76,2.85,3.06,0.003
2,Cos,AI_VECTOR_CORE,4,10.04,2.28,2.51,3.08,0.003
2,Sin,AI_VECTOR_CORE,4,9.921,2.2,2.48,3.08,0.003
2,ReduceSum,MIX_AIV,3,8.52,2.7,2.84,2.96,0.002
2,Fill,AI_VECTOR_CORE,5,7.58,1.24,1.516,2.32,0.002
2,SelectV2,AI_VECTOR_CORE,3,6.161,1.9,2.054,2.18,0.002
2,LessEqual,AI_VECTOR_CORE,2,5.26,2.42,2.63,2.84,0.001
2,ClipByValueV2,AI_VECTOR_CORE,1,4.52,4.52,4.52,4.52,0.001
2,ArgMaxWithValue,AI_VECTOR_CORE,1,2.76,2.76,2.76,2.76,0.001
