Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4552.18,1288,3.534,0.15,30.06,12.207
host,acl,IndexPutV2_Tiling,72.24,4,18.06,16.51,21.56,4.22
host,acl,NonZero_Tiling,3566.99,1664,2.144,0.19,33.77,5.078
host,communication,Notify_Record,16276.79,524,31.063,20.39,169.09,134.088
host,communication,Notify_Wait,10235.87,524,19.534,13.01,76.44,57.925
host,acl,Slice_Tiling,3488.99,512,6.814,3.14,69.53,46.312
host,acl,aclmdlRICaptureGetInfo,1853.87,5504,0.337,0.12,33.68,0.339
host,acl,aclnnAdd,11252.83,1027,10.957,5.5,48.22,11.843
host,acl,aclnnAdds,9550.22,1028,9.29,5.22,41.83,8.307
host,acl,aclnnAny,153.24,11,13.931,7.69,23.43,19.682
host,acl,aclnnArange,3857.32,390,9.891,7.52,29.89,5.961
host,acl,aclnnBitwiseAndTensor,2465.81,68,36.262,9.5,70.7,57.915
host,acl,aclnnBitwiseNot,98.64,9,10.96,7.83,17.83,10.374
host,acl,aclnnCat,8572.59,524,16.36,8.99,80.38,23.418
host,acl,aclnnClampMin,18.07,1,18.07,18.07,18.07,0
host,acl,aclnnConstantPadNd,608.5,36,16.903,10.45,70.89,98.118
host,acl,aclnnCos,45.23,4,11.308,7.73,16.16,9.873
host,acl,aclnnCumsum,37.55,1,37.55,37.55,37.55,0
host,acl,aclnnCumsumGetWorkspaceSize,29.9,1,29.9,29.9,29.9,0
host,acl,aclnnEmbedding,61.56,4,15.39,10.95,21.12,14.956
host,acl,aclnnFlashAttentionScore,4667.34,256,18.232,12.96,43.09,16.324
host,acl,aclnnGeScalar,105.87,8,13.234,8.82,16.62,8.591
host,acl,aclnnIndex,50275.14,1604,31.344,9.72,322.3,1735.07
host,acl,aclnnIndexGetWorkspaceSize,8571.96,128,66.968,49.9,324.16,557.329
host,acl,aclnnIndexPutImpl,19950.76,516,38.664,25.27,123.14,112.352
host,acl,aclnnIndexPutImplGetWorkspaceSize,18664.59,516,36.172,28.93,106.58,41.135
host,acl,aclnnInplaceCopy,20293.56,2191,9.262,4.49,54.95,13.096
host,acl,aclnnInplaceCopyGetWorkspaceSize,437.78,47,9.314,4.69,35.18,30.266
host,acl,aclnnInplaceFillScalar,188.22,5,37.644,10.81,103.23,1334.342
host,acl,aclnnInplaceMaskedFillScalar,196.25,9,21.806,10.11,40.23,91.612
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,88.05,5,17.61,12.49,26.83,27.503
host,acl,aclnnInplaceOne,797.66,64,12.463,10.04,23.13,3.594
host,acl,aclnnInplaceZero,277.4,21,13.21,7.1,49.84,97.666
host,acl,aclnnLeScalar,27.64,2,13.82,10.36,17.28,11.972
host,acl,aclnnLogicalNot,2329.88,256,9.101,6.71,33.42,5.61
