Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,86.71,4,21.678,16.12,30.94,30.921
host,acl,IndexCheck_Tiling,4786.34,1288,3.716,0.12,34.2,18.442
host,acl,IndexPutV2_Tiling,36.49,4,9.123,8.14,11.28,1.579
host,acl,NonZero_Tiling,4689.1,1664,2.818,0.17,15.28,11.025
host,communication,Notify_Record,13922.68,524,26.57,21.9,81.56,18.449
host,communication,Notify_Wait,8551.48,524,16.32,13.5,40.21,5.723
host,acl,Slice_Tiling,3087.14,512,6.03,1.83,57.29,109.464
host,acl,Transpose_Tiling,305.5,128,2.387,0.3,21.96,6.879
host,acl,aclmdlRICaptureGetInfo,1422.4,5504,0.258,0.12,11.87,0.047
host,acl,aclnnAdd,9881.81,1027,9.622,6.13,71.27,7.318
host,acl,aclnnAdds,8368.59,1028,8.141,5.46,21.6,1.76
host,acl,aclnnAny,139.96,11,12.724,10.57,19.84,7.482
host,acl,aclnnArange,3740.98,390,9.592,7.95,33.56,3.136
host,acl,aclnnArgMax,67.58,4,16.895,15.14,21.38,6.732
host,acl,aclnnBitwiseAndTensor,609.1,68,8.957,7.83,20.85,3.468
host,acl,aclnnBitwiseNot,88.48,9,9.831,7.04,15.03,5.868
host,acl,aclnnCat,7680.46,520,14.77,8.91,42.08,5.532
host,acl,aclnnClampMin,13.8,1,13.8,13.8,13.8,0
host,acl,aclnnConstantPadNd,188.77,12,15.731,11.37,24.08,10.6
host,acl,aclnnCos,35.15,4,8.788,8.19,9.55,0.246
host,acl,aclnnCumsum,24.64,1,24.64,24.64,24.64,0
host,acl,aclnnCumsumGetWorkspaceSize,30.41,1,30.41,30.41,30.41,0
host,acl,aclnnEmbedding,44.64,4,11.16,9.71,12.58,1.894
host,acl,aclnnFlashAttentionScore,4275.06,256,16.699,12.38,90.44,42.207
host,acl,aclnnGeScalar,225.37,8,28.171,10.27,144.69,1940.189
host,acl,aclnnIndex,41800.77,1604,26.06,10.9,211.3,769.502
host,acl,aclnnIndexGetWorkspaceSize,7620.59,128,59.536,54,122.21,58.744
host,acl,aclnnIndexPutImpl,16511.35,516,31.999,22.41,133.91,55.954
host,acl,aclnnIndexPutImplGetWorkspaceSize,18061.63,516,35.003,24.54,71.17,51.841
host,acl,aclnnInplaceCopy,17792.71,2161,8.234,4.89,66.74,4.769
host,acl,aclnnInplaceCopyGetWorkspaceSize,309.12,20,15.456,5.73,62.38,188.863
host,acl,aclnnInplaceFillScalar,109.12,2,54.56,20.34,88.78,1171.008
host,acl,aclnnInplaceMaskedFillScalar,158.56,9,17.618,10.4,40.13,75.932
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,76.45,5,15.29,11.38,23.67,18.551
host,acl,aclnnInplaceOne,560.04,67,8.359,5.89,14.88,3.923
host,acl,aclnnInplaceZero,65.31,5,13.062,10.36,19.61,11.229
host,acl,aclnnLeScalar,20.85,2,10.425,8.86,11.99,2.449
host,acl,aclnnLogicalNot,2090.89,256,8.168,7.01,22.46,1.917
host,acl,aclnnLtScalar,93.24,9,10.36,6.7,15.49,7.241
host,acl,aclnnLtTensor,1740.16,192,9.063,7.83,32.45,4.436
host,acl,aclnnMatmul,16481.61,1796,9.177,6.32,37.54,2.184
host,acl,aclnnMax,120.98,9,13.442,11.37,15.72,1.822
host,acl,aclnnMaxDim,47.74,1,47.74,47.74,47.74,0
host,acl,aclnnMean,11025.44,1028,10.725,8.06,26.51,2.059
host,acl,aclnnMul,28736.05,3340,8.604,5.39,31.71,4.425
host,acl,aclnnNeg,7022.17,512,13.715,11.53,46.16,4.005
host,acl,aclnnNonzero,128588.26,64,2009.192,208.71,20465.36,5692374.67
host,acl,aclnnNonzeroGetWorkspaceSize,2024.62,64,31.635,26.39,63.65,28.294
host,acl,aclnnNonzeroV2,79020.15,768,102.891,59.28,362.51,1955.619
host,acl,aclnnNonzeroV2GetWorkspaceSize,16742.13,768,21.8,13.61,48.37,44.814
host,acl,aclnnPowTensorScalar,9348.07,1028,9.093,5.01,24.54,1.777
host,acl,aclnnReduceSum,52.13,3,17.377,11.78,28.1,57.532
host,acl,aclnnRsqrt,7543.14,1028,7.338,4.79,24,2.405
host,acl,aclnnSWhere,82.88,3,27.627,10.11,62.62,612.267
host,acl,aclnnSilu,2144.63,256,8.377,5.76,22.62,1.465
host,acl,aclnnSin,37.36,4,9.34,7.77,11.62,2.061
host,acl,aclnnSubs,51.84,5,10.368,8.33,13.85,3.573
host,acl,aclnnTril,487.69,64,7.62,4.98,10.85,1.077
host,acl,aclrtCreateEventExWithFlag,2640.69,1304,2.025,0.51,36.85,3.128
host,acl,aclrtCtxSetSysParamOpt,15230.66,36150,0.421,0.17,22.59,0.095
host,acl,aclrtDestroyEvent,1676.36,1425,1.176,0.3,88.81,6.098
host,acl,aclrtFree,37.62,4,9.405,6,17.42,21.807
host,acl,aclrtGetCurrentContext,225.93,524,0.431,0.35,0.73,0.002
host,acl,aclrtGetDeviceCount,4.55,2,2.275,1.96,2.59,0.099
host,acl,aclrtGetHardwareSyncAddr,955.27,2151,0.444,0.25,1.36,0.021
host,acl,aclrtGetResInCurrentThread,1030.22,3004,0.343,0.1,14.62,0.127
host,acl,aclrtGetStreamAttribute,5133.52,19123,0.268,0.17,1.99,0.002
host,acl,aclrtLaunchKernelWithHostArgs,134653.63,24114,5.584,2.11,128.65,3.794
host,acl,aclrtMallocWithCfg,70.07,4,17.518,12.12,23.53,16.392
host,acl,aclrtMemcpy,16284.7,857,19.002,13.79,58.51,18.657
host,acl,aclrtMemcpyAsync,162.88,20,8.144,4.12,14.57,7.063
host,acl,aclrtQueryEventStatus,359.05,645,0.557,0.31,2.84,0.035
host,acl,aclrtRecordEvent,12828.21,1828,7.018,2.77,27.78,8.151
host,acl,aclrtRecordNotify,5902.9,1048,5.633,3.53,22.37,1.58
host,acl,aclrtStreamGetId,366.52,1048,0.35,0.17,0.77,0.009
host,acl,aclrtStreamWaitEvent,8220.1,1304,6.304,4.2,31.46,11.989
host,acl,aclrtSynchronizeDeviceWithTimeout,634.89,6,105.815,37.65,205.77,3201.62
host,acl,aclrtSynchronizeStream,158465.38,833,190.235,7.63,20332.1,689814.656
host,acl,aclrtSynchronizeStreamWithTimeout,5292.69,856,6.183,1.7,2145.14,6213.527
host,acl,aclrtWaitAndResetNotify,6335.65,1572,4.03,1.1,20.65,5.148
host,acl,hcom_allGather_,607.97,4,151.993,140.21,168.44,119.529
host,acl,hcom_allReduce_,77543.35,516,150.278,120.64,319.44,473.504
host,acl,hcom_broadcast_,767.28,4,191.82,152.77,218.48,580.601
host,node,launch,423835.74,24638,17.203,2.55,20384.87,25309.034
