Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,0,265625.6800000006,36138.79999999998,0.0,36138.79999999998,27514.140000002255,329278.5,0,36138.79999999998,2065.0
0,1,71302.33999999985,71635.12000000002,0.0,71635.12000000002,73877.11999999805,216814.75,0,71635.12000000002,187.0
0,2,71152.89999999962,20138.820000000014,0.0,20138.820000000014,157422.6399999988,248714.25,0,20138.820000000014,193.5
0,3,71094.77999999997,15865.999999999996,0.0,15865.999999999996,165449.1999999979,252410.0,0,15865.999999999996,230.5
