Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,37.26,176.1,0,2.32,0,0
empty_tensor,,,40.41,40.41,0,0,0,0
aten::fill_,"1,544;
",,79.97,98.43,0,2.32,0,0
aclnnInplaceFillScalar,,,18.46,18.46,2.32,2.32,0,0
aten::zeros_like,"1,544;
;
;
;
;
",,10.53,100.1,0,1.82,0,0
aten::empty_like,"1,544;
;
;
;
;
",,15.43,33.52,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,14.94,18.09,0,0,0,0
empty_tensor,,,3.15,3.15,0,0,0,0
aten::zero_,"1,544",,17.01,56.05,0,1.82,0,0
aclnnInplaceZero,,,39.04,39.04,1.82,1.82,0,0
aten::empty,";
;
;
;
;
",,7.33,7.33,0,0,0,0
aten::to,"544;
;
;
;
;
",,3.64,112.21,0,0,0,0
aten::_to_copy,"544;
;
;
;
;
;
",,12.67,108.57,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.1,9.97,0,0,0,0
empty_tensor,,,2.87,2.87,0,0,0,0
aten::copy_,"544;
544;
",,85.93,85.93,0,0,0,0
aten::lift_fresh,544,,2.9,2.9,0,0,0,0
aten::detach_,544,,0.97,0.97,0,0,0,0
aten::select,"1,544;
;
",,7.2,16.4,0,0,0,0
aten::as_strided,"1,544;
;
;
",,9.2,9.2,0,0,0,0
aten::copy_,"544;
544;
",,108.61,118.91,0,0.68,0,0
aclnnInplaceCopy,,,10.3,10.3,0.68,0.68,0,0
aten::scalar_tensor,";
;
;
;
",,7.86,35.57,0,1.74,0,0
aten::empty,";
;
;
;
;
",,3.91,11.2,0,0,0,0
empty_tensor,,,7.29,7.29,0,0,0,0
aten::fill_,";
",,12.98,16.51,0,1.74,0,0
aclnnInplaceFillScalar,,,3.53,3.53,1.74,1.74,0,0
aten::select,"1,544;
;
",,3.36,6.41,0,0,0,0
aten::as_strided,"1,544;
;
;
",,3.05,3.05,0,0,0,0
aten::view,";
",,4.88,4.88,0,0,0,0
aten::expand,";
;
",,4.04,6.38,0,0,0,0
aten::as_strided,";
;
;
",,2.34,2.34,0,0,0,0
aten::copy_,"544;
544;
",,17.28,24.8,0,4.62,0,0
aclnnInplaceCopy,,,7.52,7.52,4.62,4.62,0,0
minigpt::prefill_phase,,,144.21,328498.73,0,654301.1,0,80874.4
minigpt::prefill_model,,,43122.3,327670.01,0,653498.36,0,80874.4
