Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,MatMulV2,AI_CORE,1796,112652.46,7.1,62.724,603.54,26.52
0,allreduceAicpuKernel,AI_CPU,516,100263.06,155.82,194.308,474.92,23.603
0,IndexPut,AI_CPU,512,79346.54,135.38,154.973,255.06,18.679
0,Index,AI_CPU,128,26983.74,180.84,210.81,353.54,6.352
0,FlashAttentionScore,MIX_AIC,256,17459.5,60.64,68.201,84.66,4.11
0,Mul,AI_VECTOR_CORE,3340,15258.52,1.46,4.568,16.26,3.592
0,Index,AI_VECTOR_CORE,1476,12412.9,6.74,8.409,17.04,2.922
0,Pows,AI_VECTOR_CORE,1028,7626.6,1.82,7.418,19.5,1.795
0,ReduceMean,MIX_AIV,1028,6498.28,1.84,6.321,11.8,1.53
0,MemSet,AI_VECTOR_CORE,844,6169.3,5.38,7.309,17.58,1.452
0,Transpose,AI_VECTOR_CORE,320,5133.12,13.14,16.041,25.1,1.208
0,IndexCheck,AI_VECTOR_CORE,2120,5033.58,1.84,2.374,3.84,1.185
0,Slice,AI_VECTOR_CORE,2048,4785.52,1.36,2.336,4,1.127
0,Cast,AI_VECTOR_CORE,2082,4574.26,1.1,2.197,8.74,1.077
0,Add,AI_VECTOR_CORE,2055,4173,1.1,2.03,8.72,0.982
0,Range,AI_VECTOR_CORE,390,3154.74,4.36,8.089,12.06,0.743
0,NonZero,MIX_AIV,832,2882.84,2.8,3.464,6.1,0.679
0,ConcatD,AI_VECTOR_CORE,520,2212.06,3.84,4.253,17.24,0.521
0,Rsqrt,AI_VECTOR_CORE,1028,1305.6,1.12,1.27,1.9,0.307
0,AsStrided,AI_VECTOR_CORE,256,1034.22,3.06,4.039,6.16,0.243
0,Swish,AI_VECTOR_CORE,256,983.78,2.66,3.842,8.72,0.232
0,Neg,AI_VECTOR_CORE,512,929.42,1.2,1.815,3.68,0.219
0,broadcastAicpuKernel,AI_CPU,4,869.56,173.02,217.39,337.52,0.205
0,allgatherAicpuKernel,AI_CPU,4,645.98,152.88,161.495,173.8,0.152
0,Less,AI_VECTOR_CORE,201,561.88,2.26,2.795,3.28,0.132
0,MaskedFill,AI_CPU,5,430.86,74.46,86.172,100,0.101
0,LogicalNot,AI_VECTOR_CORE,265,398.12,1.26,1.502,1.84,0.094
0,LogicalAnd,AI_VECTOR_CORE,68,221.34,1.32,3.255,3.92,0.052
0,Tril,AI_VECTOR_CORE,64,177.68,2.52,2.776,3.02,0.042
0,PadV3,MIX_AIV,12,149.3,9.44,12.441,16.42,0.035
0,OnesLike,AI_VECTOR_CORE,67,113.46,1.58,1.693,2.02,0.027
0,ArgMaxV2,AI_VECTOR_CORE,4,79.06,19.58,19.765,20.16,0.019
0,Cumsum,AI_CPU,1,59.96,59.96,59.96,59.96,0.014
0,GatherV2,AI_VECTOR_CORE,4,38,3.52,9.5,12.1,0.009
0,MaskedFill,AI_VECTOR_CORE,4,25.28,3.4,6.32,14.66,0.006
0,GreaterEqual,AI_VECTOR_CORE,8,21.82,2.4,2.727,3.14,0.005
0,ReduceAny,MIX_AIV,11,17.72,1.2,1.61,2.92,0.004
0,ReduceMax,MIX_AIV,9,16.34,1.34,1.815,2.22,0.004
0,Sub,AI_VECTOR_CORE,5,12.54,2.26,2.508,2.94,0.003
0,ZerosLike,AI_VECTOR_CORE,5,9.32,1.76,1.864,2.02,0.002
0,IndexPutV2,AI_VECTOR_CORE,4,9.16,2.2,2.29,2.34,0.002
0,Cos,AI_VECTOR_CORE,4,9,2.14,2.25,2.44,0.002
0,Sin,AI_VECTOR_CORE,4,8.58,2.02,2.145,2.42,0.002
0,BroadcastTo,AI_VECTOR_CORE,5,8.1,1.4,1.62,1.9,0.002
0,SelectV2,AI_VECTOR_CORE,3,7.24,2.22,2.413,2.6,0.002
0,ReduceSum,MIX_AIV,3,6.78,2.06,2.26,2.46,0.002
0,ClipByValueV2,AI_VECTOR_CORE,1,5.66,5.66,5.66,5.66,0.001
0,LessEqual,AI_VECTOR_CORE,2,5.52,2.5,2.76,3.02,0.001
0,Fill,AI_VECTOR_CORE,2,3.64,1.6,1.82,2.04,0.001
0,ArgMaxWithValue,AI_VECTOR_CORE,1,2.28,2.28,2.28,2.28,0.001
