Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,26.15,95.83,0,2.16,0,0
empty_tensor,,,17.2,17.2,0,0,0,0
aten::fill_,"1,6;
",,42.34,52.48,0,2.16,0,0
aclnnInplaceFillScalar,,,10.14,10.14,2.16,2.16,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,10.36,48.05,0,1.58,0,0
aten::empty_like,"1,6;
;
;
;
;
",,10.69,22.65,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.8,11.96,0,0,0,0
empty_tensor,,,3.16,3.16,0,0,0,0
aten::zero_,"1,6",,12.56,15.04,0,1.58,0,0
aclnnInplaceZero,,,2.48,2.48,1.58,1.58,0,0
aten::empty,";
;
;
;
;
",,10.07,10.07,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.82,184.75,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,8.95,180.93,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.73,8.84,0,0,0,0
empty_tensor,,,3.11,3.11,0,0,0,0
aten::copy_,"6;
6;
",,163.14,163.14,0,0,0,0
aten::lift_fresh,6,,2.14,2.14,0,0,0,0
aten::detach_,6,,1.47,1.47,0,0,0,0
aten::select,"1,6;
;
",,7.02,12.46,0,0,0,0
aten::as_strided,"1,6;
;
;
",,5.44,5.44,0,0,0,0
aten::copy_,"6;
6;
",,57.21,64.1,0,0.76,0,0
aclnnInplaceCopy,,,6.89,6.89,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,7.48,35.84,0,1.38,0,0
aten::empty,";
;
;
;
;
",,3.79,9.6,0,0,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
aten::fill_,";
",,13.32,18.76,0,1.38,0,0
aclnnInplaceFillScalar,,,5.44,5.44,1.38,1.38,0,0
aten::select,"1,6;
;
",,3.38,6.67,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.29,3.29,0,0,0,0
aten::view,";
",,5.3,5.3,0,0,0,0
aten::expand,";
;
",,3.17,6.04,0,0,0,0
aten::as_strided,";
;
;
",,2.87,2.87,0,0,0,0
aten::copy_,"6;
6;
",,15.06,18.63,0,4.42025,0,0
aclnnInplaceCopy,,,3.57,3.57,4.42025,4.42025,0,0
minigpt::prefill_phase,,,146.2,216946.4,0,298448.20925,0,10099.142
minigpt::prefill_model,,,46241.15,215929.15,0,297407.30725,0,10099.142
aten::to,"1,6;
;
;
;
",,4.0,42.21,0,1.58,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,5.85,38.21,0,1.58,0,0
aten::empty_strided,";
;
;
;
;
",,8.4,12.77,0,0,0,0
empty_tensor,,,4.37,4.37,0,0,0,0
aten::copy_,"1,6;
1,6;
",,14.64,19.59,0,1.58,0,0
aclnnInplaceCopy,,,4.95,4.95,1.58,1.58,0,0
aten::sum,"1,6;
;
;
",,16.91,24.16,0,2.96025,0,0
empty_tensor,,,4.46,4.46,0,0,0,0
aclnnReduceSum,,,2.79,2.79,2.96025,2.96025,0,0
aten::le,"1;
",,14.09,19.76,0,2.82,0,0
empty_tensor,,,3.13,3.13,0,0,0,0
aclnnLeScalar,,,2.54,2.54,2.82,2.82,0,0
aten::any,1,,12.74,17.21,0,1.98,0,0
empty_tensor,,,2.82,2.82,0,0,0,0
aclnnAny,,,1.65,1.65,1.98,1.98,0,0
aten::is_nonzero,,,4.38,184.51,0,0,0,0
aten::item,,,5.53,180.13,0,0,0,0
aten::_local_scalar_dense,,,174.6,174.6,0,0,0,0
aten::arange,";
;
;
;
",,19.25,30.29,0,9.80025,0,0
empty_tensor,,,5.42,5.42,0,0,0,0
aclnnArange,,,5.62,5.62,9.80025,9.80025,0,0
aten::expand_as,"6;
1,6",,3.77,12.06,0,0,0,0
aten::expand,"6;
;
",,4.42,8.29,0,0,0,0
aten::as_strided,"6;
;
;
",,3.87,3.87,0,0,0,0
aten::to,"1,6;
;
;
;
",,2.15,2.15,0,0,0,0
aten::bitwise_not,"1,6",,12.89,21.99,0,1.66,0,0
empty_tensor,,,3.99,3.99,0,0,0,0
aclnnBitwiseNot,,,5.11,5.11,1.66,1.66,0,0
aten::masked_fill,"1,6;
1,6;
",,11.54,111.59,0,117.06225,0,0
aten::clone,"1,6;
",,5.32,56.15,0,0.7,0,0
empty_tensor,,,4.98,4.98,0,0,0,0
aten::copy_,"1,6;
1,6;
",,40.6,45.85,0,0.7,0,0
aclnnInplaceCopy,,,5.25,5.25,0.7,0.7,0,0
aten::masked_fill_,"1,6;
1,6;
",,39.21,43.9,0,116.36225,0,0
aclnnInplaceMaskedFillScalar,,,4.69,4.69,116.36225,116.36225,0,0
aten::max,"1,6;
;
",,18.34,27.7,0,3.8402499999999997,0,0
empty_tensor,,,4.49,4.49,0,0,0,0
empty_tensor,,,2.82,2.82,0,0,0,0
aclnnMaxDim,,,2.05,2.05,3.8402499999999997,3.8402499999999997,0,0
aten::lt,"1;
",,12.12,17.31,0,3.02,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
aclnnLtScalar,,,2.02,2.02,3.02,3.02,0,0
aten::any,1,,13.74,21.72,0,1.2,0,0
empty_tensor,,,3.57,3.57,0,0,0,0
aclnnAny,,,4.41,4.41,1.2,1.2,0,0
aten::is_nonzero,,,2.03,98.26,0,0,0,0
aten::item,,,2.23,96.23,0,0,0,0
aten::_local_scalar_dense,,,94.0,94.0,0,0,0,0
aten::to,"1,6;
;
;
;
",,3.81,39.15,0,1.2,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,6.8,35.34,0,1.2,0,0
aten::empty_strided,";
;
;
;
;
",,7.51,9.92,0,0,0,0
empty_tensor,,,2.41,2.41,0,0,0,0
aten::copy_,"1,6;
1,6;
",,13.1,18.62,0,1.2,0,0
aclnnInplaceCopy,,,5.52,5.52,1.2,1.2,0,0
aten::sum,"1,6;
;
;
",,14.32,21.89,0,2.04,0,0
empty_tensor,,,3.21,3.21,0,0,0,0
aclnnReduceSum,,,4.36,4.36,2.04,2.04,0,0
aten::max,1,,15.55,22.79,0,1.62,0,0
