Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4963.41,1288,3.854,0.15,34.4,19.172
host,acl,IndexPutV2_Tiling,69.82,4,17.455,14.37,24.01,15.014
host,acl,NonZero_Tiling,3878.89,1664,2.331,0.18,30.99,6.207
host,communication,Notify_Record,14252.9,557,25.589,17.3,101.71,34.798
host,communication,Notify_Wait,8845.26,557,15.88,12.05,93.65,18.862
host,acl,Slice_Tiling,3203.21,512,6.256,1.82,663.67,896.862
host,acl,aclmdlRICaptureGetInfo,1655.72,5850,0.283,0.12,19.3,0.16
host,acl,aclnnAdd,9550.54,1027,9.299,5.91,18.81,2.426
host,acl,aclnnAdds,8385,1028,8.157,5.42,25.08,1.86
host,acl,aclnnAny,235.98,19,12.42,8.18,22.97,11.414
host,acl,aclnnArange,3533.72,386,9.155,6.37,24.72,1.866
host,acl,aclnnBitwiseAndTensor,1534.9,68,22.572,9.42,40.75,17.808
host,acl,aclnnBitwiseNot,125.58,9,13.953,7.62,44.56,123.633
host,acl,aclnnCat,7607.06,520,14.629,9.01,46.47,12.577
host,acl,aclnnClampMin,18.11,1,18.11,18.11,18.11,0
host,acl,aclnnConstantPadNd,512.68,36,14.241,11.89,22.44,3.859
host,acl,aclnnCos,70.12,4,17.53,9.11,37.02,131.12
host,acl,aclnnCumsum,40.01,1,40.01,40.01,40.01,0
host,acl,aclnnCumsumGetWorkspaceSize,26.93,1,26.93,26.93,26.93,0
host,acl,aclnnEmbedding,72.83,4,18.208,9.05,36,113.047
host,acl,aclnnFlashAttentionScore,4294.99,256,16.777,12.67,51.11,12.708
host,acl,aclnnGeScalar,144.13,12,12.011,9.28,17.98,4.943
host,acl,aclnnIndex,40080.4,1609,24.91,9.47,787.32,1019.866
host,acl,aclnnIndexGetWorkspaceSize,7233.44,128,56.511,43.19,151.13,184.731
host,acl,aclnnIndexPutImpl,16849.98,516,32.655,23.82,128.92,46.935
host,acl,aclnnIndexPutImplGetWorkspaceSize,18245.64,516,35.36,23.38,73.83,42.211
host,acl,aclnnInplaceCopy,17361.27,2190,7.928,4.86,50.57,7.169
host,acl,aclnnInplaceCopyGetWorkspaceSize,416.99,47,8.872,4.6,26.37,27.84
host,acl,aclnnInplaceFillScalar,88.04,5,17.608,8.78,40.84,146.176
host,acl,aclnnInplaceMaskedFillScalar,194.79,9,21.643,9.64,59.29,202.114
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,95.21,5,19.042,15.33,25.29,12.742
host,acl,aclnnInplaceOne,720.09,68,10.59,6.35,100.73,134.557
host,acl,aclnnInplaceZero,370.85,25,14.834,2.13,79.79,228.815
host,acl,aclnnLeScalar,27.65,2,13.825,11.82,15.83,4.02
host,acl,aclnnLogicalNot,2090.01,256,8.164,5.97,12.35,0.826
host,acl,aclnnLtScalar,158.23,13,12.172,8.83,23.59,13.131
host,acl,aclnnLtTensor,1872.79,192,9.754,7.99,25.37,1.833
host,acl,aclnnMatmul,15789.21,1796,8.791,5.51,42.1,2.872
host,acl,aclnnMax,133.81,9,14.868,11.39,29.16,27.971
host,acl,aclnnMaxDim,33.16,1,33.16,33.16,33.16,0
host,acl,aclnnMean,11540.94,1028,11.227,8.26,52.42,5.544
host,acl,aclnnMul,27249.25,3340,8.158,5.19,172.37,13.766
host,acl,aclnnNeg,7014.89,512,13.701,11.2,57.45,10.349
host,acl,aclnnNonzero,95788.76,64,1496.699,92.69,7509.79,1327327.327
host,acl,aclnnNonzeroGetWorkspaceSize,2083.28,64,32.551,25,123.31,156.425
host,acl,aclnnNonzeroV2,294974.58,768,384.081,61.37,7794.53,356648.177
host,acl,aclnnNonzeroV2GetWorkspaceSize,16640.69,768,21.668,13.58,62.27,43.385
host,acl,aclnnPowTensorScalar,8799.74,1028,8.56,4.89,44.94,4.264
host,acl,aclnnReduceSum,48.41,2,24.205,13.69,34.72,110.565
host,acl,aclnnRsqrt,7054.91,1028,6.863,4.81,28.8,1.716
host,acl,aclnnSWhere,53.44,3,17.813,9.29,33.08,117.064
host,acl,aclnnSilu,1988.26,256,7.767,5.96,15.82,1.261
host,acl,aclnnSin,39.62,4,9.905,8.93,10.88,0.482
