Device_id,Mode,Min,Max,Avg
4,Tx_p_avg(MB/s),3.815,11.444,11.444
4,Tx_np_avg(MB/s),0.0,0.0,0.0
4,Tx_cpl_avg(MB/s),0.0,0.0,0.0
4,Tx_latency_avg(us),0.0,0.0,0.0
4,Rx_p_avg(MB/s),0.0,0.0,0.0
4,Rx_np_avg(MB/s),0.0,0.0,0.0
4,Rx_cpl_avg(MB/s),0.0,0.0,0.0
