Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
6,N/A,PROFILING_ENABLE,48,5,0.020,1789112789456883.830	,1789112789456883.850	
6,OnesLike_5c5e58e043224cccf51a06108010ae13_high_performance_210000000,AI_VECTOR_CORE,47,5803,1.100,1789112789465817.608	,1789112789465818.708	
6,N/A,EVENT_RECORD,47,5804,0.020,1789112789465847.529	,1789112789465847.549	
6,N/A,EVENT_WAIT,45,24534,0.000,1789112789465880.830	,1789112789465880.830	
6,N/A,NOTIFY_RECORD,45,24535,0.100,1789112789466199.596	,1789112789466199.696	
6,N/A,NOTIFY_RECORD,10,35618,0.100,1789112789466291.498	,1789112789466291.598	
6,N/A,NOTIFY_WAIT,10,35619,68.301,1789112789466293.778	,1789112789466362.079	
6,N/A,NOTIFY_WAIT,12,35618,0.020,1789112789466294.578	,1789112789466294.598	
6,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35619,511.710,1789112789466326.638	,1789112789466838.349	
6,N/A,NOTIFY_WAIT,45,24536,11925.458,1789112789466346.739	,1789112789478272.197	
6,N/A,NOTIFY_RECORD_SQE,91,17809,0.020,1789112789466361.019	,1789112789466361.039	
6,N/A,EVENT_WAIT,47,5805,11816.456,1789112789466456.901	,1789112789478273.357	
6,N/A,NOTIFY_WAIT_SQE,90,55073,0.000,1789112789466622.204	,1789112789466622.204	
6,N/A,SDMA_SQE,90,55074,0.680,1789112789466622.244	,1789112789466622.924	
6,N/A,SDMA_SQE,90,55075,0.540,1789112789466622.944	,1789112789466623.484	
6,N/A,WRITE_VALUE_SQE,90,55076,0.340,1789112789466623.504	,1789112789466623.844	
6,N/A,NOTIFY_WAIT_SQE,90,55077,11637.792,1789112789466623.864	,1789112789478261.657	
6,N/A,SDMA_SQE,90,55078,0.660,1789112789478261.777	,1789112789478262.437	
6,N/A,WRITE_VALUE_SQE,90,55079,0.340,1789112789478262.457	,1789112789478262.797	
6,N/A,NOTIFY_WAIT_SQE,90,55080,0.020,1789112789478262.817	,1789112789478262.837	
6,N/A,SDMA_SQE,90,55081,0.540,1789112789478262.857	,1789112789478263.397	
6,N/A,WRITE_VALUE_SQE,90,55082,0.940,1789112789478263.417	,1789112789478264.357	
6,N/A,NOTIFY_WAIT_SQE,90,55083,0.020,1789112789478264.377	,1789112789478264.397	
6,N/A,SDMA_SQE,90,55084,1.160,1789112789478264.437	,1789112789478265.597	
6,N/A,WRITE_VALUE_SQE,90,55085,0.940,1789112789478265.617	,1789112789478266.557	
6,N/A,NOTIFY_WAIT_SQE,90,55086,0.000,1789112789478266.597	,1789112789478266.597	
6,N/A,SDMA_SQE,90,55087,0.560,1789112789478266.637	,1789112789478267.197	
6,N/A,WRITE_VALUE_SQE,90,55088,0.980,1789112789478267.217	,1789112789478268.197	
6,N/A,NOTIFY_WAIT_SQE,90,55089,0.020,1789112789478268.217	,1789112789478268.237	
6,N/A,SDMA_SQE,90,55090,1.160,1789112789478268.257	,1789112789478269.417	
6,N/A,WRITE_VALUE_SQE,90,55091,1.000,1789112789478269.437	,1789112789478270.437	
6,N/A,NOTIFY_WAIT_SQE,90,55092,0.020,1789112789478270.457	,1789112789478270.477	
6,N/A,SDMA_SQE,90,55093,0.680,1789112789478270.497	,1789112789478271.177	
6,N/A,NOTIFY_RECORD_SQE,90,55094,0.020,1789112789478271.197	,1789112789478271.217	
6,N/A,EVENT_RECORD,45,24537,0.020,1789112789478272.217	,1789112789478272.237	
6,N/A,EVENT_RECORD,45,24538,0.020,1789112789478272.357	,1789112789478272.377	
6,N/A,EVENT_WAIT,45,24539,1.160,1789112789479032.572	,1789112789479033.732	
6,N/A,EVENT_RECORD,47,5806,0.020,1789112789479032.732	,1789112789479032.752	
6,N/A,NOTIFY_RECORD,45,24540,0.100,1789112789479225.896	,1789112789479225.996	
6,N/A,NOTIFY_WAIT,12,35620,3.880,1789112789479304.518	,1789112789479308.398	
6,N/A,NOTIFY_RECORD,10,35620,0.100,1789112789479307.358	,1789112789479307.458	
6,N/A,NOTIFY_WAIT,10,35621,66.361,1789112789479310.298	,1789112789479376.659	
6,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35621,238.425,1789112789479327.438	,1789112789479565.863	
6,N/A,NOTIFY_WAIT,45,24541,96.182,1789112789479336.418	,1789112789479432.600	
6,N/A,NOTIFY_RECORD_SQE,91,17810,0.020,1789112789479375.599	,1789112789479375.619	
6,N/A,EVENT_WAIT,47,5807,31.300,1789112789479402.380	,1789112789479433.680	
6,N/A,NOTIFY_WAIT_SQE,90,55095,0.020,1789112789479427.780	,1789112789479427.800	
6,N/A,SDMA_SQE,90,55096,0.860,1789112789479427.820	,1789112789479428.680	
6,N/A,NOTIFY_WAIT_SQE,90,55097,0.020,1789112789479428.700	,1789112789479428.720	
6,N/A,SDMA_SQE,90,55098,1.160,1789112789479428.740	,1789112789479429.900	
6,N/A,WRITE_VALUE_SQE,90,55099,0.980,1789112789479429.920	,1789112789479430.900	
6,N/A,SDMA_SQE,90,55100,0.680,1789112789479431.000	,1789112789479431.680	
6,N/A,NOTIFY_RECORD_SQE,90,55101,0.000,1789112789479431.700	,1789112789479431.700	
6,N/A,EVENT_RECORD,45,24542,0.020,1789112789479432.660	,1789112789479432.680	
6,N/A,EVENT_RECORD,45,24543,0.020,1789112789479432.700	,1789112789479432.720	
6,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,47,5808,1.340,1789112789480498.342	,1789112789480499.682	
6,N/A,EVENT_WAIT,45,24544,8.840,1789112789480527.062	,1789112789480535.902	
6,N/A,EVENT_RECORD,47,5809,0.020,1789112789480534.902	,1789112789480534.922	
6,N/A,NOTIFY_RECORD,45,24545,0.100,1789112789480644.485	,1789112789480644.585	
6,N/A,NOTIFY_WAIT,12,35622,5.660,1789112789480662.345	,1789112789480668.005	
6,N/A,NOTIFY_RECORD,10,35622,0.100,1789112789480667.025	,1789112789480667.125	
6,N/A,NOTIFY_WAIT,10,35623,50.361,1789112789480669.305	,1789112789480719.666	
6,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35623,212.684,1789112789480683.125	,1789112789480895.810	
6,N/A,NOTIFY_WAIT,45,24546,141.482,1789112789480709.426	,1789112789480850.909	
6,N/A,NOTIFY_RECORD_SQE,91,17811,0.020,1789112789480718.606	,1789112789480718.626	
6,N/A,EVENT_WAIT,47,5810,102.962,1789112789480748.987	,1789112789480851.949	
6,N/A,NOTIFY_WAIT_SQE,90,55102,0.020,1789112789480759.647	,1789112789480759.667	
6,N/A,SDMA_SQE,90,55103,0.700,1789112789480759.767	,1789112789480760.467	
6,N/A,NOTIFY_WAIT_SQE,90,55104,86.441,1789112789480760.487	,1789112789480846.929	
6,N/A,SDMA_SQE,90,55105,1.120,1789112789480847.029	,1789112789480848.149	
6,N/A,WRITE_VALUE_SQE,90,55106,1.000,1789112789480848.169	,1789112789480849.169	
6,N/A,SDMA_SQE,90,55107,0.680,1789112789480849.189	,1789112789480849.869	
6,N/A,NOTIFY_RECORD_SQE,90,55108,0.020,1789112789480849.889	,1789112789480849.909	
6,N/A,EVENT_RECORD,45,24547,0.020,1789112789480850.929	,1789112789480850.949	
6,N/A,EVENT_RECORD,45,24548,0.020,1789112789480850.969	,1789112789480850.989	
6,N/A,EVENT_WAIT,45,24549,4.200,1789112789481102.194	,1789112789481106.394	
6,N/A,EVENT_RECORD,47,5811,0.020,1789112789481105.494	,1789112789481105.514	
6,N/A,NOTIFY_RECORD,45,24550,0.100,1789112789481219.096	,1789112789481219.196	
6,N/A,NOTIFY_WAIT,12,35624,22.420,1789112789481230.956	,1789112789481253.377	
6,N/A,NOTIFY_RECORD,10,35624,0.080,1789112789481252.337	,1789112789481252.417	
6,N/A,NOTIFY_WAIT,10,35625,59.321,1789112789481254.377	,1789112789481313.698	
6,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35625,338.266,1789112789481267.937	,1789112789481606.204	
6,N/A,NOTIFY_WAIT,45,24551,128.322,1789112789481270.417	,1789112789481398.740	
6,N/A,NOTIFY_RECORD_SQE,91,17812,0.000,1789112789481312.638	,1789112789481312.638	
6,N/A,EVENT_WAIT,47,5812,56.921,1789112789481342.919	,1789112789481399.840	
6,N/A,NOTIFY_WAIT_SQE,90,55109,0.020,1789112789481385.679	,1789112789481385.699	
6,N/A,SDMA_SQE,90,55110,0.780,1789112789481385.719	,1789112789481386.499	
6,N/A,SDMA_SQE,90,55111,0.560,1789112789481386.539	,1789112789481387.099	
6,N/A,WRITE_VALUE_SQE,90,55112,0.340,1789112789481387.119	,1789112789481387.459	
6,N/A,NOTIFY_WAIT_SQE,90,55113,0.020,1789112789481387.479	,1789112789481387.499	
