Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,54.14,197.4,0,2.2,0,0
empty_tensor,,,28.03,28.03,0,0,0,0
aten::fill_,"1,6;
",,96.92,115.23,0,2.2,0,0
aclnnInplaceFillScalar,,,18.31,18.31,2.2,2.2,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,26.87,93.0,0,1.72,0,0
aten::empty_like,"1,6;
;
;
;
;
",,14.21,41.03,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,22.89,26.82,0,0,0,0
empty_tensor,,,3.93,3.93,0,0,0,0
aten::zero_,"1,6",,21.7,25.1,0,1.72,0,0
aclnnInplaceZero,,,3.4,3.4,1.72,1.72,0,0
aten::empty,";
;
;
;
;
",,14.8,14.8,0,0,0,0
aten::to,"6;
;
;
;
;
",,13.63,177.8,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,17.88,164.17,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.78,10.85,0,0,0,0
empty_tensor,,,4.07,4.07,0,0,0,0
aten::copy_,"6;
6;
",,135.44,135.44,0,0,0,0
aten::lift_fresh,6,,26.92,26.92,0,0,0,0
aten::detach_,6,,1.97,1.97,0,0,0,0
aten::select,"1,6;
;
",,18.86,44.6,0,0,0,0
aten::as_strided,"1,6;
;
;
",,25.74,25.74,0,0,0,0
aten::copy_,"6;
6;
",,131.59,147.45,0,0.74,0,0
aclnnInplaceCopy,,,15.86,15.86,0.74,0.74,0,0
aten::scalar_tensor,";
;
;
;
",,29.19,68.21,0,1.7,0,0
aten::empty,";
;
;
;
;
",,4.51,14.97,0,0,0,0
empty_tensor,,,10.46,10.46,0,0,0,0
aten::fill_,";
",,21.14,24.05,0,1.7,0,0
aclnnInplaceFillScalar,,,2.91,2.91,1.7,1.7,0,0
aten::select,"1,6;
;
",,5.65,9.1,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.45,3.45,0,0,0,0
aten::view,";
",,15.55,15.55,0,0,0,0
aten::expand,";
;
",,6.28,8.57,0,0,0,0
aten::as_strided,";
;
;
",,2.29,2.29,0,0,0,0
aten::copy_,"6;
6;
",,20.68,23.02,0,4.34,0,0
aclnnInplaceCopy,,,2.34,2.34,4.34,4.34,0,0
minigpt::prefill_phase,,,165.73,287491.66,0,473090.538,0,28323.37925
minigpt::prefill_model,,,48116.1,286166.28,0,471983.7555,0,28323.37925
aten::to,"1,6;
;
;
;
",,9.16,54.71,0,1.32,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,7.87,45.55,0,1.32,0,0
aten::empty_strided,";
;
;
;
;
",,8.46,13.05,0,0,0,0
empty_tensor,,,4.59,4.59,0,0,0,0
aten::copy_,"1,6;
1,6;
",,15.7,24.63,0,1.32,0,0
aclnnInplaceCopy,,,8.93,8.93,1.32,1.32,0,0
aten::sum,"1,6;
;
;
",,20.39,28.99,0,2.58,0,0
empty_tensor,,,4.16,4.16,0,0,0,0
aclnnReduceSum,,,4.44,4.44,2.58,2.58,0,0
aten::le,"1;
",,14.98,21.57,0,2.62,0,0
empty_tensor,,,5.01,5.01,0,0,0,0
aclnnLeScalar,,,1.58,1.58,2.62,2.62,0,0
aten::any,1,,16.71,21.68,0,1.42025,0,0
empty_tensor,,,3.29,3.29,0,0,0,0
aclnnAny,,,1.68,1.68,1.42025,1.42025,0,0
aten::is_nonzero,,,22.83,153.26,0,0,0,0
aten::item,,,5.41,130.43,0,0,0,0
aten::_local_scalar_dense,,,125.02,125.02,0,0,0,0
aten::arange,";
;
;
;
",,27.48,38.9,0,9.5405,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
aclnnArange,,,5.53,5.53,9.5405,9.5405,0,0
aten::expand_as,"6;
1,6",,4.67,14.14,0,0,0,0
aten::expand,"6;
;
",,5.81,9.47,0,0,0,0
aten::as_strided,"6;
;
;
",,3.66,3.66,0,0,0,0
aten::to,"1,6;
;
;
;
",,1.63,1.63,0,0,0,0
aten::bitwise_not,"1,6",,51.08,60.66,0,1.34,0,0
empty_tensor,,,4.7,4.7,0,0,0,0
aclnnBitwiseNot,,,4.88,4.88,1.34,1.34,0,0
aten::masked_fill,"1,6;
1,6;
",,63.66,184.0,0,110.16199999999999,0,0
aten::clone,"1,6;
",,4.81,61.19,0,0.74,0,0
empty_tensor,,,4.33,4.33,0,0,0,0
aten::copy_,"1,6;
1,6;
",,43.67,52.05,0,0.74,0,0
aclnnInplaceCopy,,,8.38,8.38,0.74,0.74,0,0
aten::masked_fill_,"1,6;
1,6;
",,52.85,59.15,0,109.422,0,0
aclnnInplaceMaskedFillScalar,,,6.3,6.3,109.422,109.422,0,0
aten::max,"1,6;
;
",,21.75,34.54,0,3.7800000000000002,0,0
empty_tensor,,,4.83,4.83,0,0,0,0
empty_tensor,,,6.15,6.15,0,0,0,0
aclnnMaxDim,,,1.81,1.81,3.7800000000000002,3.7800000000000002,0,0
aten::lt,"1;
",,15.69,23.36,0,3.08025,0,0
empty_tensor,,,3.24,3.24,0,0,0,0
aclnnLtScalar,,,4.43,4.43,3.08025,3.08025,0,0
aten::any,1,,16.19,21.18,0,1.28,0,0
empty_tensor,,,3.02,3.02,0,0,0,0
aclnnAny,,,1.97,1.97,1.28,1.28,0,0
aten::is_nonzero,,,2.13,75.87,0,0,0,0
aten::item,,,3.94,73.74,0,0,0,0
aten::_local_scalar_dense,,,69.8,69.8,0,0,0,0
aten::to,"1,6;
;
;
;
",,4.89,45.36,0,1.22,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,10.1,40.47,0,1.22,0,0
aten::empty_strided,";
;
;
;
;
",,7.7,10.54,0,0,0,0
empty_tensor,,,2.84,2.84,0,0,0,0
aten::copy_,"1,6;
1,6;
",,14.31,19.83,0,1.22,0,0
aclnnInplaceCopy,,,5.52,5.52,1.22,1.22,0,0
aten::sum,"1,6;
;
;
",,14.15,25.48,0,2.24,0,0
empty_tensor,,,4.19,4.19,0,0,0,0
aclnnReduceSum,,,7.14,7.14,2.24,2.24,0,0
aten::max,1,,15.57,21.77,0,2.18,0,0
empty_tensor,,,2.7,2.7,0,0,0,0
aclnnMax,,,3.5,3.5,2.18,2.18,0,0
aten::item,,,2.5,312.83,0,0,0,0
aten::_local_scalar_dense,,,310.33,310.33,0,0,0,0
aten::to,"1,6;
;
;
;
",,4.15,56.05,0,1.22,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,10.5,51.9,0,1.22,0,0
aten::empty_strided,";
;
;
;
;
",,9.23,13.48,0,0,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
aten::copy_,"1,6;
1,6;
",,20.42,27.92,0,1.22,0,0
aclnnInplaceCopy,,,7.5,7.5,1.22,1.22,0,0
aten::sum,"1,6;
;
;
",,5.35,29.32,0,2.08,0,0
aten::sum,"1,6;
;
;
",,14.31,23.97,0,2.08,0,0
empty_tensor,,,5.87,5.87,0,0,0,0
aclnnReduceSum,,,3.79,3.79,2.08,2.08,0,0
aten::le,"1;
",,10.76,17.38,0,2.3,0,0
empty_tensor,,,3.05,3.05,0,0,0,0
aclnnLeScalar,,,3.57,3.57,2.3,2.3,0,0
aten::any,1,,11.06,19.59,0,1.32,0,0
empty_tensor,,,3.08,3.08,0,0,0,0
aclnnAny,,,5.45,5.45,1.32,1.32,0,0
aten::is_nonzero,,,1.91,144.56,0,0,0,0
aten::item,,,1.71,142.65,0,0,0,0
aten::_local_scalar_dense,,,140.94,140.94,0,0,0,0
aten::max,1,,14.44,22.7,0,1.44,0,0
empty_tensor,,,4.13,4.13,0,0,0,0
aclnnMax,,,4.13,4.13,1.44,1.44,0,0
aten::item,,,1.65,55.84,0,0,0,0
aten::_local_scalar_dense,,,54.19,54.19,0,0,0,0
aten::arange,";
;
;
;
",,15.17,24.01,0,3.94,0,0
empty_tensor,,,4.2,4.2,0,0,0,0
aclnnArange,,,4.64,4.64,3.94,3.94,0,0
aten::slice,"1;
;
;
;
",,7.5,11.54,0,0,0,0
aten::as_strided,"1;
;
;
",,4.04,4.04,0,0,0,0
aten::zero_,1,,13.64,17.78,0,1.54,0,0
aclnnInplaceZero,,,4.14,4.14,1.54,1.54,0,0
aten::to,"1,6;
;
;
;
",,2.74,35.97,0,1.26,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,5.87,33.23,0,1.26,0,0
aten::empty_strided,";
;
;
;
;
",,6.24,11.51,0,0,0,0
empty_tensor,,,5.27,5.27,0,0,0,0
aten::copy_,"1,6;
1,6;
",,11.55,15.85,0,1.26,0,0
aclnnInplaceCopy,,,4.3,4.3,1.26,1.26,0,0
aten::cumsum,"1,6;
;
",,4.54,77.6,0,62.18125,0,0
aten::cumsum,"1,6;
;
",,64.35,73.06,0,62.18125,0,0
empty_tensor,,,4.28,4.28,0,0,0,0
aclnnCumsum,,,4.43,4.43,62.18125,62.18125,0,0
aten::sub,"1,6;
;
",,28.96,41.74,0,2.86,0,0
empty_tensor,,,3.69,3.69,0,0,0,0
aten::item,,,1.41,5.21,0,0,0,0
aten::_local_scalar_dense,,,3.8,3.8,0,0,0,0
aclnnSubs,,,3.88,3.88,2.86,2.86,0,0
aten::clamp_min,"1,6;
",,17.22,27.26,0,5.40025,0,0
empty_tensor,,,3.32,3.32,0,0,0,0
aclnnClampMin,,,6.72,6.72,5.40025,5.40025,0,0
aten::lt,"1,6;
",,11.16,18.81,0,2.86,0,0
empty_tensor,,,3.15,3.15,0,0,0,0
