Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,35.98,75.93,0,0,0,0
empty_tensor,,,39.95,39.95,0,0,0,0
c10d::barrier,"1;
;
;
;
",,130.23,246.21,0,1115.022,0,0
aten::ones,";
;
;
;
",,74.96,95.65,0,1.22,0,0
empty_tensor,,,5.11,5.11,0,0,0,0
aclnnInplaceOne,,,15.58,15.58,1.22,1.22,0,0
record_event,,,5.33,5.33,0.02,0.02,0,0
wait_event,,,3.24,3.24,0.02,0.02,0,0
HcclAllreduce,1,,5.57,6.92,0,1113.722,0,0
HcclAllreduce,,,1.35,1.35,1113.722,1113.722,0,0
record_event,,,3.13,3.13,0.02,0.02,0,0
record_event,,,1.71,1.71,0.02,0.02,0,0
wait_event,,,2.6,2.6,185.66375,185.66375,0,0
destroy_event,,,6.29,6.29,0,0,0,0
aten::empty,";
;
;
;
;
",,17.06,17.06,0,0,0,0
aten::to,"3;
;
;
;
;
",,6.48,202.65,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,18.43,196.17,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,34.15,42.64,0,0,0,0
empty_tensor,,,8.49,8.49,0,0,0,0
aten::copy_,"3;
3;
",,135.1,135.1,0,0,0,0
aten::lift_fresh,3,,19.26,19.26,0,0,0,0
aten::detach_,3,,1.3,1.3,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,58.61,80.76,0,435.988,0,0
record_event,,,8.95,8.95,0.02,0.02,0,0
wait_event,,,2.42,2.42,7.92,7.92,0,0
HcclBroadcast,3,,3.71,5.16,0,428.028,0,0
HcclBroadcast,,,1.45,1.45,428.028,428.028,0,0
record_event,,,3.22,3.22,0.02,0.02,0,0
record_event,,,2.4,2.4,0.0,0.0,0,0
wait_event,,,2.33,2.33,28.2605,28.2605,0,0
destroy_event,,,1.95,1.95,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,6.72,398.45,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,9.55,391.73,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.82,6.82,0,0,0,0
aten::copy_,"3;
3;
",,375.36,375.36,0,0,0,0
aten::resolve_conj,3,,2.81,2.81,0,0,0,0
aten::resolve_neg,3,,0.86,0.86,0,0,0,0
minigpt::decode_phase,,,74.66,4555.46,0,7017.45975,0,0
minigpt::decode_control,,,439.44,4480.8,0,7017.45975,0,0
aten::zeros,";
;
;
;
",,12.39,74.43,0,1.44025,0,0
empty_tensor,,,13.36,13.36,0,0,0,0
aten::zero_,3,,39.21,48.68,0,1.44025,0,0
aclnnInplaceZero,,,9.47,9.47,1.44025,1.44025,0,0
c10d::broadcast_,";
;
;
;
;
",,41.97,62.41,0,884.377,0,0
