Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,5478.68,1288,4.254,0.12,110.16,35.126
host,acl,IndexPutV2_Tiling,58.65,4,14.663,10.89,21.21,17.647
host,acl,NonZero_Tiling,5221.83,1664,3.138,0.19,45.08,14.654
host,communication,Notify_Record,15721.27,557,28.225,20.35,115.48,55.738
host,communication,Notify_Wait,9963.36,557,17.888,13.85,92.99,25.26
host,acl,Slice_Tiling,2782.37,512,5.434,1.83,88.65,79.365
host,acl,aclmdlRICaptureGetInfo,1677.17,5850,0.287,0.12,26.27,0.188
host,acl,aclnnAdd,10706.19,1027,10.425,5.95,67.22,7.232
host,acl,aclnnAdds,9506.57,1028,9.248,6.29,32.22,3.625
host,acl,aclnnAny,224.56,19,11.819,8.3,17.15,5.033
host,acl,aclnnArange,4292.51,386,11.12,6.72,88.38,19.276
host,acl,aclnnBitwiseAndTensor,1521.05,68,22.368,10.35,57.28,28.985
host,acl,aclnnBitwiseNot,87.73,9,9.748,7.78,14.13,3.229
host,acl,aclnnCat,8420.37,520,16.193,9.64,216.49,96.737
host,acl,aclnnClampMin,52.44,1,52.44,52.44,52.44,0
host,acl,aclnnConstantPadNd,621.01,36,17.25,12.59,40.32,35.785
host,acl,aclnnCos,45.16,4,11.29,10.22,12.73,1.03
host,acl,aclnnCumsum,29.78,1,29.78,29.78,29.78,0
host,acl,aclnnCumsumGetWorkspaceSize,29.03,1,29.03,29.03,29.03,0
host,acl,aclnnEmbedding,47.36,4,11.84,11.25,12.62,0.276
host,acl,aclnnFlashAttentionScore,4498.02,256,17.57,12.86,105.33,36.605
host,acl,aclnnGeScalar,166.25,12,13.854,9.54,30.18,26.863
host,acl,aclnnIndex,42885.8,1609,26.654,9.37,255.36,616.022
host,acl,aclnnIndexGetWorkspaceSize,7246.9,128,56.616,43.88,170.28,275.686
host,acl,aclnnIndexPutImpl,18720.44,516,36.28,23.14,164.9,134.183
host,acl,aclnnIndexPutImplGetWorkspaceSize,19557.04,516,37.901,23.02,209.69,131.442
host,acl,aclnnInplaceCopy,20068.61,2190,9.164,5.48,98.21,13.134
host,acl,aclnnInplaceCopyGetWorkspaceSize,409,47,8.702,4.94,35.35,25.948
host,acl,aclnnInplaceFillScalar,102.98,5,20.596,7.41,55.68,347.184
host,acl,aclnnInplaceMaskedFillScalar,158.9,9,17.656,9.27,34.14,62.363
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,100.43,5,20.086,12.52,31.29,66.268
host,acl,aclnnInplaceOne,679.99,68,10,6.25,63.97,49.015
