Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PROFILING_ENABLE,48,5,0.000,1789112975963902.714	,1789112975963902.714	
1,OnesLike_5c5e58e043224cccf51a06108010ae13_high_performance_210000000,AI_VECTOR_CORE,47,5803,1.220,1789112975972478.146	,1789112975972479.366	
1,N/A,EVENT_RECORD,47,5804,0.020,1789112975972502.306	,1789112975972502.326	
1,N/A,EVENT_WAIT,45,24534,0.020,1789112975972560.207	,1789112975972560.227	
1,N/A,NOTIFY_RECORD,45,24535,0.100,1789112975972780.212	,1789112975972780.312	
1,N/A,NOTIFY_WAIT,12,35618,20.880,1789112975972896.314	,1789112975972917.194	
1,N/A,NOTIFY_RECORD,10,35618,0.100,1789112975972916.114	,1789112975972916.214	
1,N/A,NOTIFY_WAIT,10,35619,70.161,1789112975972918.234	,1789112975972988.396	
1,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35619,643.633,1789112975972937.815	,1789112975973581.448	
1,N/A,NOTIFY_WAIT,45,24536,302.026,1789112975972948.275	,1789112975973250.301	
1,N/A,NOTIFY_RECORD_SQE,91,17809,0.000,1789112975972987.516	,1789112975972987.516	
1,N/A,EVENT_WAIT,47,5805,185.663,1789112975973065.897	,1789112975973251.561	
1,N/A,NOTIFY_WAIT_SQE,90,58303,0.020,1789112975973237.421	,1789112975973237.441	
1,N/A,SDMA_SQE,90,58304,0.700,1789112975973237.461	,1789112975973238.161	
1,N/A,SDMA_SQE,90,58305,0.540,1789112975973238.181	,1789112975973238.721	
1,N/A,WRITE_VALUE_SQE,90,58306,0.320,1789112975973238.741	,1789112975973239.061	
1,N/A,NOTIFY_WAIT_SQE,90,58307,0.000,1789112975973239.101	,1789112975973239.101	
1,N/A,SDMA_SQE,90,58308,0.660,1789112975973239.141	,1789112975973239.801	
1,N/A,WRITE_VALUE_SQE,90,58309,0.320,1789112975973239.821	,1789112975973240.141	
1,N/A,NOTIFY_WAIT_SQE,90,58310,0.680,1789112975973240.181	,1789112975973240.861	
1,N/A,SDMA_SQE,90,58311,0.500,1789112975973240.961	,1789112975973241.461	
1,N/A,WRITE_VALUE_SQE,90,58312,0.960,1789112975973241.481	,1789112975973242.441	
1,N/A,NOTIFY_WAIT_SQE,90,58313,0.020,1789112975973242.461	,1789112975973242.481	
1,N/A,SDMA_SQE,90,58314,1.160,1789112975973242.521	,1789112975973243.681	
1,N/A,WRITE_VALUE_SQE,90,58315,0.960,1789112975973243.701	,1789112975973244.661	
