Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,100.42,4,25.105,21.4,27.03,5.055
host,acl,IndexCheck_Tiling,4516.83,1288,3.507,0.14,35.93,14.19
host,acl,IndexPutV2_Tiling,55.44,4,13.86,13.09,14.48,0.248
host,acl,NonZero_Tiling,3935.13,1664,2.365,0.18,33.13,6.532
host,communication,Notify_Record,13498.46,524,25.76,20.16,82.34,18.698
host,communication,Notify_Wait,7945.57,524,15.163,12.56,64.1,7.537
host,acl,Slice_Tiling,2547.68,512,4.976,1.9,60.81,44.745
host,acl,aclmdlRICaptureGetInfo,1594.51,5504,0.29,0.11,27.98,0.189
host,acl,aclnnAdd,9609.34,1027,9.357,5.86,31.83,2.744
host,acl,aclnnAdds,8328.13,1028,8.101,5.37,44.32,2.962
host,acl,aclnnAny,144.3,11,13.118,7.08,29.31,41.471
host,acl,aclnnArange,3786.59,390,9.709,6.45,20.2,1.306
host,acl,aclnnBitwiseAndTensor,657.7,68,9.672,8.18,29.89,7.061
host,acl,aclnnBitwiseNot,104.21,9,11.579,7.73,30.57,46.988
host,acl,aclnnCat,6520.26,520,12.539,6.1,54.47,16.668
host,acl,aclnnClampMin,11.76,1,11.76,11.76,11.76,0
host,acl,aclnnConstantPadNd,497.69,36,13.825,10.43,23.8,7.433
host,acl,aclnnCos,75.59,4,18.898,7.57,49.81,318.95
host,acl,aclnnCumsum,28.62,1,28.62,28.62,28.62,0
host,acl,aclnnCumsumGetWorkspaceSize,33.08,1,33.08,33.08,33.08,0
host,acl,aclnnEmbedding,42.24,4,10.56,8.8,12.31,2.303
host,acl,aclnnFlashAttentionScore,4338.87,256,16.949,13.18,92,27.541
host,acl,aclnnGeScalar,114.69,8,14.336,9.05,35.27,64.903
host,acl,aclnnIndex,37447.4,1604,23.346,9.2,185.5,675.749
host,acl,aclnnIndexGetWorkspaceSize,6824.65,128,53.318,42.85,118.14,90.963
host,acl,aclnnIndexPutImpl,17408.61,516,33.738,24.01,124.82,75.47
host,acl,aclnnIndexPutImplGetWorkspaceSize,17560.53,516,34.032,23.32,90.58,43.734
host,acl,aclnnInplaceCopy,16827.37,2185,7.701,4.46,31.89,3.964
host,acl,aclnnInplaceCopyGetWorkspaceSize,388.98,45,8.644,4.62,41.76,43.646
host,acl,aclnnInplaceFillScalar,113.15,2,56.575,20.5,92.65,1301.406
host,acl,aclnnInplaceMaskedFillScalar,157.27,9,17.474,8.49,36.58,61.478
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,84.56,5,16.912,13.91,24.06,13.411
host,acl,aclnnInplaceOne,553.88,67,8.267,5.79,14.14,2.21
host,acl,aclnnInplaceZero,107.53,9,11.948,9.16,26.56,27.515
