Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,49.19,180.67,0,2.34,0,0
empty_tensor,,,35.92,35.92,0,0,0,0
aten::fill_,"1,6;
",,81.36,95.56,0,2.34,0,0
aclnnInplaceFillScalar,,,14.2,14.2,2.34,2.34,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,21.1,90.92,0,1.74,0,0
aten::empty_like,"1,6;
;
;
;
;
",,32.85,49.96,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,13.19,17.11,0,0,0,0
empty_tensor,,,3.92,3.92,0,0,0,0
aten::zero_,"1,6",,17.86,19.86,0,1.74,0,0
aclnnInplaceZero,,,2.0,2.0,1.74,1.74,0,0
aten::empty,";
;
;
;
;
",,14.69,14.69,0,0,0,0
aten::to,"6;
;
;
;
;
",,6.09,119.73,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,21.07,113.64,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.15,8.79,0,0,0,0
empty_tensor,,,2.64,2.64,0,0,0,0
aten::copy_,"6;
6;
",,83.78,83.78,0,0,0,0
aten::lift_fresh,6,,16.62,16.62,0,0,0,0
aten::detach_,6,,1.56,1.56,0,0,0,0
aten::select,"1,6;
;
",,14.42,39.05,0,0,0,0
aten::as_strided,"1,6;
;
;
",,24.63,24.63,0,0,0,0
aten::copy_,"6;
6;
",,102.34,111.95,0,0.76025,0,0
aclnnInplaceCopy,,,9.61,9.61,0.76025,0.76025,0,0
aten::scalar_tensor,";
;
;
;
",,10.22,46.08,0,1.3,0,0
aten::empty,";
;
;
;
;
",,4.91,14.6,0,0,0,0
empty_tensor,,,9.69,9.69,0,0,0,0
aten::fill_,";
",,18.08,21.26,0,1.3,0,0
aclnnInplaceFillScalar,,,3.18,3.18,1.3,1.3,0,0
aten::select,"1,6;
;
",,3.86,7.61,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.75,3.75,0,0,0,0
aten::view,";
",,4.69,4.69,0,0,0,0
aten::expand,";
;
",,5.15,8.45,0,0,0,0
aten::as_strided,";
;
;
",,3.3,3.3,0,0,0,0
aten::copy_,"6;
6;
",,19.68,23.73,0,4.44,0,0
aclnnInplaceCopy,,,4.05,4.05,4.44,4.44,0,0
minigpt::prefill_phase,,,229.11,221689.94,0,335729.3595,0,10096.79675
minigpt::prefill_model,,,43754.95,220721.48,0,334884.46275,0,10096.79675
aten::to,"1,6;
;
;
;
",,5.14,46.95,0,1.52,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,6.25,41.81,0,1.52,0,0
aten::empty_strided,";
;
;
;
;
",,8.27,12.78,0,0,0,0
empty_tensor,,,4.51,4.51,0,0,0,0
aten::copy_,"1,6;
1,6;
",,17.45,22.78,0,1.52,0,0
aclnnInplaceCopy,,,5.33,5.33,1.52,1.52,0,0
aten::sum,"1,6;
;
;
",,20.15,27.48,0,2.90025,0,0
empty_tensor,,,3.76,3.76,0,0,0,0
aclnnReduceSum,,,3.57,3.57,2.90025,2.90025,0,0
