Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
1,allreduceAicpuKernel,AI_CPU,533,109584.273,164.864,205.599,504.87,29.809
1,IndexPut,AI_CPU,512,79055.48,134.043,154.405,358.707,21.505
1,MatMulV2,AI_CORE,1796,40451.636,9.5,22.523,173.124,11.004
1,Index,AI_CPU,128,26294.666,161.164,205.427,353.187,7.153
1,Mul,AI_VECTOR_CORE,3340,16850.322,1.4,5.045,15.101,4.584
1,Index,AI_VECTOR_CORE,1481,12289.708,6.72,8.298,16.06,3.343
1,Pows,AI_VECTOR_CORE,1028,9872.174,1.62,9.603,22.28,2.685
1,Slice,AI_VECTOR_CORE,2176,7916.28,1.34,3.638,6.96,2.153
1,ReduceMean,MIX_AIV,1028,7912.755,1.8,7.697,16.96,2.152
1,FlashAttentionScore,MIX_AIC,256,7902.442,27.421,30.869,40.621,2.15
1,IndexCheck,AI_VECTOR_CORE,2125,7130.02,2.12,3.355,8.7,1.939
1,Cast,AI_VECTOR_CORE,2211,6844.611,1.08,3.096,12.4,1.862
1,MemSet,AI_VECTOR_CORE,868,6201.141,5.4,7.144,17.34,1.687
1,Add,AI_VECTOR_CORE,2055,5316.629,1.16,2.587,11.5,1.446
1,NonZero,MIX_AIV,832,4199.201,4.42,5.047,9.06,1.142
1,Range,AI_VECTOR_CORE,386,3369.706,8.12,8.73,14.641,0.917
1,broadcastAicpuKernel,AI_CPU,20,3264.305,117.602,163.215,319.607,0.888
1,Transpose,AI_VECTOR_CORE,128,2315.805,14.82,18.092,24.241,0.63
1,ConcatD,AI_VECTOR_CORE,520,2189.879,3.86,4.211,15.18,0.596
1,Less,AI_VECTOR_CORE,205,1563.889,2.16,7.629,10.18,0.425
1,Rsqrt,AI_VECTOR_CORE,1028,1265.769,0.98,1.231,1.86,0.344
1,Swish,AI_VECTOR_CORE,256,971.38,2.36,3.794,8.8,0.264
1,Neg,AI_VECTOR_CORE,512,877.376,1.1,1.714,4.6,0.239
1,allgatherAicpuKernel,AI_CPU,4,761.615,166.743,190.404,208.724,0.207
1,AsStrided,AI_VECTOR_CORE,128,618.094,4.3,4.829,6.46,0.168
1,UniqueWithCountsAndSorting,AI_CPU,4,588.732,118.482,147.183,181.504,0.16
1,PadV3,MIX_AIV,36,397.609,9.4,11.045,17.841,0.108
1,LogicalNot,AI_VECTOR_CORE,265,383.488,1.18,1.447,1.8,0.104
1,MaskedFill,AI_CPU,5,321.407,42.161,64.281,119.063,0.087
1,LogicalAnd,AI_VECTOR_CORE,68,207.145,1.38,3.046,4.18,0.056
1,Tril,AI_VECTOR_CORE,64,155.602,1.96,2.431,3,0.042
1,BroadcastTo,AI_VECTOR_CORE,69,110.822,1.34,1.606,1.88,0.03
1,OnesLike,AI_VECTOR_CORE,68,104.403,1.16,1.535,1.98,0.028
1,Cumsum,AI_CPU,1,56.881,56.881,56.881,56.881,0.015
1,MaskedFill,AI_VECTOR_CORE,4,51.521,11.32,12.88,14.12,0.014
1,ReduceAny,MIX_AIV,19,46.701,1.94,2.458,4.02,0.013
1,ZerosLike,AI_VECTOR_CORE,21,32.021,1.36,1.525,1.86,0.009
1,GreaterEqual,AI_VECTOR_CORE,12,30.681,2.3,2.557,3.02,0.008
1,ReduceMax,MIX_AIV,9,21.22,1.88,2.358,2.56,0.006
1,GatherV2,AI_VECTOR_CORE,4,17.081,2.84,4.27,7.68,0.005
1,Sub,AI_VECTOR_CORE,5,14,2.36,2.8,3.02,0.004
1,IndexPutV2,AI_VECTOR_CORE,4,11.76,2.78,2.94,3.14,0.003
1,Cos,AI_VECTOR_CORE,4,9.8,2.24,2.45,2.94,0.003
1,Sin,AI_VECTOR_CORE,4,9.6,2.2,2.4,2.9,0.003
1,Fill,AI_VECTOR_CORE,5,7.42,1.18,1.484,2.12,0.002
1,SelectV2,AI_VECTOR_CORE,3,7.08,2.18,2.36,2.56,0.002
1,ReduceSum,MIX_AIV,2,6.04,2.92,3.02,3.12,0.002
1,LessEqual,AI_VECTOR_CORE,2,5.56,2.46,2.78,3.1,0.002
1,ClipByValueV2,AI_VECTOR_CORE,1,4.56,4.56,4.56,4.56,0.001
1,ArgMaxWithValue,AI_VECTOR_CORE,1,2.38,2.38,2.38,2.38,0.001
