Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,allreduceAicpuKernel,AI_CPU,533,108178.12,163.94,202.96,506.56,29.502
0,IndexPut,AI_CPU,512,79638.5,133.62,155.543,245.56,21.719
0,MatMulV2,AI_CORE,1796,40372.3,9.7,22.479,170.32,11.01
0,Index,AI_CPU,128,26232.94,164.42,204.944,347.34,7.154
0,Mul,AI_VECTOR_CORE,3340,16731.88,1.38,5.009,14.02,4.563
0,Index,AI_VECTOR_CORE,1481,12604.66,6.72,8.51,16.92,3.437
0,Pows,AI_VECTOR_CORE,1028,8883.64,1.58,8.641,19.68,2.423
0,FlashAttentionScore,MIX_AIC,256,7884.84,27.52,30.8,40.9,2.15
0,Cast,AI_VECTOR_CORE,2227,7667.02,1.08,3.442,14.82,2.091
0,Slice,AI_VECTOR_CORE,2176,7609.28,1.34,3.496,6.62,2.075
0,ReduceMean,MIX_AIV,1028,7454,1.7,7.25,13.7,2.033
0,IndexCheck,AI_VECTOR_CORE,2125,7101.42,2.1,3.341,7.38,1.937
0,MemSet,AI_VECTOR_CORE,868,6674.86,5.38,7.689,22.66,1.82
0,Add,AI_VECTOR_CORE,2055,5386.82,1.14,2.621,10.46,1.469
0,NonZero,MIX_AIV,832,4154.76,4.42,4.993,9.16,1.133
0,Range,AI_VECTOR_CORE,386,3393.24,8.18,8.79,14.64,0.925
0,broadcastAicpuKernel,AI_CPU,20,3244.64,117.18,162.232,261.64,0.885
0,ConcatD,AI_VECTOR_CORE,524,2204.72,3.84,4.207,15.2,0.601
0,Transpose,AI_VECTOR_CORE,128,2136.72,14.6,16.693,21.28,0.583
0,Less,AI_VECTOR_CORE,205,1610.06,2.16,7.853,10.5,0.439
0,Rsqrt,AI_VECTOR_CORE,1028,1266.64,1,1.232,1.84,0.345
0,Swish,AI_VECTOR_CORE,256,1176.52,2.88,4.595,11.22,0.321
0,Neg,AI_VECTOR_CORE,512,934.14,1.1,1.824,4.78,0.255
0,allgatherAicpuKernel,AI_CPU,4,749.52,177.84,187.38,198.38,0.204
0,AsStrided,AI_VECTOR_CORE,128,610.88,4.26,4.772,6,0.167
0,UniqueWithCountsAndSorting,AI_CPU,4,559.5,131.94,139.875,149.7,0.153
0,LogicalNot,AI_VECTOR_CORE,265,383.44,1.18,1.446,1.86,0.105
0,PadV3,MIX_AIV,36,369.38,8.34,10.26,18.16,0.101
0,ArgMaxV2,AI_VECTOR_CORE,16,308.64,19.02,19.29,19.84,0.084
0,MaskedFill,AI_CPU,5,262.1,44.72,52.42,64.42,0.071
0,LogicalAnd,AI_VECTOR_CORE,68,203.52,1.38,2.992,3.98,0.056
0,Tril,AI_VECTOR_CORE,64,164.52,2.06,2.57,3.14,0.045
0,BroadcastTo,AI_VECTOR_CORE,69,111.76,1.34,1.619,2.06,0.03
0,OnesLike,AI_VECTOR_CORE,68,110.4,1.3,1.623,1.9,0.03
0,Cumsum,AI_CPU,1,55.54,55.54,55.54,55.54,0.015
0,MaskedFill,AI_VECTOR_CORE,4,53.96,11.96,13.49,15.04,0.015
0,ReduceAny,MIX_AIV,19,42.94,1.88,2.26,3.16,0.012
0,GreaterEqual,AI_VECTOR_CORE,12,29.6,2.18,2.466,2.92,0.008
0,ReduceMax,MIX_AIV,9,20.04,1.34,2.226,2.54,0.005
0,GatherV2,AI_VECTOR_CORE,4,17.8,2.8,4.45,9.14,0.005
0,Sub,AI_VECTOR_CORE,5,13.7,2.38,2.74,2.92,0.004
0,IndexPutV2,AI_VECTOR_CORE,4,11.4,2.74,2.85,3.06,0.003
0,Cos,AI_VECTOR_CORE,4,10.1,2.26,2.525,3.14,0.003
0,Sin,AI_VECTOR_CORE,4,9.98,2.22,2.495,3.18,0.003
0,ZerosLike,AI_VECTOR_CORE,5,9.1,1.74,1.82,1.96,0.002
0,Fill,AI_VECTOR_CORE,5,7.52,1.24,1.504,2.24,0.002
0,SelectV2,AI_VECTOR_CORE,3,7.14,2.16,2.38,2.54,0.002
0,ReduceSum,MIX_AIV,2,5.7,2.64,2.85,3.06,0.002
0,LessEqual,AI_VECTOR_CORE,2,5.24,2.38,2.62,2.86,0.001
0,ClipByValueV2,AI_VECTOR_CORE,1,4.56,4.56,4.56,4.56,0.001
0,ArgMaxWithValue,AI_VECTOR_CORE,1,2.7,2.7,2.7,2.7,0.001
