Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,38.01,61.13,0,0,0,0
empty_tensor,,,23.12,23.12,0,0,0,0
c10d::barrier,"1;
;
;
;
",,90.72,194.92,0,6640.26,0,0
aten::ones,";
;
;
;
",,64.36,85.32,0,1.3,0,0
empty_tensor,,,4.27,4.27,0,0,0,0
aclnnInplaceOne,,,16.69,16.69,1.3,1.3,0,0
record_event,,,4.53,4.53,0.02,0.02,0,0
wait_event,,,2.87,2.87,0.0,0.0,0,0
HcclAllreduce,1,,4.41,6.88,0,6638.900000000001,0,0
HcclAllreduce,,,2.47,2.47,6638.900000000001,6638.900000000001,0,0
record_event,,,2.86,2.86,0.02,0.02,0,0
record_event,,,1.74,1.74,0.02,0.02,0,0
wait_event,,,2.07,2.07,5882.92,5882.92,0,0
destroy_event,,,15.86,15.86,0,0,0,0
aten::empty,";
;
;
;
;
",,13.09,13.09,0,0,0,0
aten::to,"3;
;
;
;
;
",,5.66,282.47,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,13.56,276.81,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,50.31,59.27,0,0,0,0
empty_tensor,,,8.96,8.96,0,0,0,0
aten::copy_,"3;
3;
",,203.98,203.98,0,0,0,0
aten::lift_fresh,3,,20.74,20.74,0,0,0,0
aten::detach_,3,,0.77,0.77,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,54.43,78.79,0,535.12,0,0
record_event,,,9.92,9.92,0.02,0.02,0,0
wait_event,,,3.84,3.84,8.1,8.1,0,0
HcclBroadcast,3,,3.68,5.02,0,526.98,0,0
HcclBroadcast,,,1.34,1.34,526.98,526.98,0,0
record_event,,,4.07,4.07,0.02,0.02,0,0
record_event,,,1.51,1.51,0.0,0.0,0,0
wait_event,,,2.35,2.35,160.66,160.66,0,0
destroy_event,,,1.19,1.19,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,4.75,401.02,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,6.96,396.27,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.52,5.52,0,0,0,0
aten::copy_,"3;
3;
",,383.79,383.79,0,0,0,0
aten::resolve_conj,3,,2.04,2.04,0,0,0,0
aten::resolve_neg,3,,0.57,0.57,0,0,0,0
minigpt::decode_phase,,,55.87,1955.72,0,2287.34,0,0
minigpt::decode_control,,,414.86,1899.85,0,2287.34,0,0
aten::empty,";
;
;
;
;
",,7.11,7.11,0,0,0,0
aten::to,"3;
;
;
;
;
",,2.98,75.61,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,6.59,72.63,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,11.15,17.97,0,0,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
aten::copy_,"3;
3;
",,48.07,48.07,0,0,0,0
aten::lift_fresh,3,,2.0,2.0,0,0,0,0
aten::detach_,3,,0.58,0.58,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,40.09,63.48,0,648.38,0,0
record_event,,,11.4,11.4,0.02,0.02,0,0
wait_event,,,2.66,2.66,1.32,1.32,0,0
HcclBroadcast,3,,2.35,3.82,0,647.0,0,0
HcclBroadcast,,,1.47,1.47,647.0,647.0,0,0
record_event,,,3.12,3.12,0.02,0.02,0,0
record_event,,,2.39,2.39,0.02,0.02,0,0
wait_event,,,2.63,2.63,290.36,290.36,0,0
destroy_event,,,1.63,1.63,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,3.62,462.51,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,5.82,458.89,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.12,5.12,0,0,0,0
aten::copy_,"3;
3;
",,447.95,447.95,0,0,0,0
aten::resolve_conj,3,,2.08,2.08,0,0,0,0
aten::resolve_neg,3,,0.6,0.6,0,0,0,0
aten::empty,";
;
;
;
;
",,4.81,4.81,0,0,0,0
aten::to,"1;
;
;
;
;
",,2.55,47.08,0,0,0,0
aten::_to_copy,"1;
;
;
;
;
;
",,4.46,44.53,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,9.06,13.28,0,0,0,0
empty_tensor,,,4.22,4.22,0,0,0,0
aten::copy_,"1;
1;
",,26.79,26.79,0,0,0,0
aten::lift_fresh,1,,1.57,1.57,0,0,0,0
aten::detach_,1,,0.56,0.56,0,0,0,0
c10d::allreduce_,";
;
;
;
;
",,35.69,57.21,0,549.64,0,0
record_event,,,8.4,8.4,0.02,0.02,0,0
wait_event,,,3.12,3.12,7.18,7.18,0,0
HcclAllreduce,1,,3.07,4.81,0,542.4000000000001,0,0
HcclAllreduce,,,1.74,1.74,542.4000000000001,542.4000000000001,0,0
record_event,,,3.32,3.32,0.02,0.02,0,0
record_event,,,1.87,1.87,0.02,0.02,0,0
wait_event,,,2.02,2.02,179.66,179.66,0,0
destroy_event,,,1.54,1.54,0,0,0,0
aten::item,1,,3.34,335.14,0,0,0,0
aten::_local_scalar_dense,1,,331.8,331.8,0,0,0,0
aten::empty,";
;
;
;
;
",,5.76,5.76,0,0,0,0
aten::to,"0;
;
;
;
;
",,2.2,16.07,0,0,0,0
aten::_to_copy,"0;
;
;
;
;
;
",,4.86,13.87,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,3.72,7.32,0,0,0,0
empty_tensor,,,3.6,3.6,0,0,0,0
aten::copy_,"0;
0;
",,1.69,1.69,0,0,0,0
aten::lift_fresh,0,,1.22,1.22,0,0,0,0
aten::detach_,0,,0.57,0.57,0,0,0,0
aten::reshape,"0;
",,4.58,11.89,0,0,0,0
aten::view,"0;
",,7.31,7.31,0,0,0,0
aten::to,"0,3;
;
;
;
;
;
;
",,2.93,11.34,0,0,0,0
aten::_to_copy,"0,3;
;
;
;
;
;
",,3.59,8.41,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,3.5,3.5,0,0,0,0
aten::copy_,"0,3;
0,3;
",,1.32,1.32,0,0,0,0
aten::resolve_conj,"0,3",,0.73,0.73,0,0,0,0
aten::resolve_neg,"0,3",,0.92,0.92,0,0,0,0
aten::empty,";
;
;
;
;
",,3.33,3.33,0,0,0,0
aten::to,"1;
;
;
;
;
",,2.06,39.83,0,0,0,0
aten::_to_copy,"1;
;
;
;
;
;
",,2.96,37.77,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.23,8.1,0,0,0,0
empty_tensor,,,1.87,1.87,0,0,0,0
aten::copy_,"1;
1;
",,26.71,26.71,0,0,0,0
aten::lift_fresh,1,,1.13,1.13,0,0,0,0
aten::detach_,1,,0.57,0.57,0,0,0,0
c10d::allreduce_,";
;
;
;
;
",,30.97,52.66,0,488.38,0,0
record_event,,,7.68,7.68,0.0,0.0,0,0
wait_event,,,4.21,4.21,4.46,4.46,0,0
HcclAllreduce,1,,2.55,4.72,0,483.88,0,0
HcclAllreduce,,,2.17,2.17,483.88,483.88,0,0
record_event,,,2.84,2.84,0.02,0.02,0,0
record_event,,,2.24,2.24,0.02,0.02,0,0
wait_event,,,2.59,2.59,130.92,130.92,0,0
