Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,NonZero_Tiling,49.38,2,24.69,4.41,44.97,411.278
host,communication,Notify_Record,12880.42,524,24.581,19.21,78.45,23.28
host,communication,Notify_Wait,7941.78,524,15.156,11.86,31.47,3.822
host,acl,aclmdlRICaptureGetInfo,1526.94,5504,0.277,0.12,3.39,0.046
host,acl,aclnnAdd,10218.25,1024,9.979,7.3,22.14,2.095
host,acl,aclnnAdds,10041.33,1028,9.768,6.08,73.94,7.808
host,acl,aclnnAny,163.59,13,12.584,9.93,21.39,8.292
host,acl,aclnnArange,107.65,8,13.456,10.02,30.81,43.554
host,acl,aclnnBitwiseAndTensor,2481.2,260,9.543,8.03,16.05,1.748
host,acl,aclnnBitwiseNot,115.61,12,9.634,6.49,13.56,2.981
host,acl,aclnnCat,8269.2,523,15.811,9.79,45.99,7.793
host,acl,aclnnClampMin,44.15,4,11.038,9.34,13.76,2.804
host,acl,aclnnConstantPadNd,204.18,12,17.015,12.46,23.77,14.941
host,acl,aclnnCos,37.3,4,9.325,8.77,10.04,0.21
host,acl,aclnnCumsum,78.08,4,19.52,17.06,25.63,12.66
host,acl,aclnnCumsumGetWorkspaceSize,71.9,4,17.975,14.41,21.61,7.166
host,acl,aclnnEmbedding,47.47,4,11.868,10.55,13.43,1.426
host,acl,aclnnFlashAttentionScore,5846.95,256,22.84,18.51,52.08,13.479
host,acl,aclnnGeScalar,93.67,8,11.709,10.32,14.91,1.904
host,acl,aclnnIndex,106.82,5,21.364,16.56,30.82,25.57
host,acl,aclnnInplaceCopy,22317.59,2360,9.457,5.11,58.2,6.041
host,acl,aclnnInplaceCopyGetWorkspaceSize,293.36,22,13.335,5.92,33.29,44.901
host,acl,aclnnInplaceFillScalar,115.21,6,19.202,9.15,53.75,252.808
host,acl,aclnnInplaceMaskedFillScalar,228.34,12,19.028,8.43,41.09,103.905
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,101.69,8,12.711,10.45,20.51,9.947
host,acl,aclnnInplaceOne,2418.67,259,9.338,7.04,17.73,2.203
host,acl,aclnnInplaceZero,149.49,13,11.499,7.65,22.7,13.157
host,acl,aclnnLeScalar,18.66,1,18.66,18.66,18.66,0
host,acl,aclnnLogicalNot,2281.27,256,8.911,7.39,19.55,1.749
host,acl,aclnnLtScalar,117.24,12,9.77,8.04,12.16,1.388
host,acl,aclnnMatmul,18016.14,1796,10.031,6.53,35.31,2.791
host,acl,aclnnMaxDim,71.47,4,17.868,15.67,21.17,5.311
host,acl,aclnnMean,12040.34,1028,11.712,8.5,66.33,6.618
host,acl,aclnnMul,35029.48,3340,10.488,5.71,28.63,10.857
host,acl,aclnnNeg,7999.88,512,15.625,12.02,37.69,7.012
host,acl,aclnnNonzeroV2,177.3,1,177.3,177.3,177.3,0
host,acl,aclnnNonzeroV2GetWorkspaceSize,282.6,1,282.6,282.6,282.6,0
host,acl,aclnnPowTensorScalar,10141.92,1028,9.866,6.07,32.83,3.198
host,acl,aclnnReduceSum,31.52,1,31.52,31.52,31.52,0
host,acl,aclnnRsqrt,8965.97,1028,8.722,5.74,58.91,4.971
host,acl,aclnnSilu,2374.85,256,9.277,6.72,15.83,1.353
host,acl,aclnnSin,39.34,4,9.835,9.42,10.56,0.201
host,acl,aclnnSubs,84.21,8,10.526,9.13,13.99,2.415
host,acl,aclnnTril,2244.28,256,8.767,5.75,22.86,2.22
host,acl,aclrtCreateEventExWithFlag,6322.58,1304,4.849,0.6,72.02,76.523
host,acl,aclrtCtxSetSysParamOpt,16399.56,30692,0.534,0.17,22.31,0.165
host,acl,aclrtDestroyEvent,451.75,780,0.579,0.48,2.19,0.013
host,acl,aclrtFree,40.29,4,10.073,8.08,12.79,3.04
host,acl,aclrtGetCurrentContext,213.18,524,0.407,0.28,1.6,0.014
host,acl,aclrtGetDeviceCount,5.48,2,2.74,2.3,3.18,0.194
host,acl,aclrtGetHardwareSyncAddr,761.57,1311,0.581,0.29,2.28,0.033
host,acl,aclrtGetResInCurrentThread,31.78,70,0.454,0.11,2.88,0.274
host,acl,aclrtGetStreamAttribute,4570.55,16394,0.279,0.17,14.45,0.014
host,acl,aclrtLaunchKernelWithHostArgs,99902.61,17672,5.653,2.17,38.68,2.588
host,acl,aclrtMallocWithCfg,97.18,4,24.295,14.71,39.48,84.54
host,acl,aclrtMemcpy,608.85,22,27.675,16.44,65.04,118.395
host,acl,aclrtMemcpyAsync,193.42,22,8.792,5.38,24.42,23.79
host,acl,aclrtRecordEvent,13419.86,1828,7.341,2.85,29.46,6.503
host,acl,aclrtRecordNotify,5474.59,1048,5.224,3.26,24.56,2.346
host,acl,aclrtStreamGetId,345.52,1048,0.33,0.19,1.71,0.01
host,acl,aclrtStreamWaitEvent,7579.47,1304,5.812,1.21,29.01,3.431
host,acl,aclrtSynchronizeDeviceWithTimeout,10681.25,6,1780.208,20.1,9904.26,13213448.374
host,acl,aclrtSynchronizeStream,66.32,2,33.16,21.72,44.6,130.874
host,acl,aclrtSynchronizeStreamWithTimeout,263.29,21,12.538,2.23,56.53,196.013
host,acl,aclrtWaitAndResetNotify,5799.88,1572,3.689,1.01,12.67,3.604
host,acl,hcom_allGather_,620.07,4,155.018,134.36,206.17,881.305
host,acl,hcom_allReduce_,71194.4,516,137.974,104.57,473.19,893.167
host,acl,hcom_broadcast_,700.78,4,175.195,143.42,201.92,654.447
host,node,launch,198130.63,18196,10.889,2.65,473.19,522.6
