Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PROFILING_ENABLE,48,5,0.000,1789111366783581.730	,1789111366783581.730	
1,Fill_41dadce325b0f810d03359af2a38990b_high_performance_223000000,AI_VECTOR_CORE,47,33194,2.460,1789111366793552.349	,1789111366793554.809	
1,ZerosLike_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,33195,1.640,1789111366793586.210	,1789111366793587.850	
1,N/A,MEMCPY_ASYNC,47,33196,0.660,1789111366794011.398	,1789111366794012.058	
1,Fill_279daeaf6b659300647aba3935d90048_high_performance_210000000,AI_VECTOR_CORE,47,33197,1.320,1789111366794062.439	,1789111366794063.760	
1,Cast_a9b7af94359fc7c19da07ad0790f065c_high_performance_210000000,AI_VECTOR_CORE,47,33198,1.240,1789111366794120.501	,1789111366794121.741	
1,BroadcastTo_c71434db8135ff9089d65053721e3417_high_performance_232000000,AI_VECTOR_CORE,47,33199,1.520,1789111366794126.661	,1789111366794128.181	
1,Cast_9fc020fd54590bb5fe6cf6eabcf7b473_high_performance_210000000,AI_VECTOR_CORE,47,33200,1.400,1789111366794134.761	,1789111366794136.161	
1,Cast_bbb33f17aca2fbbf645166c6cba610fc_high_performance_210000000,AI_VECTOR_CORE,47,33201,1.420,1789111366794293.904	,1789111366794295.324	
1,ReduceSum_0d745295987e1c668b2ec8b2844aeada_high_performance_50000400,MIX_AIV,47,33202,6.160,1789111366794350.905	,1789111366794357.065	
1,LessEqual_1ea4da630f56dc1c2d6e7c9a9dd17b11_high_performance_210000000,AI_VECTOR_CORE,47,33203,2.740,1789111366794377.846	,1789111366794380.586	
1,ReduceAny_4f12aca806ed482b082e86983ec4bb6f_high_performance_1000500,MIX_AIV,47,33204,1.540,1789111366794415.927	,1789111366794417.467	
1,MemSet_1a6864193b99ef93ef38616f04a712ab_high_performance__kernel0,AI_VECTOR_CORE,47,33205,6.600,1789111366795003.138	,1789111366795009.738	
1,NonZero_65ecaa6ea38f647d4d3c19f941ac1e46_high_performance__kernel0,MIX_AIV,47,33206,27.420,1789111366795028.579	,1789111366795055.999	
1,IndexCheck_int64_high_performance_0,AI_VECTOR_CORE,47,33207,11.960,1789111366795319.565	,1789111366795331.525	
1,Index_790e15c983edeb9bbb712783ad7b1d7e_high_performance__kernel0,AI_VECTOR_CORE,47,33208,13.060,1789111366795331.545	,1789111366795344.605	
1,N/A,MEMCPY_ASYNC,47,33209,0.600,1789111366795439.187	,1789111366795439.787	
1,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,47,33210,2.020,1789111366795544.449	,1789111366795546.469	
1,ZerosLike_c5fb21ce50d8471d9b8df5001b9dc9a5_high_performance_210000000,AI_VECTOR_CORE,47,33211,1.360,1789111366795597.310	,1789111366795598.670	
1,N/A,MEMCPY_ASYNC,47,33212,0.760,1789111366795651.711	,1789111366795652.471	
1,Fill_279daeaf6b659300647aba3935d90048_high_performance_210000000,AI_VECTOR_CORE,47,33213,1.220,1789111366795702.992	,1789111366795704.212	
1,Cast_a9b7af94359fc7c19da07ad0790f065c_high_performance_210000000,AI_VECTOR_CORE,47,33214,1.220,1789111366795752.653	,1789111366795753.873	
1,BroadcastTo_c71434db8135ff9089d65053721e3417_high_performance_232000000,AI_VECTOR_CORE,47,33215,1.360,1789111366795754.973	,1789111366795756.333	
1,Cast_9fc020fd54590bb5fe6cf6eabcf7b473_high_performance_210000000,AI_VECTOR_CORE,47,33216,1.340,1789111366795756.433	,1789111366795757.773	
