Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,IndexCheck_Tiling,4914.49,1288,3.816,0.13,37.1,19.536
host,acl,IndexPutV2_Tiling,66.61,4,16.653,10.49,26.14,36.188
host,acl,NonZero_Tiling,4000.83,1664,2.404,0.19,39.92,7.231
host,communication,Notify_Record,14897.18,557,26.745,17.58,73.76,27.232
host,communication,Notify_Wait,8862.13,557,15.91,12.78,64.91,10.021
host,acl,Slice_Tiling,2588.76,512,5.056,1.85,42.66,48.136
host,acl,aclmdlRICaptureGetInfo,1651.25,5850,0.282,0.12,21.44,0.12
host,acl,aclnnAdd,10025.35,1027,9.762,6,74.28,7.667
host,acl,aclnnAdds,9311.44,1028,9.058,6.06,48.6,4.108
host,acl,aclnnAny,239.85,19,12.624,9.38,16.55,5.102
host,acl,aclnnArange,4158.81,386,10.774,7.36,36.26,3.807
host,acl,aclnnBitwiseAndTensor,1569.24,68,23.077,9.63,33.8,12.299
host,acl,aclnnBitwiseNot,83.6,9,9.289,7.69,12.03,1.268
host,acl,aclnnCat,8057.32,520,15.495,7.74,45.36,5.604
host,acl,aclnnClampMin,29.86,1,29.86,29.86,29.86,0
host,acl,aclnnConstantPadNd,565.01,36,15.695,11.66,28.54,13.222
host,acl,aclnnCos,39.55,4,9.888,8.67,11.63,1.457
host,acl,aclnnCumsum,27.51,1,27.51,27.51,27.51,0
host,acl,aclnnCumsumGetWorkspaceSize,25.39,1,25.39,25.39,25.39,0
host,acl,aclnnEmbedding,51.63,4,12.907,10.92,14.88,1.976
host,acl,aclnnFlashAttentionScore,4710.83,256,18.402,13.59,52.43,11.354
host,acl,aclnnGeScalar,164.51,12,13.709,9.8,32.8,36.749
host,acl,aclnnIndex,42473.26,1609,26.397,10.68,163.84,657.084
host,acl,aclnnIndexGetWorkspaceSize,7161.58,128,55.95,45.98,152.84,122.933
host,acl,aclnnIndexPutImpl,18691.92,516,36.225,23.93,98.76,56.555
host,acl,aclnnIndexPutImplGetWorkspaceSize,18161.85,516,35.197,24.19,72.75,50.352
host,acl,aclnnInplaceCopy,19001.57,2190,8.677,5.33,85.64,7.397
host,acl,aclnnInplaceCopyGetWorkspaceSize,393.43,47,8.371,4.83,38.96,30.639
host,acl,aclnnInplaceFillScalar,59.05,5,11.81,7.96,20.01,22.139
