Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,19.72,61.69,0,0,0,0
empty_tensor,,,41.97,41.97,0,0,0,0
c10d::barrier,"1;
;
;
;
",,108.29,224.12,0,14702.514,0,0
aten::ones,";
;
;
;
",,71.39,94.44,0,1.24,0,0
empty_tensor,,,5.05,5.05,0,0,0,0
aclnnInplaceOne,,,18.0,18.0,1.24,1.24,0,0
record_event,,,6.46,6.46,0.02,0.02,0,0
wait_event,,,3.17,3.17,0.0,0.0,0,0
HcclAllreduce,1,,5.85,7.0,0,14701.214,0,0
HcclAllreduce,,,1.15,1.15,14701.214,14701.214,0,0
record_event,,,2.98,2.98,0.02,0.02,0,0
record_event,,,1.78,1.78,0.02,0.02,0,0
wait_event,,,4.59,4.59,13997.53975,13997.53975,0,0
destroy_event,,,6.57,6.57,0,0,0,0
aten::empty,";
;
;
;
;
",,16.11,16.11,0,0,0,0
aten::to,"3;
;
;
;
;
",,6.63,346.82,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,14.33,340.19,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,14.66,20.77,0,0,0,0
empty_tensor,,,6.11,6.11,0,0,0,0
aten::copy_,"3;
3;
",,305.09,305.09,0,0,0,0
aten::lift_fresh,3,,3.46,3.46,0,0,0,0
aten::detach_,3,,1.68,1.68,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,48.11,68.21,0,592.812,0,0
record_event,,,8.01,8.01,0.0,0.0,0,0
wait_event,,,2.65,2.65,0.02,0.02,0,0
HcclBroadcast,3,,3.43,4.72,0,592.752,0,0
HcclBroadcast,,,1.29,1.29,592.752,592.752,0,0
record_event,,,2.93,2.93,0.02,0.02,0,0
record_event,,,1.79,1.79,0.02,0.02,0,0
wait_event,,,2.06,2.06,117.7625,117.7625,0,0
destroy_event,,,3.0,3.0,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,6.17,425.25,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,5.71,419.08,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.13,8.13,0,0,0,0
aten::copy_,"3;
3;
",,405.24,405.24,0,0,0,0
aten::resolve_conj,3,,2.11,2.11,0,0,0,0
aten::resolve_neg,3,,0.97,0.97,0,0,0,0
minigpt::decode_phase,,,49.9,1980.2,0,2547.15,0,0
minigpt::decode_control,,,319.12,1930.3,0,2547.15,0,0
aten::zeros,";
;
;
;
",,10.82,61.14,0,1.32,0,0
empty_tensor,,,10.58,10.58,0,0,0,0
aten::zero_,3,,31.37,39.74,0,1.32,0,0
aclnnInplaceZero,,,8.37,8.37,1.32,1.32,0,0
c10d::broadcast_,";
;
;
;
;
",,33.33,50.54,0,524.31025,0,0
record_event,,,6.35,6.35,0.02,0.02,0,0
wait_event,,,2.9,2.9,0.02,0.02,0,0
HcclBroadcast,3,,1.98,3.24,0,524.25025,0,0
HcclBroadcast,,,1.26,1.26,524.25025,524.25025,0,0
record_event,,,2.93,2.93,0.0,0.0,0,0
record_event,,,1.79,1.79,0.02,0.02,0,0
wait_event,,,3.78,3.78,214.40425,214.40425,0,0
destroy_event,,,1.65,1.65,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,4.0,412.42,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,5.99,408.42,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.85,5.85,0,0,0,0
aten::copy_,"3;
3;
",,396.58,396.58,0,0,0,0
aten::resolve_conj,3,,1.33,1.33,0,0,0,0
aten::resolve_neg,3,,0.6,0.6,0,0,0,0
aten::empty,";
;
;
;
;
",,3.76,3.76,0,0,0,0
aten::to,"1;
;
;
;
;
",,2.15,43.89,0,0,0,0
aten::_to_copy,"1;
;
;
;
;
;
",,3.57,41.74,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.29,12.0,0,0,0,0
empty_tensor,,,3.71,3.71,0,0,0,0
aten::copy_,"1;
1;
",,26.17,26.17,0,0,0,0
aten::lift_fresh,1,,1.87,1.87,0,0,0,0
aten::detach_,1,,0.86,0.86,0,0,0,0
c10d::allreduce_,";
;
;
;
;
",,30.59,48.52,0,807.51575,0,0
record_event,,,6.74,6.74,0.02,0.02,0,0
wait_event,,,2.18,2.18,2.18,2.18,0,0
HcclAllreduce,1,,2.88,4.24,0,805.27575,0,0
HcclAllreduce,,,1.36,1.36,805.27575,805.27575,0,0
record_event,,,2.84,2.84,0.02,0.02,0,0
record_event,,,1.93,1.93,0.02,0.02,0,0
wait_event,,,2.7,2.7,390.288,390.288,0,0
destroy_event,,,2.82,2.82,0,0,0,0
aten::item,1,,4.56,549.11,0,0,0,0
aten::_local_scalar_dense,1,,544.55,544.55,0,0,0,0
aten::zeros,";
;
;
;
",,4.94,36.39,0,0,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
aten::zero_,"0,3",,21.59,27.2,0,0,0,0
aclnnInplaceZero,,,5.61,5.61,0,0,0,0
aten::to,"0,3;
;
;
;
;
;
;
",,3.01,13.74,0,0,0,0
aten::_to_copy,"0,3;
;
;
;
;
;
",,5.27,10.73,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,3.73,3.73,0,0,0,0
aten::copy_,"0,3;
0,3;
",,1.73,1.73,0,0,0,0
aten::resolve_conj,"0,3",,0.93,0.93,0,0,0,0
aten::resolve_neg,"0,3",,0.66,0.66,0,0,0,0
aten::empty,";
;
;
;
;
",,4.1,4.1,0,0,0,0
aten::to,"1;
;
;
;
;
",,2.08,44.23,0,0,0,0
aten::_to_copy,"1;
;
;
;
;
;
",,3.52,42.15,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.56,9.06,0,0,0,0
empty_tensor,,,2.5,2.5,0,0,0,0
aten::copy_,"1;
1;
",,29.57,29.57,0,0,0,0
aten::lift_fresh,1,,0.85,0.85,0,0,0,0
aten::detach_,1,,0.61,0.61,0,0,0,0
