Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
3,allreduceAicpuKernel,AI_CPU,533,108957.814,165.924,204.424,508.11,29.628
3,IndexPut,AI_CPU,512,79620.289,133.263,155.508,302.026,21.65
3,MatMulV2,AI_CORE,1796,40416.616,9.68,22.504,171.344,10.99
3,Index,AI_CPU,128,25181.005,168.824,196.727,391.828,6.847
3,Mul,AI_VECTOR_CORE,3340,16830.774,1.38,5.039,15.44,4.577
3,Index,AI_VECTOR_CORE,1481,12516.708,6.74,8.452,18.04,3.404
3,Pows,AI_VECTOR_CORE,1028,9903.639,1.64,9.634,21.081,2.693
3,Slice,AI_VECTOR_CORE,2176,8068.443,1.36,3.708,7.42,2.194
3,FlashAttentionScore,MIX_AIC,256,7907.12,27.541,30.887,40.641,2.15
3,Cast,AI_VECTOR_CORE,2211,7626.836,1.08,3.449,14.86,2.074
3,ReduceMean,MIX_AIV,1028,7537.645,1.76,7.332,13.8,2.05
3,IndexCheck,AI_VECTOR_CORE,2125,7266.444,2.04,3.42,10.58,1.976
3,MemSet,AI_VECTOR_CORE,868,6358.868,5.32,7.326,20.841,1.729
3,Add,AI_VECTOR_CORE,2055,5299.647,1.12,2.579,11.42,1.441
3,NonZero,MIX_AIV,832,4177.048,4.36,5.02,9.16,1.136
3,Range,AI_VECTOR_CORE,386,3606.413,8.7,9.343,15.4,0.981
3,broadcastAicpuKernel,AI_CPU,20,3147.203,116.602,157.36,345.067,0.856
3,Transpose,AI_VECTOR_CORE,128,2411.43,15.36,18.839,24.141,0.656
3,ConcatD,AI_VECTOR_CORE,520,2191.164,3.86,4.214,23.961,0.596
3,Less,AI_VECTOR_CORE,205,1576.749,2.26,7.691,10.421,0.429
3,Rsqrt,AI_VECTOR_CORE,1028,1274.127,0.98,1.239,1.98,0.346
3,Swish,AI_VECTOR_CORE,256,1066.062,2.6,4.164,9.94,0.29
3,Neg,AI_VECTOR_CORE,512,911.839,1.1,1.781,5.6,0.248
3,allgatherAicpuKernel,AI_CPU,4,706.754,162.983,176.688,192.384,0.192
3,AsStrided,AI_VECTOR_CORE,128,619.313,4.32,4.838,6.42,0.168
3,UniqueWithCountsAndSorting,AI_CPU,4,589.172,124.803,147.293,177.904,0.16
3,PadV3,MIX_AIV,36,394.387,9.4,10.955,17.34,0.107
3,LogicalNot,AI_VECTOR_CORE,265,386.669,1.16,1.459,1.82,0.105
3,MaskedFill,AI_CPU,5,288.086,45.941,57.617,91.402,0.078
3,LogicalAnd,AI_VECTOR_CORE,68,211.324,1.4,3.108,3.98,0.057
3,Tril,AI_VECTOR_CORE,64,157.163,1.86,2.456,3.14,0.043
3,BroadcastTo,AI_VECTOR_CORE,69,112.004,1.36,1.623,2.08,0.03
3,OnesLike,AI_VECTOR_CORE,68,105.902,1.24,1.557,1.88,0.029
3,Cumsum,AI_CPU,1,54.321,54.321,54.321,54.321,0.015
3,MaskedFill,AI_VECTOR_CORE,4,48.481,10.501,12.12,12.84,0.013
3,ReduceAny,MIX_AIV,19,46.421,1.88,2.443,3.68,0.013
3,ZerosLike,AI_VECTOR_CORE,21,32.741,1.3,1.559,1.94,0.009
3,GreaterEqual,AI_VECTOR_CORE,12,30.261,2.26,2.522,3.08,0.008
3,ReduceMax,MIX_AIV,9,21.881,1.9,2.431,2.78,0.006
3,GatherV2,AI_VECTOR_CORE,4,16.481,2.8,4.12,7.56,0.004
3,Sub,AI_VECTOR_CORE,5,14.121,2.36,2.824,3,0.004
3,IndexPutV2,AI_VECTOR_CORE,4,11.801,2.78,2.95,3.08,0.003
3,Cos,AI_VECTOR_CORE,4,10.1,2.22,2.525,3.14,0.003
3,Sin,AI_VECTOR_CORE,4,9.88,2.14,2.47,2.96,0.003
3,Fill,AI_VECTOR_CORE,5,7.04,1.22,1.408,2.02,0.002
3,SelectV2,AI_VECTOR_CORE,3,6.64,2.1,2.213,2.42,0.002
3,ReduceSum,MIX_AIV,2,5.7,2.68,2.85,3.02,0.002
3,LessEqual,AI_VECTOR_CORE,2,5.42,2.46,2.71,2.96,0.001
3,ClipByValueV2,AI_VECTOR_CORE,1,5.24,5.24,5.24,5.24,0.001
3,ArgMaxWithValue,AI_VECTOR_CORE,1,2.42,2.42,2.42,2.42,0.001
