Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,MatMulV2,AI_CORE,1796,166676.26,8.3,92.804,677.74,27.995
0,allreduceAicpuKernel,AI_CPU,516,113940.06,167.4,220.814,507.76,19.137
0,IndexPut,AI_CPU,512,105450.82,120.74,205.958,448.42,17.711
0,Index,AI_CPU,128,68221.78,477.4,532.982,625.16,11.458
0,Mul,AI_VECTOR_CORE,3340,23473.48,1.44,7.027,31.04,3.943
0,Index,AI_VECTOR_CORE,1476,16186.8,6.72,10.966,33.14,2.719
0,FlashAttentionScore,MIX_AIC,256,15973.9,35.26,62.398,139.44,2.683
0,Pows,AI_VECTOR_CORE,1028,9852.4,1.7,9.584,18.42,1.655
0,ReduceMean,MIX_AIV,1028,9303.84,1.84,9.05,22.54,1.563
0,IndexCheck,AI_VECTOR_CORE,2120,8590.88,1.86,4.052,19.58,1.443
0,Cast,AI_VECTOR_CORE,2082,7308.46,1.1,3.51,12.52,1.228
0,Add,AI_VECTOR_CORE,2055,7185.66,1.22,3.496,26.18,1.207
0,Transpose,AI_VECTOR_CORE,320,7136.72,13.28,22.302,37.56,1.199
0,MemSet,AI_VECTOR_CORE,844,6925.26,5.38,8.205,18.28,1.163
0,Slice,AI_VECTOR_CORE,2048,6490.96,1.36,3.169,5.22,1.09
0,NonZero,MIX_AIV,832,3079.32,2.76,3.701,8.9,0.517
0,Range,AI_VECTOR_CORE,390,3017.76,4.18,7.737,14.12,0.507
0,ConcatD,AI_VECTOR_CORE,520,2577.3,3.46,4.956,17.8,0.433
0,AsStrided,AI_VECTOR_CORE,256,2246.42,5.96,8.775,11.7,0.377
0,Swish,AI_VECTOR_CORE,256,1992.5,2.68,7.783,23.2,0.335
0,Neg,AI_VECTOR_CORE,512,1742.5,1.22,3.403,10.12,0.293
0,Rsqrt,AI_VECTOR_CORE,1028,1488.14,1.08,1.447,3.82,0.25
0,LogicalAnd,AI_VECTOR_CORE,68,1106.3,1.36,16.269,19.82,0.186
0,Tril,AI_VECTOR_CORE,64,848.72,12.7,13.261,14.1,0.143
0,broadcastAicpuKernel,AI_CPU,4,822.74,170.7,205.685,252.86,0.138
0,LogicalNot,AI_VECTOR_CORE,265,807.98,1.24,3.048,10.2,0.136
0,allgatherAicpuKernel,AI_CPU,4,765.46,154.32,191.365,255.08,0.129
0,Less,AI_VECTOR_CORE,201,608.54,2.24,3.027,3.6,0.102
0,OnesLike,AI_VECTOR_CORE,67,534.84,1.58,7.982,12.72,0.09
0,MaskedFill,AI_CPU,5,391.04,69.56,78.208,84.02,0.066
0,PadV3,MIX_AIV,12,165.76,9.46,13.813,20.86,0.028
0,Cumsum,AI_CPU,1,106.86,106.86,106.86,106.86,0.018
0,ArgMaxV2,AI_VECTOR_CORE,4,78.74,19.52,19.685,19.86,0.013
0,GatherV2,AI_VECTOR_CORE,4,50.96,12.2,12.74,13.8,0.009
0,MaskedFill,AI_VECTOR_CORE,4,41.46,3.3,10.365,31.06,0.007
0,GreaterEqual,AI_VECTOR_CORE,8,22.64,2.36,2.83,3.38,0.004
0,ReduceAny,MIX_AIV,11,18.8,1.28,1.709,2.88,0.003
0,ReduceSum,MIX_AIV,3,17.54,5.6,5.846,6.2,0.003
0,ReduceMax,MIX_AIV,9,16.72,1.52,1.857,2.06,0.003
0,Cos,AI_VECTOR_CORE,4,16.1,1.98,4.025,9.8,0.003
0,Sin,AI_VECTOR_CORE,4,15.86,2.02,3.965,9.72,0.003
0,Sub,AI_VECTOR_CORE,5,14.04,2.3,2.808,3.48,0.002
0,ArgMaxWithValue,AI_VECTOR_CORE,1,13.9,13.9,13.9,13.9,0.002
0,TensorMove,AI_VECTOR_CORE,1,10.96,10.96,10.96,10.96,0.002
0,IndexPutV2,AI_VECTOR_CORE,4,9.2,2.14,2.3,2.52,0.002
0,ZerosLike,AI_VECTOR_CORE,5,8.92,1.72,1.784,1.84,0.001
0,BroadcastTo,AI_VECTOR_CORE,5,8.1,1.48,1.62,1.98,0.001
0,SelectV2,AI_VECTOR_CORE,3,7.54,2.46,2.513,2.56,0.001
0,ClipByValueV2,AI_VECTOR_CORE,1,5.76,5.76,5.76,5.76,0.001
0,LessEqual,AI_VECTOR_CORE,2,5.16,2.46,2.58,2.7,0.001
0,Fill,AI_VECTOR_CORE,2,4.1,1.66,2.05,2.44,0.001
