Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,200.02,4,50.005,19.95,80.57,523.371
host,acl,IndexCheck_Tiling,5488.65,1288,4.261,0.13,27.79,15.849
host,acl,IndexPutV2_Tiling,57.11,4,14.278,11.8,19.98,11.014
host,acl,NonZero_Tiling,5796.29,1664,3.483,0.19,27.9,12.285
host,communication,Notify_Record,17446.92,524,33.296,21.56,69.23,112.386
host,communication,Notify_Wait,11265,524,21.498,12.65,53.89,76.361
host,acl,Slice_Tiling,3264.14,512,6.375,1.96,32.89,30.086
host,acl,Transpose_Tiling,515.06,128,4.024,0.42,24.11,10.636
host,acl,aclmdlRICaptureGetInfo,1843.62,5504,0.335,0.12,2.12,0.056
host,acl,aclnnAdd,14056.24,1027,13.687,6.18,254.38,80.088
host,acl,aclnnAdds,12048.45,1028,11.72,6.69,36.67,13.013
host,acl,aclnnAny,209.14,11,19.013,10.77,62.61,207.075
host,acl,aclnnArange,5179.67,390,13.281,7.59,51.77,19.965
host,acl,aclnnBitwiseAndTensor,866.64,68,12.745,7.32,47.87,65.473
host,acl,aclnnBitwiseNot,113.55,9,12.617,9.75,17.86,8.285
host,acl,aclnnCat,12656.28,520,24.339,11.34,2214.69,9283.513
host,acl,aclnnClampMin,13.68,1,13.68,13.68,13.68,0
host,acl,aclnnConstantPadNd,262.59,12,21.882,15.06,50.62,88.051
host,acl,aclnnCos,49.23,4,12.308,7.43,18.6,16.458
host,acl,aclnnCumsum,33.2,1,33.2,33.2,33.2,0
host,acl,aclnnCumsumGetWorkspaceSize,64.21,1,64.21,64.21,64.21,0
host,acl,aclnnEmbedding,63.34,4,15.835,14.24,17.45,1.573
host,acl,aclnnFlashAttentionScore,5851.06,256,22.856,13.55,65.02,66.881
host,acl,aclnnGeScalar,118.93,8,14.866,11.29,21.5,12.697
host,acl,aclnnIndex,58501.69,1604,36.472,11.17,265.38,1592.092
host,acl,aclnnIndexGetWorkspaceSize,11843.37,128,92.526,59.45,357.53,1042.69
host,acl,aclnnIndexPutImpl,29912.46,516,57.97,26.01,235.81,478.463
host,acl,aclnnIndexPutImplGetWorkspaceSize,21278.02,516,41.236,24.99,171.81,65.476
host,acl,aclnnInplaceCopy,25599.36,2161,11.846,5.6,229.63,61.708
host,acl,aclnnInplaceCopyGetWorkspaceSize,292.65,20,14.632,6.43,40.75,55.616
host,acl,aclnnInplaceFillScalar,150.19,2,75.095,55.85,94.34,370.37
host,acl,aclnnInplaceMaskedFillScalar,251.7,9,27.967,13.35,48.83,178.389
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,115.28,5,23.056,14.49,38.36,76.33
host,acl,aclnnInplaceOne,805.53,67,12.023,7.42,43.4,50.283
host,acl,aclnnInplaceZero,153.82,9,17.091,10.83,31.36,56.249
host,acl,aclnnLeScalar,28.97,2,14.485,9.78,19.19,22.137
host,acl,aclnnLogicalNot,2915.11,256,11.387,6.46,30.56,16.189
host,acl,aclnnLtScalar,151.05,9,16.783,9.57,40.59,75.481
host,acl,aclnnLtTensor,2291.51,192,11.935,7.49,37.2,13.752
host,acl,aclnnMatmul,22028.69,1796,12.265,6.16,252.54,44.813
host,acl,aclnnMax,154.09,9,17.121,12.38,25.48,27.471
host,acl,aclnnMaxDim,45.85,1,45.85,45.85,45.85,0
host,acl,aclnnMean,15559.28,1028,15.135,9.01,66.83,27.154
host,acl,aclnnMul,39719.72,3340,11.892,5.72,120.31,23.362
host,acl,aclnnNeg,10489.68,512,20.488,12.38,64.5,53.869
host,acl,aclnnNonzero,56309.68,64,879.839,109.44,2324.7,188212.878
host,acl,aclnnNonzeroGetWorkspaceSize,2870.22,64,44.847,32.24,172.18,304.045
host,acl,aclnnNonzeroV2,136255.61,768,177.416,64.91,3312.81,45818.333
host,acl,aclnnNonzeroV2GetWorkspaceSize,21254.93,768,27.676,16.04,89.1,64.623
host,acl,aclnnPowTensorScalar,12184.03,1028,11.852,5.9,34.02,9.982
host,acl,aclnnReduceSum,78.78,3,26.26,12.08,35.32,103.123
host,acl,aclnnRsqrt,11440.19,1028,11.129,5.58,252.11,72.947
host,acl,aclnnSWhere,52.06,3,17.353,16.15,18.8,1.2
host,acl,aclnnSilu,2733.27,256,10.677,6.53,27.29,7.25
host,acl,aclnnSin,49.98,4,12.495,9.39,15.07,6.103
host,acl,aclnnSubs,88.27,5,17.654,10.95,30.34,46.527
host,acl,aclnnTril,626.6,64,9.791,6.52,34,22.522
host,acl,aclrtCreateEventExWithFlag,3189.45,1304,2.446,0.59,50.91,8.633
host,acl,aclrtCtxSetSysParamOpt,25341.67,36150,0.701,0.17,27.04,0.323
host,acl,aclrtDestroyEvent,4595.61,1786,2.573,0.53,430.44,106.364
host,acl,aclrtFree,37.51,4,9.378,7.87,11.65,2.05
host,acl,aclrtGetCurrentContext,288.35,524,0.55,0.34,1.62,0.029
host,acl,aclrtGetDeviceCount,4.84,2,2.42,2.11,2.73,0.096
host,acl,aclrtGetHardwareSyncAddr,1564.08,2151,0.727,0.24,1.79,0.115
host,acl,aclrtGetResInCurrentThread,1120.37,3004,0.373,0.1,2.35,0.093
host,acl,aclrtGetStreamAttribute,6422.02,19123,0.336,0.18,28.01,0.054
host,acl,aclrtLaunchKernelWithHostArgs,161316.28,24110,6.691,2.07,249.74,11.135
host,acl,aclrtMallocWithCfg,77.1,4,19.275,12.51,24.84,26.527
host,acl,aclrtMemcpy,21635.81,857,25.246,14.27,108.96,83.42
host,acl,aclrtMemcpyAsync,189.17,20,9.459,4.69,16.75,12.544
host,acl,aclrtQueryEventStatus,823.02,1007,0.817,0.27,18.29,0.503
host,acl,aclrtRecordEvent,17617.21,1828,9.637,2.98,56.55,22.543
host,acl,aclrtRecordNotify,6959.8,1048,6.641,3.53,29.87,12.509
host,acl,aclrtStreamGetId,452.28,1048,0.432,0.15,1.22,0.03
host,acl,aclrtStreamWaitEvent,9112.13,1304,6.988,4.15,34.02,11.927
host,acl,aclrtSynchronizeDeviceWithTimeout,653.13,6,108.855,35.27,233.55,4565.124
host,acl,aclrtSynchronizeStream,115669.31,833,138.859,7.34,3197.37,87506.82
