Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
2,allreduceAicpuKernel,AI_CPU,516,107672.93,163.423,208.668,528.571,29.641
2,IndexPut,AI_CPU,512,79296.026,116.662,154.875,228.345,21.829
2,MatMulV2,AI_CORE,1796,40347.672,9.6,22.465,165.943,11.107
2,Index,AI_CPU,128,26428.748,158.943,206.475,432.189,7.275
2,Mul,AI_VECTOR_CORE,3340,16907.895,1.38,5.062,13.921,4.655
2,Index,AI_VECTOR_CORE,1476,12480.98,6.72,8.456,17.34,3.436
2,Pows,AI_VECTOR_CORE,1028,8198.324,1.58,7.975,16.561,2.257
2,MemSet,AI_VECTOR_CORE,868,7997.842,5.38,9.214,23.981,2.202
2,FlashAttentionScore,MIX_AIC,256,7950.06,27.061,31.055,42.201,2.189
2,Slice,AI_VECTOR_CORE,2176,7760.278,1.36,3.566,7.38,2.136
2,ReduceMean,MIX_AIV,1028,7393.772,1.76,7.192,13.721,2.035
2,IndexCheck,AI_VECTOR_CORE,2120,7280.325,2.14,3.434,11.84,2.004
2,Cast,AI_VECTOR_CORE,2212,7237.922,1.08,3.272,13.96,1.993
2,Add,AI_VECTOR_CORE,2055,5479.669,1.16,2.667,12.32,1.508
2,NonZero,MIX_AIV,832,4091.305,4.36,4.917,9,1.126
2,Range,AI_VECTOR_CORE,390,3220.444,4.5,8.258,14.66,0.887
2,Transpose,AI_VECTOR_CORE,128,2332.586,14.6,18.223,25.321,0.642
2,ConcatD,AI_VECTOR_CORE,524,2215.946,3.88,4.229,16.24,0.61
2,Less,AI_VECTOR_CORE,201,1570.592,2.12,7.814,10.22,0.432
2,Rsqrt,AI_VECTOR_CORE,1028,1275.068,0.98,1.24,2.02,0.351
2,Swish,AI_VECTOR_CORE,256,1177.821,2.88,4.601,11.34,0.324
2,Neg,AI_VECTOR_CORE,512,922.54,1.08,1.802,5.5,0.254
2,allgatherAicpuKernel,AI_CPU,4,731.095,174.624,182.774,195.384,0.201
2,broadcastAicpuKernel,AI_CPU,4,634.153,144.223,158.538,178.784,0.175
2,AsStrided,AI_VECTOR_CORE,128,618.151,4.32,4.829,6.32,0.17
2,LogicalNot,AI_VECTOR_CORE,265,381.427,1.2,1.439,1.88,0.105
2,PadV3,MIX_AIV,36,371.088,8.34,10.308,19.121,0.102
2,MaskedFill,AI_CPU,5,363.067,58.681,72.613,83.762,0.1
2,LogicalAnd,AI_VECTOR_CORE,68,209.744,1.5,3.084,4.12,0.058
2,Tril,AI_VECTOR_CORE,64,156.943,1.92,2.452,3.12,0.043
2,BroadcastTo,AI_VECTOR_CORE,69,120.282,1.36,1.743,2.08,0.033
2,OnesLike,AI_VECTOR_CORE,64,104.363,1.38,1.631,2.02,0.029
2,Cumsum,AI_CPU,1,73.882,73.882,73.882,73.882,0.02
2,MaskedFill,AI_VECTOR_CORE,4,53.701,11.56,13.425,15.12,0.015
2,ZerosLike,AI_VECTOR_CORE,21,32.361,1.32,1.541,1.92,0.009
2,ReduceAny,MIX_AIV,11,27.68,2.06,2.516,3.18,0.008
2,GreaterEqual,AI_VECTOR_CORE,8,21.561,2.32,2.695,3.2,0.006
2,ReduceMax,MIX_AIV,9,21.381,1.88,2.376,2.62,0.006
2,GatherV2,AI_VECTOR_CORE,4,17.781,2.9,4.445,8.62,0.005
2,Sub,AI_VECTOR_CORE,5,13.78,2.2,2.756,3,0.004
2,IndexPutV2,AI_VECTOR_CORE,4,11.561,2.64,2.89,3.08,0.003
2,Cos,AI_VECTOR_CORE,4,10,2.24,2.5,3.24,0.003
2,Sin,AI_VECTOR_CORE,4,9.62,2.18,2.405,2.98,0.003
2,ReduceSum,MIX_AIV,3,8.46,2.64,2.82,3.16,0.002
2,Fill,AI_VECTOR_CORE,5,7.42,1.24,1.484,2.16,0.002
2,SelectV2,AI_VECTOR_CORE,3,6.28,2.02,2.093,2.16,0.002
2,ClipByValueV2,AI_VECTOR_CORE,1,5.4,5.4,5.4,5.4,0.001
2,LessEqual,AI_VECTOR_CORE,2,5.34,2.48,2.67,2.86,0.001
2,ArgMaxWithValue,AI_VECTOR_CORE,1,2.72,2.72,2.72,2.72,0.001
