Device_id,Mode,Min,Max,Avg
2,Tx_p_avg(MB/s),3.815,7.629,7.629
2,Tx_np_avg(MB/s),0.0,0.0,0.0
2,Tx_cpl_avg(MB/s),0.0,0.0,0.0
2,Tx_latency_avg(us),0.0,0.0,0.0
2,Rx_p_avg(MB/s),0.0,0.0,0.0
2,Rx_np_avg(MB/s),0.0,0.0,0.0
2,Rx_cpl_avg(MB/s),0.0,0.0,0.0
