Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,36.85,155.91,0,2.26,0,0
empty_tensor,,,17.29,17.29,0,0,0,0
aten::fill_,"1,6;
",,90.63,101.77,0,2.26,0,0
aclnnInplaceFillScalar,,,11.14,11.14,2.26,2.26,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,24.22,73.45,0,1.62,0,0
aten::empty_like,"1,6;
;
;
;
;
",,19.21,30.57,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.23,11.36,0,0,0,0
empty_tensor,,,3.13,3.13,0,0,0,0
aten::zero_,"1,6",,16.35,18.66,0,1.62,0,0
aclnnInplaceZero,,,2.31,2.31,1.62,1.62,0,0
aten::empty,";
;
;
;
;
",,9.31,9.31,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.98,82.71,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,8.6,78.73,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.06,8.24,0,0,0,0
empty_tensor,,,2.18,2.18,0,0,0,0
aten::copy_,"6;
6;
",,61.89,61.89,0,0,0,0
aten::lift_fresh,6,,50.2,50.2,0,0,0,0
aten::detach_,6,,1.23,1.23,0,0,0,0
aten::select,"1,6;
;
",,6.63,54.87,0,0,0,0
aten::as_strided,"1,6;
;
;
",,48.24,48.24,0,0,0,0
aten::copy_,"6;
6;
",,59.53,66.3,0,0.8,0,0
aclnnInplaceCopy,,,6.77,6.77,0.8,0.8,0,0
aten::scalar_tensor,";
;
;
;
",,7.25,33.44,0,1.32,0,0
aten::empty,";
;
;
;
;
",,3.42,8.98,0,0,0,0
empty_tensor,,,5.56,5.56,0,0,0,0
aten::fill_,";
",,11.79,17.21,0,1.32,0,0
aclnnInplaceFillScalar,,,5.42,5.42,1.32,1.32,0,0
aten::select,"1,6;
;
",,3.33,6.64,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.31,3.31,0,0,0,0
aten::view,";
",,2.95,2.95,0,0,0,0
aten::expand,";
;
",,3.93,6.54,0,0,0,0
aten::as_strided,";
;
;
",,2.61,2.61,0,0,0,0
aten::copy_,"6;
6;
",,15.11,19.69,0,4.30025,0,0
aclnnInplaceCopy,,,4.58,4.58,4.30025,4.30025,0,0
minigpt::prefill_phase,,,165.19,273528.38,0,438077.96074999997,0,10093.80225
minigpt::prefill_model,,,43322.8,272615.96,0,437210.96375,0,10093.80225
aten::to,"1,6;
;
;
;
",,4.13,44.57,0,1.34,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,5.86,40.44,0,1.34,0,0
aten::empty_strided,";
;
;
;
;
",,7.83,11.41,0,0,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aten::copy_,"1,6;
1,6;
",,16.87,23.17,0,1.34,0,0
aclnnInplaceCopy,,,6.3,6.3,1.34,1.34,0,0
aten::sum,"1,6;
;
;
",,18.82,27.24,0,3.12025,0,0
empty_tensor,,,4.43,4.43,0,0,0,0
aclnnReduceSum,,,3.99,3.99,3.12025,3.12025,0,0
aten::le,"1;
",,14.91,21.29,0,2.72025,0,0
empty_tensor,,,3.24,3.24,0,0,0,0
aclnnLeScalar,,,3.14,3.14,2.72025,2.72025,0,0
aten::any,1,,15.11,20.3,0,1.64,0,0
empty_tensor,,,3.37,3.37,0,0,0,0
aclnnAny,,,1.82,1.82,1.64,1.64,0,0
aten::is_nonzero,,,17.38,216.58,0,0,0,0
aten::item,,,4.36,199.2,0,0,0,0
aten::_local_scalar_dense,,,194.84,194.84,0,0,0,0
aten::arange,";
;
;
;
",,20.94,32.21,0,8.76,0,0
empty_tensor,,,5.7,5.7,0,0,0,0
