Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
6,allreduceAicpuKernel,AI_CPU,516,101014.882,158.663,195.765,414.909,32.706
6,IndexPut,AI_CPU,512,69992.337,99.882,136.704,184.944,22.662
6,MatMulV2,AI_CORE,1796,40403.826,9.64,22.497,163.584,13.082
6,Index,AI_CPU,128,16370.026,114.402,127.891,251.085,5.3
6,Index,AI_VECTOR_CORE,1476,12319.807,6.74,8.347,17.28,3.989
6,Mul,AI_VECTOR_CORE,3340,11219.1,1.1,3.359,16.02,3.632
6,FlashAttentionScore,MIX_AIC,256,7187.882,23.721,28.078,36.421,2.327
6,MemSet,AI_VECTOR_CORE,868,6566.589,5.38,7.565,19.841,2.126
6,Pows,AI_VECTOR_CORE,1028,5613.198,1.46,5.46,15.82,1.817
6,IndexCheck,AI_VECTOR_CORE,2120,5124.986,1.88,2.417,4,1.659
6,ReduceMean,MIX_AIV,1028,4868.751,2.58,4.736,8.32,1.576
6,Cast,AI_VECTOR_CORE,2078,3904.862,1,1.879,8.7,1.264
6,Add,AI_VECTOR_CORE,2055,3902.981,1.18,1.899,8.94,1.264
6,Slice,AI_VECTOR_CORE,1408,3394.603,1.88,2.411,3.26,1.099
6,NonZero,MIX_AIV,832,2709.494,2.76,3.257,6.08,0.877
6,Range,AI_VECTOR_CORE,390,2644.213,4.38,6.78,10.72,0.856
6,Transpose,AI_VECTOR_CORE,128,2495.113,15.381,19.493,25.361,0.808
6,ConcatD,AI_VECTOR_CORE,520,2119.265,3.4,4.076,14.641,0.686
6,Rsqrt,AI_VECTOR_CORE,1028,1326.968,1.1,1.291,1.98,0.43
6,allgatherAicpuKernel,AI_CPU,4,816.837,168.523,204.209,268.906,0.264
6,Neg,AI_VECTOR_CORE,512,722.917,1.18,1.412,2.02,0.234
6,broadcastAicpuKernel,AI_CPU,4,640.573,122.323,160.143,241.585,0.207
6,Swish,AI_VECTOR_CORE,256,578.13,1.46,2.258,4.88,0.187
6,AsStrided,AI_VECTOR_CORE,128,512.369,3.4,4.003,5.62,0.166
6,Less,AI_VECTOR_CORE,201,505.169,2.12,2.513,3.1,0.164
6,MaskedFill,AI_CPU,5,400.648,64.001,80.13,101.022,0.13
6,PadV3,MIX_AIV,36,397.828,9.32,11.051,18.001,0.129
6,LogicalNot,AI_VECTOR_CORE,265,378.406,1.24,1.428,2,0.123
6,LogicalAnd,AI_VECTOR_CORE,68,187.303,1.4,2.754,3.7,0.061
6,Tril,AI_VECTOR_CORE,64,167.365,2.22,2.615,3.12,0.054
6,OnesLike,AI_VECTOR_CORE,67,108.402,1.38,1.618,1.98,0.035
6,Cumsum,AI_CPU,1,58.161,58.161,58.161,58.161,0.019
6,GatherV2,AI_VECTOR_CORE,4,29.641,3.66,7.41,8.8,0.01
6,MaskedFill,AI_VECTOR_CORE,4,26.561,3.36,6.64,15.68,0.009
6,GreaterEqual,AI_VECTOR_CORE,8,22,2.34,2.75,3.44,0.007
6,ReduceAny,MIX_AIV,11,18.88,1.26,1.716,3.12,0.006
6,ReduceMax,MIX_AIV,9,16.321,1.52,1.813,2.14,0.005
6,ZerosLike,AI_VECTOR_CORE,9,15.06,1.52,1.673,1.82,0.005
6,Sub,AI_VECTOR_CORE,5,13.12,2.4,2.624,2.92,0.004
6,Cos,AI_VECTOR_CORE,4,8.98,2.1,2.245,2.58,0.003
6,IndexPutV2,AI_VECTOR_CORE,4,8.98,2.18,2.245,2.3,0.003
6,Sin,AI_VECTOR_CORE,4,8.541,2,2.135,2.44,0.003
6,ReduceSum,MIX_AIV,3,7.301,2.04,2.434,3.12,0.002
6,SelectV2,AI_VECTOR_CORE,3,7.18,2.32,2.393,2.52,0.002
6,BroadcastTo,AI_VECTOR_CORE,5,7.1,1.28,1.42,1.52,0.002
6,LessEqual,AI_VECTOR_CORE,2,5.061,2.34,2.53,2.72,0.002
6,ClipByValueV2,AI_VECTOR_CORE,1,4.92,4.92,4.92,4.92,0.002
6,Fill,AI_VECTOR_CORE,2,3.58,1.32,1.79,2.26,0.001
6,ArgMaxWithValue,AI_VECTOR_CORE,1,2.24,2.24,2.24,2.24,0.001
